,PayOffFunction,Radius,Noise,IKINumber,MaxDeviation,MaxNrDigits,TrackingWindowVisitCounter,MeanTimeTypingWindow
1747,Accuracy,120,3,0.258833157894737,166.2,14,1,3.1909
1784,Accuracy,120,3,0.22610026315789497,39.0,11,1,2.65025
1149,Accuracy,120,3,0.27560500000000004,69.79,13,1,3.34045
1380,Accuracy,120,3,0.44272789473684204,69.34,4,7,1.8859625
1896,Accuracy,120,3,0.289582368421053,161.72,20,0,7.6235
1294,Accuracy,120,3,0.404969736842105,52.73,6,5,0.958733333333333
1024,Accuracy,120,3,0.38790115497076,94.47,6,3,2.134525
1025,Accuracy,120,3,0.38790115497076,73.88,8,3,2.33365
1604,Accuracy,120,3,0.211221578947368,58.99,13,1,2.1653
1506,Accuracy,120,3,0.4030171052631579,72.15,7,3,2.7971
1241,Accuracy,120,3,0.22363078947368398,59.55,20,0,5.3997
1782,Accuracy,120,3,0.22610026315789497,58.68,11,2,1.9355
1791,Accuracy,120,3,0.22610026315789497,119.15,13,1,2.9377
1619,Accuracy,120,3,0.211221578947368,67.49,8,2,1.73333333333333
1610,Accuracy,120,3,0.211221578947368,57.92,11,1,2.22715
1154,Accuracy,120,3,0.27560500000000004,100.31,20,0,6.3694
1609,Accuracy,120,3,0.211221578947368,44.15,10,2,1.62566666666667
481,Speed,120,5,0.28634421052631603,159.96,6,3,1.637125
464,Speed,120,5,0.38419394736842105,123.28,11,1,3.4779
285,Speed,120,5,0.469810526315789,113.02,6,4,2.64512
496,Speed,120,5,0.28634421052631603,122.34,20,0,5.627999999999999
373,Speed,120,5,0.316916315789474,90.73,5,6,1.03834285714286
360,Speed,120,5,0.316916315789474,128.27,8,3,1.867375
153,Speed,120,5,0.197858157894737,112.31,20,2,1.8278666666666699
871,Speed,120,5,0.394169473684211,190.32,9,3,1.9041
474,Speed,120,5,0.38419394736842105,104.83,14,1,3.2406
297,Speed,120,5,0.469810526315789,190.14,9,3,2.928025
583,Speed,120,5,0.264108157894737,105.37,14,1,3.43095
375,Speed,120,5,0.316916315789474,88.7,8,3,1.8484
923,Speed,120,5,0.38239945906432704,97.95,7,3,2.622125
491,Speed,120,5,0.28634421052631603,119.16,6,4,1.20846
169,Speed,120,5,0.39388921052631604,93.33,8,3,2.335575
582,Speed,120,5,0.264108157894737,104.07,13,1,3.10345
664,Speed,120,5,0.184142105263158,78.93,13,1,2.51685
377,Speed,120,5,0.316916315789474,133.19,8,3,1.84795
494,Speed,120,5,0.28634421052631603,81.23,9,3,1.719525
484,Speed,120,5,0.28634421052631603,92.77,7,2,1.89556666666667
483,Speed,120,5,0.28634421052631603,124.98,10,3,1.35395
376,Speed,120,5,0.316916315789474,114.92,8,4,1.60572
873,Speed,120,5,0.394169473684211,144.28,16,1,4.3663
299,Speed,120,5,0.469810526315789,107.06,4,7,1.84845
608,Speed,80,5,0.264108157894737,101.06,8,2,2.2612
916,Speed,80,5,0.38239945906432704,99.55,6,4,1.80856
617,Speed,80,5,0.264108157894737,127.9,7,2,2.3278
277,Speed,80,5,0.469810526315789,117.92,5,6,2.01212857142857
900,Speed,80,5,0.38239945906432704,166.19,12,1,5.5385
41,Speed,80,5,0.30855368421052604,118.35,5,5,1.16696666666667
82,Speed,80,5,0.197858157894737,84.65,11,3,1.409775
680,Speed,80,5,0.184142105263158,115.99,12,1,2.34065
613,Speed,80,5,0.264108157894737,86.32,8,2,2.2359999999999998
559,Speed,80,5,0.28634421052631603,75.69,6,3,2.20795
547,Speed,80,5,0.28634421052631603,104.49,7,4,1.47136
226,Speed,80,5,0.39388921052631604,101.73,5,5,1.6508666666666698
239,Speed,80,5,0.39388921052631604,151.96,6,6,1.7234714285714299
50,Speed,80,5,0.30855368421052604,93.29,5,5,1.0
48,Speed,80,5,0.30855368421052604,77.93,5,5,1.2339
340,Speed,80,5,0.316916315789474,122.54,8,2,2.49426666666667
683,Speed,80,5,0.184142105263158,62.8,11,1,2.3759
416,Speed,80,5,0.38419394736842105,97.35,9,2,2.38743333333333
692,Speed,80,5,0.184142105263158,162.29,20,0,4.2219999999999995
55,Speed,80,5,0.30855368421052604,80.88,5,6,1.1044
359,Speed,80,5,0.316916315789474,63.74,4,7,0.8861374999999989
548,Speed,80,5,0.28634421052631603,130.73,17,3,1.693275
407,Speed,80,5,0.38419394736842105,138.35,10,2,2.45536666666667
221,Speed,80,5,0.39388921052631604,90.46,5,6,1.44225714285714
251,Speed,120,3,0.469810526315789,64.69,20,0,9.5501
839,Speed,120,3,0.394169473684211,83.52,12,1,5.7918
778,Speed,120,3,0.18430421052631601,79.56,20,0,4.7832
628,Speed,120,3,0.264108157894737,75.45,20,0,5.9709
886,Speed,120,3,0.38239945906432704,80.52,9,3,2.222225
244,Speed,120,3,0.469810526315789,85.92,20,0,10.2107
429,Speed,120,3,0.38419394736842105,93.15,14,1,4.6178
106,Speed,120,3,0.197858157894737,43.78,20,1,2.51415
259,Speed,120,3,0.469810526315789,123.13,20,0,11.2124
899,Speed,120,3,0.38239945906432704,104.34,14,2,3.0945
437,Speed,120,3,0.38419394736842105,61.61,20,0,6.8959
111,Speed,120,3,0.197858157894737,76.09,20,1,2.6031
534,Speed,120,3,0.28634421052631603,87.17,10,1,2.6772
623,Speed,120,3,0.264108157894737,46.47,20,0,5.522
705,Speed,120,3,0.184142105263158,106.64,10,1,2.61495
779,Speed,120,3,0.18430421052631601,61.65,20,0,4.3978
421,Speed,120,3,0.38419394736842105,86.78,11,1,3.93895
627,Speed,120,3,0.264108157894737,47.2,20,0,6.5733
537,Speed,120,3,0.28634421052631603,73.26,11,1,3.3143
630,Speed,120,3,0.264108157894737,140.11,20,0,7.1768
522,Speed,120,3,0.28634421052631603,93.0,11,1,3.44005
835,Speed,120,3,0.394169473684211,79.78,20,2,3.9867
258,Speed,120,3,0.469810526315789,85.65,20,0,12.7043
528,Speed,120,3,0.28634421052631603,121.05,20,0,6.6819
1325,Accuracy,120,5,0.404969736842105,82.89,12,2,2.2113
989,Accuracy,120,5,0.38790115497076,122.35,6,3,2.3773
1707,Accuracy,120,5,0.258833157894737,133.52,8,2,2.0619
982,Accuracy,120,5,0.38790115497076,146.94,8,3,2.72865
1643,Accuracy,120,5,0.211221578947368,220.14,11,3,1.39155
1845,Accuracy,120,5,0.289582368421053,164.13,12,1,3.1878
1473,Accuracy,120,5,0.4030171052631579,135.55,6,4,2.17394
1439,Accuracy,120,5,0.44272789473684204,82.61,4,6,1.88405714285714
1836,Accuracy,120,5,0.22610026315789497,79.8,8,2,2.05526666666667
1430,Accuracy,120,5,0.44272789473684204,65.35,6,5,1.70895
999,Accuracy,120,5,0.38790115497076,109.78,9,2,3.5782333333333303
1181,Accuracy,120,5,0.27560500000000004,120.01,7,3,1.50385
988,Accuracy,120,5,0.38790115497076,130.6,11,2,2.93596666666667
1658,Accuracy,120,5,0.211221578947368,105.23,9,2,1.76763333333333
1851,Accuracy,120,5,0.289582368421053,87.93,11,2,2.4783666666666697
1833,Accuracy,120,5,0.22610026315789497,78.88,7,2,1.6104
981,Accuracy,120,5,0.38790115497076,99.78,7,3,2.40975
1090,Accuracy,120,5,0.25489235380117004,90.95,4,5,0.8465
1530,Accuracy,120,5,0.4514504970760229,87.1,5,7,1.258675
1084,Accuracy,120,5,0.25489235380117004,55.06,4,5,0.8339666666666659
1466,Accuracy,120,5,0.4030171052631579,129.45,5,5,2.10875
1215,Accuracy,120,5,0.22363078947368398,110.48,9,2,2.14673333333333
1529,Accuracy,120,5,0.4514504970760229,95.35,4,7,1.0398125
1470,Accuracy,120,5,0.4030171052631579,103.49,5,4,2.33454
1912,Accuracy,80,5,0.289582368421053,75.84,6,3,1.830575
1060,Accuracy,80,5,0.25489235380117004,101.42,4,8,0.835522222222222
1633,Accuracy,80,5,0.211221578947368,47.43,7,3,1.30605
1594,Accuracy,80,5,0.4514504970760229,62.46,4,19,0.441755
1274,Accuracy,80,5,0.22363078947368398,79.06,7,3,1.593125
1765,Accuracy,80,5,0.22610026315789497,84.82,7,3,1.548075
1367,Accuracy,80,5,0.44272789473684204,105.87,4,16,0.8429058823529408
1264,Accuracy,80,5,0.22363078947368398,85.39,15,1,2.58935
1724,Accuracy,80,5,0.258833157894737,69.27,7,4,1.3568
1620,Accuracy,80,5,0.211221578947368,85.71,13,1,2.3385
1728,Accuracy,80,5,0.258833157894737,75.51,5,4,1.3962
1631,Accuracy,80,5,0.211221578947368,76.04,7,4,1.0504200000000001
1268,Accuracy,80,5,0.22363078947368398,123.06,8,2,2.26696666666667
1001,Accuracy,80,5,0.38790115497076,94.81,6,3,2.1469
1311,Accuracy,80,5,0.404969736842105,96.47,4,7,0.79985
1597,Accuracy,80,5,0.4514504970760229,69.74,3,12,0.807023076923077
1731,Accuracy,80,5,0.258833157894737,45.57,6,5,0.92125
1006,Accuracy,80,5,0.38790115497076,137.14,7,4,1.96842
1723,Accuracy,80,5,0.258833157894737,136.61,6,6,1.3502285714285702
1078,Accuracy,80,5,0.25489235380117004,90.84,5,6,0.6048857142857139
1068,Accuracy,80,5,0.25489235380117004,61.85,4,6,0.697385714285714
1778,Accuracy,80,5,0.22610026315789497,91.52,5,4,1.28578
1598,Accuracy,80,5,0.4514504970760229,106.82,4,14,0.6800533333333341
1010,Accuracy,80,5,0.38790115497076,95.78,6,4,2.23168
