,PayOffFunction,Radius,Noise,IKINumber,MaxDeviation,MaxNrDigits,TrackingWindowVisitCounter,MeanTimeTypingWindow
1755,Accuracy,120,3,0.258833157894737,52.77,10,2,2.17243333333333
1151,Accuracy,120,3,0.27560500000000004,81.8,20,0,5.3438
1577,Accuracy,120,3,0.4514504970760229,65.24,11,1,3.92645
1746,Accuracy,120,3,0.258833157894737,80.75,7,3,2.0128
1147,Accuracy,120,3,0.27560500000000004,70.32,11,1,3.61795
1899,Accuracy,120,3,0.289582368421053,97.59,13,3,1.9656
1037,Accuracy,120,3,0.38790115497076,92.4,11,1,3.991
1788,Accuracy,120,3,0.22610026315789497,74.76,20,0,5.1466
1059,Accuracy,120,3,0.25489235380117004,82.73,20,0,5.3736
1501,Accuracy,120,3,0.4030171052631579,111.76,11,1,4.71305
1291,Accuracy,120,3,0.404969736842105,77.02,4,8,0.7373666666666671
1298,Accuracy,120,3,0.404969736842105,78.86,12,3,1.3549
1890,Accuracy,120,3,0.289582368421053,84.93,20,0,5.7945
1295,Accuracy,120,3,0.404969736842105,103.78,9,3,1.560625
1507,Accuracy,120,3,0.4030171052631579,81.59,9,2,3.1106333333333303
1743,Accuracy,120,3,0.258833157894737,78.29,10,2,2.34456666666667
1292,Accuracy,120,3,0.404969736842105,39.28,14,3,1.560175
1748,Accuracy,120,3,0.258833157894737,48.56,9,3,1.909875
1043,Accuracy,120,3,0.25489235380117004,81.28,11,3,1.391475
1571,Accuracy,120,3,0.4514504970760229,56.12,9,2,2.9029333333333303
1152,Accuracy,120,3,0.27560500000000004,67.36,11,1,3.8930000000000002
1897,Accuracy,120,3,0.289582368421053,71.92,12,1,3.5129
1058,Accuracy,120,3,0.25489235380117004,81.1,14,1,2.8015
1022,Accuracy,120,3,0.38790115497076,90.89,10,2,3.21916666666667
1587,Accuracy,80,5,0.4514504970760229,95.85,4,8,1.15785555555556
1770,Accuracy,80,5,0.22610026315789497,118.59,7,3,1.3719999999999999
1779,Accuracy,80,5,0.22610026315789497,84.68,8,3,1.385125
1306,Accuracy,80,5,0.404969736842105,87.96,3,9,0.73322
1491,Accuracy,80,5,0.4030171052631579,100.87,6,4,2.11916
1261,Accuracy,80,5,0.22363078947368398,74.16,12,1,2.68755
1630,Accuracy,80,5,0.211221578947368,95.36,8,3,1.223875
1725,Accuracy,80,5,0.258833157894737,138.57,7,3,1.509875
1124,Accuracy,80,5,0.27560500000000004,78.25,6,3,1.422725
1064,Accuracy,80,5,0.25489235380117004,59.99,3,6,0.7877571428571429
1363,Accuracy,80,5,0.44272789473684204,73.93,4,9,0.81858
1735,Accuracy,80,5,0.258833157894737,55.79,7,4,1.39416
1623,Accuracy,80,5,0.211221578947368,93.82,12,1,3.0272
1621,Accuracy,80,5,0.211221578947368,51.59,15,1,2.67965
1638,Accuracy,80,5,0.211221578947368,105.18,5,6,0.8057
1015,Accuracy,80,5,0.38790115497076,169.9,11,1,4.80015
1131,Accuracy,80,5,0.27560500000000004,70.71,5,6,0.797157142857143
1305,Accuracy,80,5,0.404969736842105,83.56,4,7,0.9060625
1496,Accuracy,80,5,0.4030171052631579,100.26,3,6,1.5744571428571401
1726,Accuracy,80,5,0.258833157894737,55.03,6,4,1.1291799999999999
1722,Accuracy,80,5,0.258833157894737,78.16,4,5,1.19133333333333
1918,Accuracy,80,5,0.289582368421053,63.01,8,2,2.1443
1062,Accuracy,80,5,0.25489235380117004,76.49,4,6,0.8116714285714292
1585,Accuracy,80,5,0.4514504970760229,75.05,6,6,1.58725714285714
381,Speed,80,3,0.316916315789474,55.27,6,6,1.21598571428571
500,Speed,80,3,0.28634421052631603,86.7,6,4,1.62522
386,Speed,80,3,0.316916315789474,69.76,6,4,1.5153
308,Speed,80,3,0.469810526315789,117.71,9,4,2.4386200000000002
393,Speed,80,3,0.316916315789474,109.33,8,5,1.32143333333333
569,Speed,80,3,0.264108157894737,60.75,20,0,4.9973
509,Speed,80,3,0.28634421052631603,60.32,9,2,2.36246666666667
182,Speed,80,3,0.39388921052631604,70.8,12,2,2.97693333333333
945,Speed,80,3,0.38239945906432704,44.85,6,4,1.7289
302,Speed,80,3,0.469810526315789,57.11,8,3,3.30405
14,Speed,80,3,0.30855368421052604,51.72,7,2,1.9858333333333302
459,Speed,80,3,0.38419394736842105,88.44,10,1,3.4528
392,Speed,80,3,0.316916315789474,77.8,6,4,1.51424
572,Speed,80,3,0.264108157894737,74.15,14,1,3.50245
940,Speed,80,3,0.38239945906432704,69.82,8,3,2.56615
652,Speed,80,3,0.184142105263158,36.52,20,0,5.2961
574,Speed,80,3,0.264108157894737,109.69,20,0,5.5001
128,Speed,80,3,0.197858157894737,67.98,20,0,4.7749
133,Speed,80,3,0.197858157894737,65.87,20,0,4.1955
745,Speed,80,3,0.18430421052631601,53.93,20,1,2.1889
137,Speed,80,3,0.197858157894737,71.56,20,0,4.9451
126,Speed,80,3,0.197858157894737,76.4,20,0,5.8219
850,Speed,80,3,0.394169473684211,95.04,12,1,5.27695
842,Speed,80,3,0.394169473684211,66.3,14,1,5.64
216,Speed,120,3,0.39388921052631604,84.29,10,3,2.49285
205,Speed,120,3,0.39388921052631604,99.03,13,2,2.81993333333333
430,Speed,120,3,0.38419394736842105,52.94,14,1,3.6891
255,Speed,120,3,0.469810526315789,54.31,20,0,11.2449
100,Speed,120,3,0.197858157894737,54.63,11,1,2.4284
709,Speed,120,3,0.184142105263158,88.64,20,0,4.6717
777,Speed,120,3,0.18430421052631601,54.24,20,0,4.1026
713,Speed,120,3,0.184142105263158,33.48,20,0,4.6228
338,Speed,120,3,0.316916315789474,70.93,20,0,8.9089
526,Speed,120,3,0.28634421052631603,57.63,11,1,3.32945
633,Speed,120,3,0.264108157894737,80.31,20,0,6.3211
776,Speed,120,3,0.18430421052631601,136.65,20,0,4.0508
73,Speed,120,3,0.30855368421052604,54.16,13,1,3.26425
214,Speed,120,3,0.39388921052631604,104.52,14,2,3.1931
109,Speed,120,3,0.197858157894737,57.61,20,1,2.3002
329,Speed,120,3,0.316916315789474,70.26,20,0,6.7998
838,Speed,120,3,0.394169473684211,161.87,16,1,5.84
880,Speed,120,3,0.38239945906432704,61.52,8,3,2.059975
327,Speed,120,3,0.316916315789474,41.34,20,0,7.2348
61,Speed,120,3,0.30855368421052604,58.27,10,1,3.0778
774,Speed,120,3,0.18430421052631601,68.41,20,0,3.9278
719,Speed,120,3,0.184142105263158,44.44,20,0,3.8488
70,Speed,120,3,0.30855368421052604,52.04,11,1,2.827
218,Speed,120,3,0.39388921052631604,75.21,11,2,3.63703333333333
970,Accuracy,80,3,0.38790115497076,64.17,5,4,1.9830400000000001
