,PayOffFunction,Radius,Noise,IKINumber,MaxDeviation,MaxNrDigits,TrackingWindowVisitCounter,MeanTimeTypingWindow
1583,Accuracy,80,5,0.4514504970760229,74.82,4,8,1.15216666666667
1066,Accuracy,80,5,0.25489235380117004,58.2,4,6,0.8685285714285709
1494,Accuracy,80,5,0.4030171052631579,138.43,4,6,1.4798142857142902
1132,Accuracy,80,5,0.27560500000000004,71.05,5,5,0.812683333333333
1007,Accuracy,80,5,0.38790115497076,143.22,8,3,2.62165
552,Speed,80,5,0.28634421052631603,129.12,9,4,1.40678
406,Speed,80,5,0.38419394736842105,104.51,9,2,1.9714
619,Speed,80,5,0.264108157894737,59.33,13,1,2.95405
600,Speed,80,5,0.264108157894737,97.62,9,2,2.4206
222,Speed,80,5,0.39388921052631604,115.1,4,9,1.1800700000000002
45,Speed,80,5,0.30855368421052604,96.93,6,6,1.13277142857143
357,Speed,80,5,0.316916315789474,112.75,6,5,1.45018333333333
81,Speed,80,5,0.197858157894737,72.3,12,2,2.0892
904,Speed,80,5,0.38239945906432704,138.31,8,4,2.4548
53,Speed,80,5,0.30855368421052604,106.39,6,6,0.958357142857143
90,Speed,80,5,0.197858157894737,55.97,9,4,1.13236
816,Speed,80,5,0.394169473684211,106.05,9,2,2.5114
220,Speed,80,5,0.39388921052631604,96.75,7,5,1.5634833333333302
261,Speed,80,5,0.469810526315789,148.07,5,9,2.03799
616,Speed,80,5,0.264108157894737,102.42,7,2,2.17816666666667
699,Speed,80,5,0.184142105263158,83.05,12,1,2.7051
602,Speed,80,5,0.264108157894737,65.15,13,1,2.9261
800,Speed,80,5,0.394169473684211,96.21,6,4,1.8097400000000001
814,Speed,80,5,0.394169473684211,110.89,13,2,2.6885
610,Speed,80,5,0.264108157894737,125.25,11,2,2.5788
604,Speed,80,5,0.264108157894737,126.9,13,1,3.2923
919,Speed,80,5,0.38239945906432704,96.3,5,6,1.24002857142857
341,Speed,80,5,0.316916315789474,105.54,7,4,1.72406
49,Speed,80,5,0.30855368421052604,89.73,5,6,1.13641428571429
862,Speed,120,5,0.394169473684211,72.63,8,2,2.81236666666667
934,Speed,120,5,0.38239945906432704,148.79,7,3,2.792075
662,Speed,120,5,0.184142105263158,95.59,16,1,2.2143
364,Speed,120,5,0.316916315789474,86.21,6,5,1.50191666666667
167,Speed,120,5,0.39388921052631604,133.47,6,4,1.78562
147,Speed,120,5,0.197858157894737,181.75,20,1,2.5159
154,Speed,120,5,0.197858157894737,78.05,19,2,1.7557
938,Speed,120,5,0.38239945906432704,79.38,6,4,1.8095599999999998
721,Speed,120,5,0.18430421052631601,169.01,20,0,4.4051
26,Speed,120,5,0.30855368421052604,125.14,9,3,1.704325
175,Speed,120,5,0.39388921052631604,149.24,6,5,1.8171833333333303
877,Speed,120,5,0.394169473684211,138.92,9,5,1.6473
939,Speed,120,5,0.38239945906432704,136.19,7,4,1.9291599999999998
164,Speed,120,5,0.39388921052631604,127.45,11,2,2.99536666666667
296,Speed,120,5,0.469810526315789,178.47,6,4,2.74136
174,Speed,120,5,0.39388921052631604,110.47,8,3,2.418275
155,Speed,120,5,0.197858157894737,116.46,20,1,2.50745
580,Speed,120,5,0.264108157894737,151.8,13,1,3.2904
669,Speed,120,5,0.184142105263158,131.99,10,2,1.7614666666666698
489,Speed,120,5,0.28634421052631603,110.83,16,2,1.84623333333333
731,Speed,120,5,0.18430421052631601,68.83,20,0,4.5360000000000005
157,Speed,120,5,0.197858157894737,124.06,20,1,2.38815
870,Speed,120,5,0.394169473684211,107.87,5,7,1.304975
720,Speed,120,5,0.18430421052631601,87.12,20,0,4.2601
1869,Accuracy,80,3,0.289582368421053,57.66,9,2,2.71056666666667
1110,Accuracy,80,3,0.25489235380117004,50.04,4,6,0.812157142857143
1878,Accuracy,80,3,0.289582368421053,73.4,9,2,2.4016
1345,Accuracy,80,3,0.404969736842105,96.86,12,4,1.29578
1864,Accuracy,80,3,0.289582368421053,45.15,9,2,2.5445
1406,Accuracy,80,3,0.44272789473684204,67.05,7,3,2.781025
968,Accuracy,80,3,0.38790115497076,75.39,8,4,1.85758
1162,Accuracy,80,3,0.27560500000000004,42.32,8,3,1.40435
1801,Accuracy,80,3,0.22610026315789497,39.05,12,1,2.85215
1103,Accuracy,80,3,0.25489235380117004,55.46,4,5,0.7874
1232,Accuracy,80,3,0.22363078947368398,64.07,7,2,2.1286
1446,Accuracy,80,3,0.4030171052631579,76.41,7,3,2.6207
1544,Accuracy,80,3,0.4514504970760229,75.6,10,7,1.7449875
1117,Accuracy,80,3,0.25489235380117004,37.9,4,6,0.654614285714286
961,Accuracy,80,3,0.38790115497076,53.1,6,4,1.9130200000000002
1814,Accuracy,80,3,0.22610026315789497,72.6,11,1,2.4885
1861,Accuracy,80,3,0.289582368421053,56.19,9,2,2.4942
1557,Accuracy,80,3,0.4514504970760229,47.01,10,1,5.4867
1698,Accuracy,80,3,0.258833157894737,57.87,8,2,1.9027666666666698
1349,Accuracy,80,3,0.404969736842105,65.24,11,8,0.7258
1222,Accuracy,80,3,0.22363078947368398,59.5,12,2,1.97846666666667
1696,Accuracy,80,3,0.258833157894737,78.21,6,3,1.881425
1817,Accuracy,80,3,0.22610026315789497,43.23,11,1,2.26305
1860,Accuracy,80,3,0.289582368421053,54.8,11,1,3.89005
701,Speed,120,3,0.184142105263158,69.8,20,0,4.6013
335,Speed,120,3,0.316916315789474,121.29,20,0,7.3176
535,Speed,120,3,0.28634421052631603,87.09,20,0,6.0762
428,Speed,120,3,0.38419394736842105,65.62,17,1,4.82915
539,Speed,120,3,0.28634421052631603,114.11,20,0,6.577999999999999
62,Speed,120,3,0.30855368421052604,43.4,12,1,3.02645
632,Speed,120,3,0.264108157894737,85.91,20,0,8.4033
765,Speed,120,3,0.18430421052631601,48.6,20,0,4.8302
336,Speed,120,3,0.316916315789474,50.0,20,0,7.52
202,Speed,120,3,0.39388921052631604,62.88,12,2,2.862
771,Speed,120,3,0.18430421052631601,56.87,20,0,4.5282
621,Speed,120,3,0.264108157894737,59.63,20,0,6.1528
203,Speed,120,3,0.39388921052631604,81.03,10,3,2.397825
704,Speed,120,3,0.184142105263158,62.73,20,0,4.5472
439,Speed,120,3,0.38419394736842105,67.72,10,1,3.70165
103,Speed,120,3,0.197858157894737,43.78,11,2,1.5937666666666699
107,Speed,120,3,0.197858157894737,75.77,20,1,2.5884
889,Speed,120,3,0.38239945906432704,79.67,11,2,3.13583333333333
638,Speed,120,3,0.264108157894737,53.53,20,0,5.6707
830,Speed,120,3,0.394169473684211,137.08,15,2,3.9635333333333302
209,Speed,120,3,0.39388921052631604,58.65,14,2,3.03653333333333
831,Speed,120,3,0.394169473684211,69.06,15,2,3.73496666666667
635,Speed,120,3,0.264108157894737,53.74,20,0,6.2242
110,Speed,120,3,0.197858157894737,54.51,20,1,2.9789999999999996
130,Speed,80,3,0.197858157894737,51.2,20,1,2.6255
197,Speed,80,3,0.39388921052631604,54.49,8,3,2.8488
134,Speed,80,3,0.197858157894737,71.99,20,0,4.7227
132,Speed,80,3,0.197858157894737,65.66,20,0,5.6729
193,Speed,80,3,0.39388921052631604,103.46,8,3,2.616325
19,Speed,80,3,0.30855368421052604,66.79,12,1,3.589
503,Speed,80,3,0.28634421052631603,76.52,6,6,1.0698
502,Speed,80,3,0.28634421052631603,91.53,12,2,2.76106666666667
579,Speed,80,3,0.264108157894737,96.42,20,0,5.8915
561,Speed,80,3,0.264108157894737,137.39,20,0,6.1733
848,Speed,80,3,0.394169473684211,99.87,11,1,5.5305
389,Speed,80,3,0.316916315789474,57.16,6,3,1.854175
16,Speed,80,3,0.30855368421052604,40.7,8,2,2.0366
856,Speed,80,3,0.394169473684211,60.21,8,2,3.31253333333333
4,Speed,80,3,0.30855368421052604,37.37,7,3,2.154425
512,Speed,80,3,0.28634421052631603,67.0,7,2,2.45383333333333
743,Speed,80,3,0.18430421052631601,43.71,10,1,2.7315
458,Speed,80,3,0.38419394736842105,115.55,11,1,3.5784
506,Speed,80,3,0.28634421052631603,76.94,9,2,2.3295
949,Speed,80,3,0.38239945906432704,75.88,7,3,1.92315
959,Speed,80,3,0.38239945906432704,86.21,12,2,3.612
17,Speed,80,3,0.30855368421052604,53.51,12,1,3.05195
511,Speed,80,3,0.28634421052631603,76.22,12,4,1.52896
513,Speed,80,3,0.28634421052631603,54.59,12,2,2.3129
1605,Accuracy,120,3,0.211221578947368,68.77,11,1,2.0641
1884,Accuracy,120,3,0.289582368421053,88.76,11,1,3.27795
1143,Accuracy,120,3,0.27560500000000004,68.21,7,3,1.7165
1790,Accuracy,120,3,0.22610026315789497,63.24,12,2,2.10313333333333
1293,Accuracy,120,3,0.404969736842105,49.51,16,1,3.0634
1145,Accuracy,120,3,0.27560500000000004,67.55,8,2,2.3289
1053,Accuracy,120,3,0.25489235380117004,72.17,11,1,3.0324
1141,Accuracy,120,3,0.27560500000000004,44.85,12,1,2.9773
1560,Accuracy,120,3,0.4514504970760229,82.42,13,1,4.3342
1144,Accuracy,120,3,0.27560500000000004,45.34,11,1,3.2306
1054,Accuracy,120,3,0.25489235380117004,51.17,20,0,5.5441
1049,Accuracy,120,3,0.25489235380117004,47.59,20,0,5.4975
1618,Accuracy,120,3,0.211221578947368,76.57,10,2,1.5485666666666698
1562,Accuracy,120,3,0.4514504970760229,112.58,9,3,2.380075
1517,Accuracy,120,3,0.4030171052631579,66.34,12,2,3.58073333333333
1603,Accuracy,120,3,0.211221578947368,55.59,10,1,2.1782
1797,Accuracy,120,3,0.22610026315789497,52.31,12,1,2.5003
1153,Accuracy,120,3,0.27560500000000004,42.98,11,1,3.2658
1050,Accuracy,120,3,0.25489235380117004,100.68,20,0,5.8205
1611,Accuracy,120,3,0.211221578947368,35.94,11,1,1.91255
1254,Accuracy,120,3,0.22363078947368398,51.92,12,1,2.9082
1751,Accuracy,120,3,0.258833157894737,69.89,11,1,2.88955
1250,Accuracy,120,3,0.22363078947368398,68.39,12,1,2.8574
1601,Accuracy,120,3,0.211221578947368,46.97,11,1,2.50755
