TrialNumber,PayOffFunction,Radius,Noise,IKINumber,MeanDeviation,MaxDeviation,MeanNrDigits,MaxNrDigits,MeanTimeTypingWindow,MaxTimeTypingWindow,MeanTrackingTime,MaxTrackingTime,TrackingWindowVisitCounter
29,Speed,80,3,0.286344211,26.91710526,67,6.666666667,7,2.453833333,2.7794,0.79595,1.0374,2
30,Speed,80,3,0.286344211,20.05095541,54.59,6.666666667,12,2.3129,4.2983,0.4185,0.4872,2
31,Speed,80,3,0.286344211,32.98,78.8,6.666666667,12,2.4027,3.9645,0.48755,0.5565,2
32,Speed,80,3,0.286344211,19.9284083,40.91,20,20,6.7213,6.7213,0,0,0
33,Speed,80,3,0.286344211,12.41283828,42.34,20,20,7.0718,7.0718,0,0,0
34,Speed,80,3,0.286344211,37.42434457,70.88,20,20,6.1523,6.1523,0,0,0
35,Speed,80,3,0.286344211,35.8575,80.78,20,20,6.3754,6.3754,0,0,0
36,Speed,80,3,0.286344211,58.84227891,121.68,20,20,6.8002,6.8002,0,0,0
47,Speed,120,3,0.286344211,57.7437,105.31,20,20,6.9794,6.9794,0,0,0
48,Speed,120,3,0.286344211,32.88965517,64.02,20,20,8.1562,8.1562,0,0,0
49,Speed,120,3,0.286344211,44.9892,93,10,11,3.44005,3.8435,0.2268,0.2268,1
50,Speed,120,3,0.286344211,17.35391753,44.61,10,12,3.3268,4.4779,0.2262,0.2262,1
51,Speed,120,3,0.286344211,24.16790514,47.5,10,13,2.8395,4.0563,0.2265,0.2265,1
52,Speed,120,3,0.286344211,36.02721649,79.91,20,20,6.774,6.774,0,0,0
53,Speed,120,3,0.286344211,27.91020478,57.63,10,11,3.32945,3.6414,0.2996,0.2996,1
54,Speed,120,3,0.286344211,38.32821429,82.09,20,20,7.1343,7.1343,0,0,0
55,Speed,120,3,0.286344211,44.42537931,121.05,20,20,6.6819,6.6819,0,0,0
56,Speed,120,3,0.286344211,20.05819495,47.11,20,20,6.3984,6.3984,0,0,0
57,Speed,120,3,0.286344211,46.89853372,77.25,20,20,8.3064,8.3064,0,0,0
58,Speed,120,3,0.286344211,56.58833866,100.27,20,20,7.2779,7.2779,0,0,0
59,Speed,120,3,0.286344211,50.74192308,82.74,20,20,7.2544,7.2544,0,0,0
60,Speed,120,3,0.286344211,52.77166667,86.24,5,8,1.903275,2.8572,0.298933333,0.3719,3
61,Speed,120,3,0.286344211,58.4239834,87.17,10,10,2.6772,3.1455,0.2989,0.2989,1
62,Speed,120,3,0.286344211,34.80981061,87.09,20,20,6.0762,6.0762,0,0,0
63,Speed,120,3,0.286344211,22.31593651,56.85,20,20,7.5456,7.5456,0,0,0
64,Speed,120,3,0.286344211,37.58513793,73.26,10,11,3.3143,3.4604,0.2263,0.2263,1
65,Speed,120,3,0.286344211,75.69708197,107.04,10,13,3.6349,4.9441,0.2266,0.2266,1
66,Speed,120,3,0.286344211,73.92996491,114.11,20,20,6.578,6.578,0,0,0
77,Speed,80,5,0.286344211,45.63591176,93.91,4,9,1.40586,2.237,0.521675,0.6256,4
78,Speed,80,5,0.286344211,35.61129032,75.92,5,7,1.85715,2.74,0.3731,0.419,3
79,Speed,80,5,0.286344211,68.30806557,130.61,6.666666667,13,2.187766667,4.322,0.62445,0.8991,2
80,Speed,80,5,0.286344211,50.92922118,96.72,6.666666667,8,2.2128,2.7603,1.07055,1.5842,2
81,Speed,80,5,0.286344211,53.29861765,171.54,10,12,3.451,3.9393,2.7478,2.7478,1
82,Speed,80,5,0.286344211,47.19900332,112.03,6.666666667,9,2.097866667,3.0162,0.82965,1.1709,2
83,Speed,80,5,0.286344211,48.66704678,103.49,4,8,1.2671,2.2631,1.00135,1.3787,4
84,Speed,80,5,0.286344211,45.24994536,104.49,4,7,1.47136,2.7365,0.72655,1.3797,4
85,Speed,80,5,0.286344211,64.4991411,130.73,5,17,1.693275,4.6818,0.647166667,1.1043,3
86,Speed,80,5,0.286344211,37.57918605,93.23,10,15,2.7949,3.7111,0.6244,0.6244,1
87,Speed,80,5,0.286344211,44.70242902,113.57,10,17,3.4811,4.7387,0.9667,0.9667,1
88,Speed,80,5,0.286344211,42.15555147,106.01,6.666666667,7,1.9544,2.3362,0.4521,0.4869,2
89,Speed,80,5,0.286344211,43.88032836,129.12,4,9,1.40678,2.6059,0.41835,0.7617,4
90,Speed,80,5,0.286344211,57.54167164,118.16,3.333333333,9,1.063383333,2.0119,0.69258,1.3783,5
91,Speed,80,5,0.286344211,50.05415205,103.38,5,11,1.70715,2.7646,0.899,1.2416,3
92,Speed,80,5,0.286344211,45.20763533,126.19,6.666666667,9,2.452766667,3.9104,1.12545,1.6251,2
93,Speed,80,5,0.286344211,40.77844311,95.02,5,6,1.6395,1.7222,0.966566667,1.3091,3
94,Speed,80,5,0.286344211,36.17766871,75.64,6.666666667,9,2.253566667,2.705,1.1042,1.2404,2
95,Speed,80,5,0.286344211,41.66979167,81.75,6.666666667,11,1.9466,3.0708,1.03525,1.0357,2
96,Speed,80,5,0.286344211,32.26701456,75.69,5,6,2.20795,3.3866,0.6476,0.7619,3
107,Speed,80,3,0.264108158,29.39875,71.27,20,20,5.6968,5.6968,0,0,0
108,Speed,80,3,0.264108158,95.96682836,137.39,20,20,6.1733,6.1733,0,0,0
109,Speed,80,3,0.264108158,25.86091803,53.04,10,13,3.41555,3.5914,0.6242,0.6242,1
110,Speed,80,3,0.264108158,35.21406926,78.34,20,20,5.2698,5.2698,0,0,0
111,Speed,80,3,0.264108158,18.74799228,36.81,20,20,6.1065,6.1065,0,0,0
112,Speed,80,3,0.264108158,35.94804255,84.41,20,20,5.3717,5.3717,0,0,0
113,Speed,80,3,0.264108158,51.3142735,105.79,20,20,5.3245,5.3245,0,0,0
114,Speed,80,3,0.264108158,15.87067511,32.51,20,20,5.4218,5.4218,0,0,0
115,Speed,80,3,0.264108158,43.92457364,81.7,20,20,5.9234,5.9234,0,0,0
116,Speed,80,3,0.264108158,36.6460181,60.75,20,20,4.9973,4.9973,0,0,0
117,Speed,80,3,0.264108158,30.35205534,57.32,20,20,5.8217,5.8217,0,0,0
118,Speed,80,3,0.264108158,69.92311284,137.42,20,20,5.901,5.901,0,0,0
119,Speed,80,3,0.264108158,47.0606051,74.15,10,14,3.50245,5.0874,0.761,0.761,1
120,Speed,80,3,0.264108158,15.37728745,41.92,20,20,5.6721,5.6721,0,0,0
121,Speed,80,3,0.264108158,66.22829876,109.69,20,20,5.5001,5.5001,0,0,0
122,Speed,80,3,0.264108158,27.89340659,53.62,20,20,6.3003,6.3003,0,0,0
123,Speed,80,3,0.264108158,17.24710317,34.93,20,20,5.7961,5.7961,0,0,0
124,Speed,80,3,0.264108158,30.11789256,51.44,20,20,5.8721,5.8721,0,0,0
125,Speed,80,3,0.264108158,27.26239766,63.68,10,13,3.88855,5.6304,0.6244,0.6244,1
126,Speed,80,3,0.264108158,50.92936508,96.42,20,20,5.8915,5.8915,0,0,0
17,Speed,120,5,0.264108158,64.20586207,151.8,10,13,3.2904,4.2566,2.4153,2.4153,1
18,Speed,120,5,0.264108158,99.75996711,207.63,10,13,3.23935,3.9058,1.6841,1.6841,1
19,Speed,120,5,0.264108158,48.13766667,104.07,10,13,3.10345,4.0055,2.127,2.127,1
20,Speed,120,5,0.264108158,52.48123377,105.37,10,14,3.43095,5.5919,0.7373,0.7373,1
21,Speed,120,5,0.264108158,50.15653595,112.84,10,13,3.27815,3.7578,1.5418,1.5418,1
22,Speed,120,5,0.264108158,57.09314381,122.71,10,13,3.1883,4.2048,1.6151,1.6151,1
23,Speed,120,5,0.264108158,78.56250814,155.39,10,12,3.2514,4.3023,1.8364,1.8364,1
24,Speed,120,5,0.264108158,54.92062687,129.39,10,12,3.6426,4.0007,1.3938,1.3938,1
25,Speed,120,5,0.264108158,58.59464516,118.36,10,14,3.327,4.4101,1.6155,1.6155,1
26,Speed,120,5,0.264108158,31.50700704,112.24,10,11,3.14175,3.4505,0.665,0.665,1
27,Speed,120,5,0.264108158,44.22612903,102.32,10,12,3.5744,4.505,0.884,0.884,1
28,Speed,120,5,0.264108158,58.27927215,111.51,10,11,3.39145,3.7525,1.6155,1.6155,1
29,Speed,120,5,0.264108158,70.82413681,130.65,10,14,3.39655,4.7861,1.5408,1.5408,1
30,Speed,120,5,0.264108158,60.32670139,126.19,10,13,3.07835,4.0299,1.3964,1.3964,1
31,Speed,120,5,0.264108158,96.06854671,176.1,10,12,3.05615,3.577,2.2241,2.2241,1
32,Speed,120,5,0.264108158,48.71841549,121.86,10,12,3.1143,4.0277,0.9585,0.9585,1
33,Speed,120,5,0.264108158,52.40820433,106.31,10,10,3.639,3.9686,1.6853,1.6853,1
34,Speed,120,5,0.264108158,66.60756381,161.99,6.666666667,10,2.963566667,5.0478,1.81445,1.9081,2
35,Speed,120,5,0.264108158,49.14439286,95.51,10,11,3.02805,3.4002,1.1768,1.1768,1
36,Speed,120,5,0.264108158,43.72246622,107.51,10,12,3.15145,3.4138,1.5406,1.5406,1
47,Speed,80,5,0.264108158,43.59247093,97.62,6.666666667,9,2.4206,2.7516,1.00105,1.3101,2
48,Speed,80,5,0.264108158,22.43547231,48.01,6.666666667,7,2.161166667,2.3308,0.8305,0.9674,2
49,Speed,80,5,0.264108158,25.87172662,65.15,10,13,2.9261,3.393,1.5148,1.5148,1
50,Speed,80,5,0.264108158,68.62273846,156.26,10,11,3.29425,3.3725,2.4931,2.4931,1
51,Speed,80,5,0.264108158,71.37275081,126.9,10,13,3.2923,3.4161,1.5162,1.5162,1
52,Speed,80,5,0.264108158,45.16214286,113.15,6.666666667,9,2.086933333,2.5861,1.6365,1.7577,2
53,Speed,80,5,0.264108158,55.47597765,118.19,6.666666667,8,2.388166667,2.8062,1.61835,1.6515,2
54,Speed,80,5,0.264108158,38.27216216,94.94,6.666666667,7,2.261666667,2.5558,1.31055,1.4496,2
55,Speed,80,5,0.264108158,27.78272171,101.06,6.666666667,8,2.2612,2.986,1.10375,1.3783,2
56,Speed,80,5,0.264108158,74.50264789,165.59,6.666666667,8,2.2958,2.9137,1.8212,2.4011,2
57,Speed,80,5,0.264108158,53.52304813,125.25,6.666666667,11,2.5788,3.1111,1.39515,1.7538,2
58,Speed,80,5,0.264108158,48.68479769,105.51,6.666666667,8,2.271466667,2.5076,1.6548,1.7221,2
59,Speed,80,5,0.264108158,49.72623229,135.83,6.666666667,10,2.312733333,2.8654,1.7362,1.8883,2
60,Speed,80,5,0.264108158,50.24196923,86.32,6.666666667,8,2.236,2.7084,1.1378,1.2397,2
61,Speed,80,5,0.264108158,55.77319588,136.02,10,11,3.01525,3.2139,1.7567,1.7567,1
62,Speed,80,5,0.264108158,42.41661499,104.64,6.666666667,8,2.704833333,2.88,1.27545,1.8582,2
63,Speed,80,5,0.264108158,35.46262537,102.42,6.666666667,7,2.178166667,2.9095,1.85935,2.1331,2
64,Speed,80,5,0.264108158,44.25739884,127.9,6.666666667,7,2.3278,2.7798,1.48065,1.7191,2
65,Speed,80,5,0.264108158,51.16769492,99.86,10,12,3.26185,3.7458,1.3088,1.3088,1
66,Speed,80,5,0.264108158,24.3477037,59.33,10,13,2.95405,3.6726,0.694,0.694,1
77,Speed,120,3,0.264108158,23.20666667,46.73,20,20,5.3999,5.3999,0,0,0
78,Speed,120,3,0.264108158,36.33201493,59.63,20,20,6.1528,6.1528,0,0,0
79,Speed,120,3,0.264108158,28.61272727,53.75,20,20,5.8266,5.8266,0,0,0
80,Speed,120,3,0.264108158,17.44709544,46.47,20,20,5.522,5.522,0,0,0
81,Speed,120,3,0.264108158,44.78337398,89.1,20,20,5.6219,5.6219,0,0,0
82,Speed,120,3,0.264108158,30.76842308,55.63,20,20,5.9957,5.9957,0,0,0
83,Speed,120,3,0.264108158,18.81663866,37.02,20,20,5.4484,5.4484,0,0,0
84,Speed,120,3,0.264108158,24.13443662,47.2,20,20,6.5733,6.5733,0,0,0
85,Speed,120,3,0.264108158,44.896139,75.45,20,20,5.9709,5.9709,0,0,0
86,Speed,120,3,0.264108158,41.45915385,87.67,20,20,5.9726,5.9726,0,0,0
87,Speed,120,3,0.264108158,80.77262136,140.11,20,20,7.1768,7.1768,0,0,0
88,Speed,120,3,0.264108158,43.8588,80.33,20,20,6.3518,6.3518,0,0,0
89,Speed,120,3,0.264108158,41.63005698,85.91,20,20,8.4033,8.4033,0,0,0
90,Speed,120,3,0.264108158,47.94864469,80.31,20,20,6.3211,6.3211,0,0,0
91,Speed,120,3,0.264108158,51.95863813,100.24,20,20,5.8734,5.8734,0,0,0
92,Speed,120,3,0.264108158,26.25703704,53.74,20,20,6.2242,6.2242,0,0,0
93,Speed,120,3,0.264108158,20.92662162,40.45,20,20,5.0877,5.0877,0,0,0
94,Speed,120,3,0.264108158,55.38225589,110.95,20,20,6.8555,6.8555,0,0,0
95,Speed,120,3,0.264108158,26.8834413,53.53,20,20,5.6707,5.6707,0,0,0
96,Speed,120,3,0.264108158,31.62523132,67.26,20,20,6.4964,6.4964,0,0,0
107,Speed,80,3,0.184142105,28.2721256,54.32,10,11,2.15195,2.2421,0.8998,0.8998,1
108,Speed,80,3,0.184142105,18.34888889,42.37,10,13,2.2392,3.0804,1.0379,1.0379,1
109,Speed,80,3,0.184142105,16.87651982,30.15,10,12,2.37575,3.1756,1.0362,1.0362,1
110,Speed,80,3,0.184142105,28.55164948,61.69,20,20,4.3468,4.3468,0,0,0
111,Speed,80,3,0.184142105,36.66808743,72.6,20,20,4.0489,4.0489,0,0,0
112,Speed,80,3,0.184142105,52.3468617,94.57,20,20,4.1971,4.1971,0,0,0
113,Speed,80,3,0.184142105,23.60471795,45.86,20,20,4.3514,4.3514,0,0,0
114,Speed,80,3,0.184142105,25.23478261,43.74,20,20,4.0991,4.0991,0,0,0
115,Speed,80,3,0.184142105,20.283,55.51,20,20,3.7461,3.7461,0,0,0
116,Speed,80,3,0.184142105,55.26120603,96.97,20,20,4.4463,4.4463,0,0,0
117,Speed,80,3,0.184142105,33.78905213,69.72,20,20,4.7507,4.7507,0,0,0
118,Speed,80,3,0.184142105,49.99497297,85.09,20,20,4.1224,4.1224,0,0,0
119,Speed,80,3,0.184142105,19.49107759,36.52,20,20,5.2961,5.2961,0,0,0
120,Speed,80,3,0.184142105,41.07119792,84.96,20,20,4.2988,4.2988,0,0,0
121,Speed,80,3,0.184142105,23.80787234,53.71,20,20,4.1719,4.1719,0,0,0
122,Speed,80,3,0.184142105,22.13010417,36.47,20,20,4.2756,4.2756,0,0,0
123,Speed,80,3,0.184142105,19.441133,44.51,20,20,4.5732,4.5732,0,0,0
124,Speed,80,3,0.184142105,23.46761111,41.73,20,20,3.9968,3.9968,0,0,0
125,Speed,80,3,0.184142105,26.15747423,56.36,20,20,4.3475,4.3475,0,0,0
126,Speed,80,3,0.184142105,65.92106383,109.68,20,20,4.1718,4.1718,0,0,0
17,Speed,120,5,0.184142105,61.6303876,96.37,6.666666667,10,1.745033333,2.8461,0.92,1.5412,2
18,Speed,120,5,0.184142105,42.76062731,92.38,6.666666667,10,1.854466667,2.5947,0.88235,1.2473,2
19,Speed,120,5,0.184142105,56.49251163,95.59,10,16,2.2143,3.4664,1.1759,1.1759,1
20,Speed,120,5,0.184142105,81.33843243,137.92,20,20,4.1215,4.1215,0,0,0
21,Speed,120,5,0.184142105,40.75169565,78.93,10,13,2.51685,3.711,1.2512,1.2512,1
22,Speed,120,5,0.184142105,101.5684184,163.96,20,20,4.3974,4.3974,0,0,0
23,Speed,120,5,0.184142105,26.82311966,61.46,10,13,2.439,2.8684,1.2513,1.2513,1
24,Speed,120,5,0.184142105,36.78240476,87.93,6.666666667,12,2.978933333,4.0123,1.4314,1.908,2
25,Speed,120,5,0.184142105,63.32233871,100.28,10,12,2.679,3.3827,1.4722,1.4722,1
26,Speed,120,5,0.184142105,66.71573427,131.99,6.666666667,10,1.761466667,2.6905,1.8358,2.1278,2
27,Speed,120,5,0.184142105,42.12289199,99.9,6.666666667,13,1.886833333,3.5516,1.35955,1.6175,2
28,Speed,120,5,0.184142105,26.62557143,58.69,20,20,4.7241,4.7241,0,0,0
29,Speed,120,5,0.184142105,38.58636364,88.19,20,20,5.2975,5.2975,0,0,0
30,Speed,120,5,0.184142105,66.42435897,120.24,20,20,4.3718,4.3718,0,0,0
31,Speed,120,5,0.184142105,58.36766497,121.52,20,20,4.3971,4.3971,0,0,0
32,Speed,120,5,0.184142105,22.34791837,51.96,10,11,2.60335,2.9743,1.0307,1.0307,1
33,Speed,120,5,0.184142105,74.99864078,121.73,20,20,4.625,4.625,0,0,0
34,Speed,120,5,0.184142105,51.58923497,119.23,20,20,4.0736,4.0736,0,0,0
35,Speed,120,5,0.184142105,51.03898618,154.91,20,20,4.9004,4.9004,0,0,0
36,Speed,120,5,0.184142105,100.8284103,159.99,20,20,4.3469,4.3469,0,0,0
47,Speed,80,5,0.184142105,52.74977876,115.99,10,12,2.34065,3.0034,1.1723,1.1723,1
48,Speed,80,5,0.184142105,46.3280791,80.05,20,20,3.9216,3.9216,0,0,0
49,Speed,80,5,0.184142105,41.84775934,101.76,10,14,2.3642,3.3839,2.0661,2.0661,1
50,Speed,80,5,0.184142105,26.83424779,62.8,10,11,2.3759,3.0477,0.9678,0.9678,1
51,Speed,80,5,0.184142105,29.76913706,80.57,20,20,4.3959,4.3959,0,0,0
52,Speed,80,5,0.184142105,46.26918803,106.11,10,14,2.44665,3.6096,1.3812,1.3812,1
53,Speed,80,5,0.184142105,52.71381579,98.32,10,12,2.289,2.5149,1.5879,1.5879,1
54,Speed,80,5,0.184142105,61.37315126,112.48,10,16,2.1401,3.0804,3.0964,3.0964,1
55,Speed,80,5,0.184142105,49.7584188,135.59,10,14,2.28975,2.8218,1.9388,1.9388,1
56,Speed,80,5,0.184142105,47.11986239,138.96,10,17,2.22705,3.5337,1.1742,1.1742,1
57,Speed,80,5,0.184142105,41.64288793,109.19,10,12,2.32695,2.4653,1.6546,1.6546,1
58,Speed,80,5,0.184142105,31.55870647,75.31,20,20,4.5202,4.5202,0,0,0
59,Speed,80,5,0.184142105,98.6615873,162.29,20,20,4.222,4.222,0,0,0
60,Speed,80,5,0.184142105,58.35454545,105.41,10,15,2.22655,3.0005,1.3807,1.3807,1
61,Speed,80,5,0.184142105,19.17771689,48.54,10,14,2.3732,3.0913,1.2422,1.2422,1
62,Speed,80,5,0.184142105,79.15946721,124.17,10,11,2.46545,2.7193,1.6447,1.6447,1
63,Speed,80,5,0.184142105,43.7696,100.27,6.666666667,9,2.083433333,2.8953,1.3795,1.4465,2
64,Speed,80,5,0.184142105,27.79039823,59.81,10,12,2.38975,2.5411,0.8989,0.8989,1
65,Speed,80,5,0.184142105,84.20402985,177.67,10,14,2.4762,3.558,3.3578,3.3578,1
66,Speed,80,5,0.184142105,33.8907393,83.05,10,12,2.7051,2.7691,1.1734,1.1734,1
77,Speed,120,3,0.184142105,26.58292553,69.84,20,20,4.1965,4.1965,0,0,0
78,Speed,120,3,0.184142105,47.354,69.8,20,20,4.6013,4.6013,0,0,0
79,Speed,120,3,0.184142105,41.44841121,71.55,20,20,4.8252,4.8252,0,0,0
80,Speed,120,3,0.184142105,14.93806122,37.53,20,20,4.3987,4.3987,0,0,0
81,Speed,120,3,0.184142105,39.90862069,62.73,20,20,4.5472,4.5472,0,0,0
82,Speed,120,3,0.184142105,44.66363265,106.64,10,10,2.61495,2.8455,1.0298,1.0298,1
83,Speed,120,3,0.184142105,17.33857143,32.25,20,20,4.398,4.398,0,0,0
84,Speed,120,3,0.184142105,15.307,32.54,20,20,4.2136,4.2136,0,0,0
85,Speed,120,3,0.184142105,42.32772512,68.16,20,20,4.7725,4.7725,0,0,0
86,Speed,120,3,0.184142105,47.71528846,88.64,20,20,4.6717,4.6717,0,0,0
87,Speed,120,3,0.184142105,32.96617801,71.62,20,20,4.2728,4.2728,0,0,0
88,Speed,120,3,0.184142105,24.8053125,65.93,20,20,4.2986,4.2986,0,0,0
89,Speed,120,3,0.184142105,43.33567416,81.87,20,20,3.9463,3.9463,0,0,0
90,Speed,120,3,0.184142105,16.36604878,33.48,20,20,4.6228,4.6228,0,0,0
91,Speed,120,3,0.184142105,31.90312169,69.86,20,20,4.1954,4.1954,0,0,0
92,Speed,120,3,0.184142105,22.55627551,48.96,20,20,4.3985,4.3985,0,0,0
93,Speed,120,3,0.184142105,41.65437838,84.29,20,20,4.1227,4.1227,0,0,0
94,Speed,120,3,0.184142105,41.91945055,91.45,20,20,4.0467,4.0467,0,0,0
95,Speed,120,3,0.184142105,42.98880829,67.94,20,20,4.3227,4.3227,0,0,0
96,Speed,120,3,0.184142105,19.37657143,44.44,20,20,3.8488,3.8488,0,0,0
107,Speed,120,5,0.184304211,42.31417526,87.12,20,20,4.2601,4.2601,0,0,0
108,Speed,120,5,0.184304211,72.65484848,169.01,20,20,4.4051,4.4051,0,0,0
109,Speed,120,5,0.184304211,28.10571429,58.61,20,20,4.0466,4.0466,0,0,0
110,Speed,120,5,0.184304211,22.51076923,46.1,20,20,4.0459,4.0459,0,0,0
111,Speed,120,5,0.184304211,115.5653704,172.8,20,20,4.8048,4.8048,0,0,0
112,Speed,120,5,0.184304211,48.89439024,85.34,20,20,4.5782,4.5782,0,0,0
113,Speed,120,5,0.184304211,45.74025,87.1,20,20,4.4732,4.4732,0,0,0
114,Speed,120,5,0.184304211,33.04864322,85.06,20,20,4.4501,4.4501,0,0,0
115,Speed,120,5,0.184304211,34.00876344,105.77,20,20,4.1045,4.1045,0,0,0
116,Speed,120,5,0.184304211,62.18893878,95.11,10,16,2.56925,3.1535,1.0293,1.0293,1
117,Speed,120,5,0.184304211,80.97079208,159.66,20,20,4.5038,4.5038,0,0,0
118,Speed,120,5,0.184304211,44.28341463,68.83,20,20,4.536,4.536,0,0,0
119,Speed,120,5,0.184304211,78.69526316,128.39,20,20,4.9121,4.9121,0,0,0
120,Speed,120,5,0.184304211,57.12785088,111.81,20,20,5.1315,5.1315,0,0,0
121,Speed,120,5,0.184304211,29.86937173,60.17,20,20,4.2262,4.2262,0,0,0
122,Speed,120,5,0.184304211,57.25884793,111.32,20,20,4.8785,4.8785,0,0,0
123,Speed,120,5,0.184304211,93.24800995,195.67,20,20,4.5016,4.5016,0,0,0
124,Speed,120,5,0.184304211,51.162,92.94,20,20,4.0429,4.0429,0,0,0
125,Speed,120,5,0.184304211,95.9670073,165.59,10,15,2.73195,4.2237,2.2729,2.2729,1
126,Speed,120,5,0.184304211,46.70572614,102.39,6.666666667,8,1.7386,2.1887,0.81115,1.0296,2
17,Speed,80,3,0.184304211,37.56130435,68.82,10,19,2.72635,4.1885,0.9001,0.9001,1
18,Speed,80,3,0.184304211,27.1712931,48.48,10,14,2.55935,3.3873,0.9011,0.9011,1
19,Speed,80,3,0.184304211,20.57092166,54.81,10,20,2.2903,4.2701,0.7626,0.7626,1
20,Speed,80,3,0.184304211,20.93637795,43.71,10,10,2.7315,3.1797,0.833,0.833,1
21,Speed,80,3,0.184304211,22.72764706,43.61,20,20,4.149,4.149,0,0,0
22,Speed,80,3,0.184304211,26.26302439,53.93,10,20,2.1889,3.6183,0.5575,0.5575,1
23,Speed,80,3,0.184304211,43.57397906,82.25,20,20,4.2721,4.2721,0,0,0
24,Speed,80,3,0.184304211,31.69269406,69.05,20,20,4.9291,4.9291,0,0,0
25,Speed,80,3,0.184304211,37.6490404,77.71,20,20,4.4469,4.4469,0,0,0
26,Speed,80,3,0.184304211,26.11978378,67.19,20,20,4.0748,4.0748,0,0,0
27,Speed,80,3,0.184304211,34.02365385,60.45,20,20,4.6763,4.6763,0,0,0
28,Speed,80,3,0.184304211,47.10163551,88.88,20,20,4.8248,4.8248,0,0,0
29,Speed,80,3,0.184304211,21.37904523,48.25,20,20,4.4496,4.4496,0,0,0
30,Speed,80,3,0.184304211,43.57888298,70.73,20,20,4.5081,4.5081,0,0,0
31,Speed,80,3,0.184304211,28.75977186,50.09,10,10,2.8402,3.4724,0.833,0.833,1
32,Speed,80,3,0.184304211,18.78658291,42.79,20,20,4.604,4.604,0,0,0
33,Speed,80,3,0.184304211,49.52684729,83.53,20,20,4.5488,4.5488,0,0,0
34,Speed,80,3,0.184304211,91.46982833,154.87,20,20,5.2582,5.2582,0,0,0
35,Speed,80,3,0.184304211,22.12381271,49.55,10,17,3.2785,3.8318,0.9709,0.9709,1
36,Speed,80,3,0.184304211,42.43795652,76.68,20,20,5.2002,5.2002,0,0,0
47,Speed,120,3,0.184304211,16.98868687,41.47,20,20,4.4242,4.4242,0,0,0
48,Speed,120,3,0.184304211,26.48636364,58.58,20,20,4.4256,4.4256,0,0,0
49,Speed,120,3,0.184304211,37.95063725,60.37,20,20,4.5753,4.5753,0,0,0
50,Speed,120,3,0.184304211,59.85301887,85.67,20,20,4.7321,4.7321,0,0,0
51,Speed,120,3,0.184304211,19.31136585,38.56,20,20,4.5312,4.5312,0,0,0
52,Speed,120,3,0.184304211,19.62995349,48.6,20,20,4.8302,4.8302,0,0,0
53,Speed,120,3,0.184304211,22.49712963,51.61,20,20,4.8543,4.8543,0,0,0
54,Speed,120,3,0.184304211,50.73024631,95.84,20,20,4.5512,4.5512,0,0,0
55,Speed,120,3,0.184304211,28.64572165,54.7,20,20,4.3245,4.3245,0,0,0
56,Speed,120,3,0.184304211,13.96102564,29.02,20,20,4.3447,4.3447,0,0,0
57,Speed,120,3,0.184304211,44.46868132,89.12,20,20,4.0452,4.0452,0,0,0
58,Speed,120,3,0.184304211,28.68280788,56.87,20,20,4.5282,4.5282,0,0,0
59,Speed,120,3,0.184304211,46.854,94.56,20,20,4.3299,4.3299,0,0,0
60,Speed,120,3,0.184304211,25.19777778,51.86,20,20,4.8105,4.8105,0,0,0
61,Speed,120,3,0.184304211,40.173,68.41,20,20,3.9278,3.9278,0,0,0
62,Speed,120,3,0.184304211,23.27835052,44.94,20,20,6.6425,6.6425,0,0,0
63,Speed,120,3,0.184304211,66.5805,136.65,20,20,4.0508,4.0508,0,0,0
64,Speed,120,3,0.184304211,24.48209677,54.24,20,20,4.1026,4.1026,0,0,0
65,Speed,120,3,0.184304211,49.06140187,79.56,20,20,4.7832,4.7832,0,0,0
66,Speed,120,3,0.184304211,34.61807107,61.65,20,20,4.3978,4.3978,0,0,0
77,Speed,80,5,0.184304211,43.18931373,74.45,20,20,4.6569,4.6569,0,0,0
78,Speed,80,5,0.184304211,39.24553073,74.61,20,20,3.949,3.949,0,0,0
79,Speed,80,5,0.184304211,31.36069892,83.4,20,20,4.1257,4.1257,0,0,0
80,Speed,80,5,0.184304211,67.40157609,113.6,20,20,4.0331,4.0331,0,0,0
81,Speed,80,5,0.184304211,51.53528497,97.12,20,20,4.255,4.255,0,0,0
82,Speed,80,5,0.184304211,107.2154505,170.67,20,20,5.0546,5.0546,0,0,0
83,Speed,80,5,0.184304211,50.35706564,99.36,10,12,2.76545,3.3267,1.038,1.038,1
84,Speed,80,5,0.184304211,73.22552239,141.66,20,20,4.4777,4.4777,0,0,0
85,Speed,80,5,0.184304211,41.58052402,97.98,10,13,2.4217,2.9506,0.6928,0.6928,1
86,Speed,80,5,0.184304211,57.91546875,92.46,20,20,4.2296,4.2296,0,0,0
87,Speed,80,5,0.184304211,72.58107143,125.23,20,20,4.3749,4.3749,0,0,0
88,Speed,80,5,0.184304211,57.13526316,115.4,6.666666667,9,1.6459,2.2912,1.5181,1.6561,2
89,Speed,80,5,0.184304211,34.0962037,90.69,10,13,2.4958,2.9179,0.6922,0.6922,1
90,Speed,80,5,0.184304211,33.20972851,80.78,10,14,2.367,3.0747,0.5554,0.5554,1
91,Speed,80,5,0.184304211,36.52376518,81.22,10,13,2.6299,2.9172,0.8313,0.8313,1
92,Speed,80,5,0.184304211,39.73292,89.01,10,11,2.5688,2.6178,1.3796,1.3796,1
