TrialNumber,PayOffFunction,Radius,Noise,IKINumber,MeanDeviation,MaxDeviation,MeanNrDigits,MaxNrDigits,MeanTimeTypingWindow,MaxTimeTypingWindow,MeanTrackingTime,MaxTrackingTime,TrackingWindowVisitCounter
115,Speed,120,3,0.469810526,28.60204444,102.53,20,20,10.7251,10.7251,0,0,0
116,Speed,120,3,0.469810526,50.56539192,94.79,20,20,10.0396,10.0396,0,0,0
117,Speed,120,3,0.469810526,31.86204301,58.49,20,20,8.795,8.795,0,0,0
118,Speed,120,3,0.469810526,31.77203474,64.69,20,20,9.5501,9.5501,0,0,0
119,Speed,120,3,0.469810526,41.69956186,87.55,20,20,9.1943,9.1943,0,0,0
120,Speed,120,3,0.469810526,42.8673494,93.72,20,20,9.871,9.871,0,0,0
121,Speed,120,3,0.469810526,67.1118509,124.47,20,20,9.1807,9.1807,0,0,0
122,Speed,120,3,0.469810526,24.36898089,54.31,20,20,11.2449,11.2449,0,0,0
123,Speed,120,3,0.469810526,41.88995122,64.43,20,20,9.7448,9.7448,0,0,0
124,Speed,120,3,0.469810526,60.16364508,99.05,20,20,9.9167,9.9167,0,0,0
125,Speed,120,3,0.469810526,39.33227444,85.65,20,20,12.7043,12.7043,0,0,0
126,Speed,120,3,0.469810526,78.59732906,123.13,20,20,11.2124,11.2124,0,0,0
17,Speed,80,5,0.469810526,72.61565345,119.93,4,7,3.05816,5.5586,0.727625,1.7909,4
18,Speed,80,5,0.469810526,62.88172764,148.07,2,5,2.03799,3.8469,1.047288889,2.7493,9
19,Speed,80,5,0.469810526,55.07431556,156.67,1.25,5,1.5624625,4.1684,1.628866667,3.7839,15
20,Speed,80,5,0.469810526,52.85302885,146.18,2.5,4,2.038825,2.8152,1.427442857,4.4442,7
21,Speed,80,5,0.469810526,68.38453324,222.09,1.818181818,6,2.149481818,7.1394,3.46101,9.1261,10
22,Speed,80,5,0.469810526,52.08467492,134.93,2.222222222,4,1.9756,2.995,2.0381125,2.5429,8
23,Speed,80,5,0.469810526,53.99126083,138.19,2.222222222,5,1.939388889,3.4317,2.6140125,4.7438,8
24,Speed,80,5,0.469810526,44.17162059,154.11,2.222222222,6,2.151888889,4.1003,2.1649125,2.7356,8
25,Speed,80,5,0.469810526,41.30719794,95.23,1.818181818,3,1.831036364,2.737,2.26976,3.6426,10
26,Speed,80,5,0.469810526,36.86990975,79.34,2,4,2.05058,3.1144,1.939422222,2.1781,9
27,Speed,80,5,0.469810526,37.64424051,106.57,2.222222222,3,1.571688889,2.6902,1.6261,1.9215,8
28,Speed,80,5,0.469810526,48.92454044,121.6,1.666666667,4,1.643266667,3.5455,1.633690909,2.5437,11
29,Speed,80,5,0.469810526,43.50967562,133.66,3.333333333,6,2.95865,4.6438,2.25586,3.2959,5
30,Speed,80,5,0.469810526,49.30188878,146.17,1.818181818,5,1.693427273,2.7235,1.78514,2.9582,10
31,Speed,80,5,0.469810526,48.10269467,134.23,2,4,1.64859,3.1314,2.162977778,2.8196,9
32,Speed,80,5,0.469810526,42.12223938,101.62,2.857142857,8,2.129914286,4.3076,1.870066667,3.1634,6
33,Speed,80,5,0.469810526,57.03626095,170.41,2.222222222,8,1.968466667,5.6348,2.42535,3.3033,8
34,Speed,80,5,0.469810526,45.64383663,117.92,2.857142857,5,2.012128571,3.0999,2.453183333,2.9577,6
35,Speed,80,5,0.469810526,42.0297351,124.42,2.5,5,1.7813,3.3522,1.541842857,3.5511,7
36,Speed,80,5,0.469810526,53.69520833,110.48,2.5,5,1.6918125,2.9714,1.919871429,2.6803,7
47,Speed,120,5,0.469810526,49.43880376,118.91,3.333333333,6,2.601816667,3.1693,1.30884,1.9801,5
48,Speed,120,5,0.469810526,62.33660969,151.68,3.333333333,6,2.258766667,3.2267,1.9051,2.4155,5
49,Speed,120,5,0.469810526,54.80771481,131.8,5,9,2.759925,4.5858,1.9549,2.4184,3
50,Speed,120,5,0.469810526,44.60700997,110.61,4,7,2.38986,3.33,1.761325,1.9808,4
51,Speed,120,5,0.469810526,50.01427492,166.1,4,6,2.52042,3.5267,2.453475,4.3902,4
52,Speed,120,5,0.469810526,43.5716847,113.02,4,6,2.64512,4.0328,1.741725,2.052,4
53,Speed,120,5,0.469810526,51.02954619,114.51,3.333333333,8,1.971683333,4.2584,1.67384,2.2013,5
54,Speed,120,5,0.469810526,63.82980989,130.02,5,9,2.7409,5.0362,1.518,1.6129,3
55,Speed,120,5,0.469810526,38.6352075,97.75,4,8,3.12158,4.308,1.688075,2.199,4
56,Speed,120,5,0.469810526,38.9361553,93.76,5,8,2.772775,3.7858,1.393166667,1.6124,3
57,Speed,120,5,0.469810526,42.04466049,103.04,4,6,2.66436,3.803,1.6152,1.8366,4
58,Speed,120,5,0.469810526,62.66974152,135.12,4,8,2.52594,4.3078,1.55965,2.124,4
59,Speed,120,5,0.469810526,53.70981785,120.2,5,7,2.897,4.1554,1.4686,1.7598,3
60,Speed,120,5,0.469810526,65.23244444,154.66,4,7,2.53998,4.1301,1.74045,2.0489,4
61,Speed,120,5,0.469810526,46.98773788,101.49,5,10,2.9541,5.9911,1.397,1.6183,3
62,Speed,120,5,0.469810526,61.31203125,153.14,5,11,2.643425,5.5697,1.7109,2.4903,3
63,Speed,120,5,0.469810526,61.12553223,178.47,4,6,2.74136,4.1511,1.753,2.83,4
64,Speed,120,5,0.469810526,75.56080645,190.14,5,9,2.928025,4.5284,1.563566667,1.9763,3
65,Speed,120,5,0.469810526,43.48670799,92.45,3.333333333,5,2.64535,4.8975,0.91226,1.4656,5
66,Speed,120,5,0.469810526,43.26286486,107.06,2.5,4,1.84845,3.1406,1.244457143,1.979,7
77,Speed,80,3,0.469810526,37.21,83.28,2.857142857,5,1.814885714,2.8894,1.265533333,2.1336,6
78,Speed,80,3,0.469810526,24.34168776,56.05,4,6,1.90876,2.8765,1.121925,1.3107,4
79,Speed,80,3,0.469810526,18.91996644,57.11,5,8,3.30405,5.6358,0.9443,1.1725,3
80,Speed,80,3,0.469810526,25.47557596,62.06,4,7,2.50316,3.9177,1.225,1.5154,4
81,Speed,80,3,0.469810526,22.11983498,58.91,3.333333333,7,2.05035,4.2537,1.14492,1.5158,5
82,Speed,80,3,0.469810526,34.74115865,100.43,4,9,2.3195,4.1132,1.189225,1.7887,4
83,Speed,80,3,0.469810526,36.22784314,91.94,4,6,2.58906,4.528,1.13875,1.3108,4
84,Speed,80,3,0.469810526,41.29113341,121.49,2.857142857,6,2.5048,3.6743,1.43605,1.9962,6
85,Speed,80,3,0.469810526,50.22960199,117.71,4,9,2.43862,5.1113,1.515225,1.7901,4
86,Speed,80,3,0.469810526,37.93334608,96.17,4,6,2.13374,3.2211,1.224875,1.7224,4
87,Speed,80,3,0.469810526,39.26445076,90.37,5,8,2.854475,4.0108,1.196533333,1.3119,3
88,Speed,80,3,0.469810526,33.58372681,95.93,4,7,2.5387,3.8049,1.001825,1.791,4
89,Speed,80,3,0.469810526,33.34946488,74.56,4,7,2.43392,3.9803,1.446475,1.72,4
90,Speed,80,3,0.469810526,34.50549505,67.55,5,8,3.211975,6.0604,1.470033333,1.584,3
91,Speed,80,3,0.469810526,29.41761468,76.75,4,8,2.60862,4.4573,1.82535,2.4772,4
92,Speed,80,3,0.469810526,30.9314711,76.26,5,9,3.178275,5.1617,0.852866667,1.3109,3
93,Speed,80,3,0.469810526,19.21958242,53.3,5,9,2.4215,3.6349,0.9672,1.3799,3
94,Speed,80,3,0.469810526,27.17243408,71.33,4,9,2.12868,3.813,0.693475,1.5171,4
95,Speed,80,3,0.469810526,24.75962076,59.76,5,7,2.8299,4.1705,0.5103,0.7609,3
96,Speed,80,3,0.469810526,37.08543307,85.91,3.333333333,6,2.190433333,4.6444,1.0907,2.201,5
107,Speed,120,3,0.316916316,21.28985965,53.15,20,20,6.623,6.623,0,0,0
108,Speed,120,3,0.316916316,42.82762887,119.27,20,20,6.8412,6.8412,0,0,0
109,Speed,120,3,0.316916316,49.00706395,96.1,20,20,8.0772,8.0772,0,0,0
110,Speed,120,3,0.316916316,39.09326087,92.57,20,20,6.5007,6.5007,0,0,0
111,Speed,120,3,0.316916316,38.72473868,72.85,20,20,6.6463,6.6463,0,0,0
112,Speed,120,3,0.316916316,77.37021084,137.06,20,20,7.7976,7.7976,0,0,0
113,Speed,120,3,0.316916316,30.73147436,60.68,20,20,7.273,7.273,0,0,0
114,Speed,120,3,0.316916316,17.37123333,41.34,20,20,7.2348,7.2348,0,0,0
115,Speed,120,3,0.316916316,26.25006289,64.18,20,20,7.424,7.424,0,0,0
116,Speed,120,3,0.316916316,41.58377551,70.26,20,20,6.7998,6.7998,0,0,0
117,Speed,120,3,0.316916316,68.47446541,124.24,20,20,7.4464,7.4464,0,0,0
118,Speed,120,3,0.316916316,58.4670428,94.04,20,20,6.2043,6.2043,0,0,0
119,Speed,120,3,0.316916316,30.21264615,77.33,20,20,7.5784,7.5784,0,0,0
120,Speed,120,3,0.316916316,31.9931457,59.64,20,20,7.0487,7.0487,0,0,0
121,Speed,120,3,0.316916316,31.99765133,68.32,20,20,9.687,9.687,0,0,0
122,Speed,120,3,0.316916316,69.77842282,121.29,20,20,7.3176,7.3176,0,0,0
123,Speed,120,3,0.316916316,31.42535826,50,20,20,7.52,7.52,0,0,0
124,Speed,120,3,0.316916316,32.91537975,60.55,20,20,7.7672,7.7672,0,0,0
125,Speed,120,3,0.316916316,47.16234828,70.93,20,20,8.9089,8.9089,0,0,0
126,Speed,120,3,0.316916316,28.31958457,70.98,20,20,7.8763,7.8763,0,0,0
17,Speed,80,5,0.316916316,42.19506667,122.54,6.666666667,8,2.494266667,2.6587,4.35615,5.555,2
18,Speed,80,5,0.316916316,38.81142566,105.54,4,7,1.72406,3.2056,2.04505,3.3624,4
19,Speed,80,5,0.316916316,28.15819477,80.04,5,10,1.8279,2.5803,2.359033333,2.7465,3
20,Speed,80,5,0.316916316,35.37039861,80.33,5,9,2.659325,4.3967,2.862,3.1577,3
21,Speed,80,5,0.316916316,54.77329225,139.84,4,9,1.92626,4.7947,2.627775,3.7042,4
22,Speed,80,5,0.316916316,41.65706796,118.38,3.333333333,6,1.496516667,2.2273,1.74074,2.4031,5
23,Speed,80,5,0.316916316,27.90455852,58.63,4,9,1.6642,3.5105,2.4209,3.7735,4
24,Speed,80,5,0.316916316,31.67383333,88.87,2.857142857,8,1.344357143,3.1581,2.2001,3.2973,6
25,Speed,80,5,0.316916316,43.55557781,149.26,2.222222222,7,0.985722222,2.4839,2.2203,3.708,8
26,Speed,80,5,0.316916316,39.73580569,121.09,5,7,1.8294,2.6266,2.323166667,3.7053,3
27,Speed,80,5,0.316916316,33.80628352,78.57,4,12,1.68512,3.8382,2.695575,3.7058,4
28,Speed,80,5,0.316916316,27.49836812,65.04,3.333333333,7,1.267416667,2.5589,2.65184,5.0069,5
29,Speed,80,5,0.316916316,39.71276219,104.59,4,10,1.78972,4.1867,4.990975,8.3652,4
30,Speed,80,5,0.316916316,60.53442455,146.03,6.666666667,11,2.144933333,3.3191,3.74685,4.6677,2
31,Speed,80,5,0.316916316,46.25859091,110.37,5,10,2.01085,4.0184,2.086166667,2.4063,3
32,Speed,80,5,0.316916316,47.24405738,109.83,5,8,2.004775,3.3868,3.305033333,6.1279,3
33,Speed,80,5,0.316916316,32.61172619,118.17,4,7,1.47968,2.9491,3.090525,4.5306,4
34,Speed,80,5,0.316916316,42.82678431,112.75,3.333333333,6,1.450183333,2.348,1.82928,3.0909,5
35,Speed,80,5,0.316916316,31.200322,90.02,2.5,5,1.19565,1.6735,1.416914286,2.0634,7
36,Speed,80,5,0.316916316,22.73767677,63.74,2.5,4,0.8861375,1.3666,1.749228571,3.2958,7
47,Speed,120,5,0.316916316,62.76401055,128.27,5,8,1.867375,3.1571,1.5396,2.3434,3
48,Speed,120,5,0.316916316,41.62045346,109.32,3.333333333,8,1.3008,2.4831,1.1442,1.6827,5
49,Speed,120,5,0.316916316,44.10975728,105.93,4,6,1.48996,2.5521,1.592525,2.3379,4
50,Speed,120,5,0.316916316,33.9135567,93.89,4,7,1.52756,3.3702,1.0648,1.2472,4
51,Speed,120,5,0.316916316,31.90186147,86.21,3.333333333,6,1.501916667,3.555,1.02896,1.3933,5
52,Speed,120,5,0.316916316,47.90275,114.12,4,6,1.95012,3.2199,1.138275,2.1214,4
53,Speed,120,5,0.316916316,38.58037559,120.19,3.333333333,5,1.372783333,2.0445,0.97,1.248,5
54,Speed,120,5,0.316916316,41.14534483,113.69,4,6,1.8712,2.9297,1.284075,1.5373,4
55,Speed,120,5,0.316916316,35.38889849,98.74,2.857142857,4,1.1851,1.8463,1.223216667,2.0487,6
56,Speed,120,5,0.316916316,42.33445055,100.18,3.333333333,6,1.084066667,2.0009,1.08638,1.539,5
57,Speed,120,5,0.316916316,28.52544622,95.4,3.333333333,6,1.468116667,2.2775,0.80958,1.0277,5
58,Speed,120,5,0.316916316,35.76289855,109.29,3.333333333,5,1.501683333,2.5449,1.36362,1.7568,5
59,Speed,120,5,0.316916316,35.03036446,104.26,2.857142857,5,1.094928571,1.7216,1.247566667,1.8319,6
60,Speed,120,5,0.316916316,41.06679157,90.73,2.857142857,5,1.038342857,1.9053,1.270733333,1.6116,6
61,Speed,120,5,0.316916316,58.8315735,169.41,3.333333333,5,1.55965,2.2649,1.3058,1.6823,5
62,Speed,120,5,0.316916316,40.15584022,88.7,5,8,1.8484,2.5538,1.004766667,1.1026,3
63,Speed,120,5,0.316916316,51.66131579,114.92,4,8,1.60572,2.9599,1.26485,1.5375,4
64,Speed,120,5,0.316916316,64.3868435,133.19,5,8,1.84795,3.0345,1.368666667,2.1237,3
65,Speed,120,5,0.316916316,36.0122252,67.98,5,9,1.9184,3.3368,0.955333333,1.0282,3
66,Speed,120,5,0.316916316,51.6256057,130.91,5,9,2.03675,3.0087,1.6599,2.3412,3
77,Speed,80,3,0.316916316,15.15191781,42.92,4,6,1.42036,2.1276,0.914375,1.2385,4
78,Speed,80,3,0.316916316,26.22615044,55.27,2.857142857,6,1.215985714,2.22,0.92035,1.3767,6
79,Speed,80,3,0.316916316,22.32412844,52.75,2.857142857,5,1.129557143,2.1956,1.023566667,1.6521,6
80,Speed,80,3,0.316916316,31.58775176,72.29,3.333333333,5,1.258566667,2.4483,1.32378,2.2016,5
81,Speed,80,3,0.316916316,24.53272727,47.87,3.333333333,7,1.175116667,2.1542,0.85646,1.3089,5
82,Speed,80,3,0.316916316,37.86899384,77.21,4,8,1.94022,3.1375,1.2228,1.5149,4
83,Speed,80,3,0.316916316,24.83723618,69.76,4,6,1.5153,2.33,1.154375,1.5832,4
84,Speed,80,3,0.316916316,27.97155673,69.75,4,7,1.4289,3.0046,1.137525,1.5824,4
85,Speed,80,3,0.316916316,29.81567073,60.62,5,7,1.666325,2.3271,0.829,0.9649,3
86,Speed,80,3,0.316916316,25.03172603,57.16,5,6,1.854175,2.5768,0.944533333,1.1047,3
87,Speed,80,3,0.316916316,32.40850282,100.78,5,8,1.82285,2.4526,0.853233333,1.1738,3
88,Speed,80,3,0.316916316,29.21274052,82.15,5,10,1.65355,3.0911,1.218333333,1.5842,3
89,Speed,80,3,0.316916316,29.22389474,77.8,4,6,1.51424,2.1226,0.8643,1.2415,4
90,Speed,80,3,0.316916316,38.84606557,109.33,3.333333333,8,1.321433333,2.4086,1.10136,1.9165,5
91,Speed,80,3,0.316916316,31.4424,93.68,5,9,1.6991,2.7834,1.170866667,1.5119,3
92,Speed,80,3,0.316916316,22.96091153,64.98,3.333333333,5,1.0883,1.692,1.1453,1.6525,5
93,Speed,80,3,0.316916316,24.10152062,63.41,4,7,1.45892,2.4037,1.189125,1.7232,4
94,Speed,80,3,0.316916316,29.76853026,84.76,4,6,1.24952,2.1276,1.206525,1.3096,4
95,Speed,80,3,0.316916316,33.40625293,78.03,4,6,1.6648,2.9022,1.138025,1.3778,4
96,Speed,80,3,0.316916316,16.5035942,32.5,3.333333333,5,1.0505,1.6692,0.87054,1.2385,5
107,Speed,80,5,0.384193947,75.37870482,174.01,6.666666667,9,2.0888,2.7605,1.9298,2.3448,2
108,Speed,80,5,0.384193947,36.39611111,76.95,6.666666667,8,2.053133333,2.5141,1.2402,1.5813,2
109,Speed,80,5,0.384193947,62.47285714,136.27,6.666666667,8,2.119966667,2.5886,2.21695,3.1917,2
110,Speed,80,5,0.384193947,41.44469565,106.71,6.666666667,7,2.1613,2.3552,2.1311,2.4739,2
111,Speed,80,5,0.384193947,47.44444134,163.04,5,7,1.635325,2.0303,1.578666667,2.6656,3
112,Speed,80,5,0.384193947,52.47141975,120.38,6.666666667,9,2.060933333,2.8616,1.82385,2.2692,2
113,Speed,80,5,0.384193947,43.15334495,104.51,6.666666667,9,1.9714,2.3922,1.30955,1.7203,2
114,Speed,80,5,0.384193947,64.24010582,138.35,6.666666667,10,2.455366667,3.1418,1.97795,2.8506,2
115,Speed,80,5,0.384193947,33.02441463,101.41,5,6,2.018825,2.7104,1.3783,2.1313,3
116,Speed,80,5,0.384193947,36.47870056,79.36,6.666666667,9,2.246,3.2904,2.02815,2.6799,2
117,Speed,80,5,0.384193947,34.0997076,89.89,6.666666667,9,2.187133333,2.9885,1.9285,2.4771,2
118,Speed,80,5,0.384193947,37.28011799,83.81,6.666666667,8,2.234566667,2.4775,1.96165,2.3398,2
119,Speed,80,5,0.384193947,32.73579937,123.53,6.666666667,9,2.178866667,2.6617,1.1382,1.1724,2
120,Speed,80,5,0.384193947,68.36222944,152.8,5,6,2.118625,2.8523,2.124733333,2.3437,3
121,Speed,80,5,0.384193947,54.89867925,117.58,6.666666667,7,2.0608,2.26,1.583,1.6517,2
122,Speed,80,5,0.384193947,34.86158273,69.57,10,14,2.9679,3.8543,1.1723,1.1723,1
123,Speed,80,5,0.384193947,37.63581197,97.35,6.666666667,9,2.387433333,2.9617,1.37715,1.7882,2
124,Speed,80,5,0.384193947,53.61969605,179.52,6.666666667,9,2.1124,2.9674,1.74745,2.5961,2
125,Speed,80,5,0.384193947,32.41517572,105.7,6.666666667,8,2.053433333,2.7097,1.4829,1.93,2
126,Speed,80,5,0.384193947,41.19977839,96.68,6.666666667,9,2.412433333,3.0565,1.62045,1.6564,2
17,Speed,120,3,0.384193947,28.37311573,74.74,10,14,3.78975,4.5973,0.8823,0.8823,1
18,Speed,120,3,0.384193947,45.94722667,86.78,10,11,3.93895,4.2422,2.776,2.776,1
19,Speed,120,3,0.384193947,28.19119221,68.66,10,14,4.69515,5.178,1.6832,1.6832,1
20,Speed,120,3,0.384193947,27.49997312,78.55,10,12,3.9761,4.0632,2.3446,2.3446,1
21,Speed,120,3,0.384193947,26.52662791,51.26,10,14,3.7559,4.8205,1.8324,1.8324,1
22,Speed,120,3,0.384193947,32.54912791,70.48,10,11,3.75195,3.7619,1.6131,1.6131,1
23,Speed,120,3,0.384193947,26.2672479,57.76,10,12,5.34495,6.2762,1.7607,1.7607,1
24,Speed,120,3,0.384193947,40.75223958,129.57,10,12,4.11485,4.7931,2.4168,2.4168,1
25,Speed,120,3,0.384193947,33.22896552,65.62,10,17,4.82915,8.3999,1.8319,1.8319,1
26,Speed,120,3,0.384193947,40.90490476,93.15,10,14,4.6178,6.7408,1.9039,1.9039,1
27,Speed,120,3,0.384193947,29.09610119,52.94,10,14,3.6891,5.2837,1.392,1.392,1
28,Speed,120,3,0.384193947,39.65687657,73.49,10,12,4.37695,5.9529,1.7609,1.7609,1
29,Speed,120,3,0.384193947,49.99,102.92,10,11,4.7342,5.2566,1.9772,1.9772,1
30,Speed,120,3,0.384193947,25.38186047,49.17,10,14,3.73955,5.0723,1.6871,1.6871,1
31,Speed,120,3,0.384193947,51.05089337,106.02,10,12,3.70245,4.7546,2.0476,2.0476,1
32,Speed,120,3,0.384193947,57.89,130.45,10,12,4.49325,6.1589,4.3852,4.3852,1
33,Speed,120,3,0.384193947,15.67950521,48.67,10,12,4.2539,6.0807,1.5415,1.5415,1
34,Speed,120,3,0.384193947,32.4072973,61.61,20,20,6.8959,6.8959,0,0,0
35,Speed,120,3,0.384193947,25.90239186,57.47,10,11,4.367,5.0493,1.465,1.465,1
36,Speed,120,3,0.384193947,21.70142433,67.72,10,10,3.70165,3.8711,1.321,1.321,1
47,Speed,80,3,0.384193947,26.1227512,54.63,10,11,4.62845,5.1953,1.7187,1.7187,1
48,Speed,80,3,0.384193947,38.74063953,76.3,10,11,3.7784,4.0993,1.3094,1.3094,1
49,Speed,80,3,0.384193947,23.45850153,60.64,10,11,3.514,3.617,1.653,1.653,1
50,Speed,80,3,0.384193947,28.43172205,62.1,10,11,3.64205,4.4921,1.1721,1.1721,1
51,Speed,80,3,0.384193947,50.58432432,128.52,10,10,4.52545,4.754,1.6511,1.6511,1
52,Speed,80,3,0.384193947,45.71428994,84.72,10,10,3.67745,4.0957,1.5125,1.5125,1
53,Speed,80,3,0.384193947,39.39662614,104.96,10,11,3.3604,3.5851,2.7469,2.7469,1
54,Speed,80,3,0.384193947,33.80484507,77.05,10,11,3.7278,4.14,2.3375,2.3375,1
55,Speed,80,3,0.384193947,23.40981928,69.21,10,12,3.5551,4.3201,1.721,1.721,1
56,Speed,80,3,0.384193947,30.93716714,84.98,10,11,3.851,4.3408,1.5146,1.5146,1
57,Speed,80,3,0.384193947,34.60344907,87.59,5,9,2.2099,4.1366,1.2165,2.2666,3
58,Speed,80,3,0.384193947,33.8059,60.79,10,10,3.2536,3.3374,1.1727,1.1727,1
59,Speed,80,3,0.384193947,32.94543767,76.32,10,11,4.07925,4.3987,1.8586,1.8586,1
60,Speed,80,3,0.384193947,16.22929712,64.32,10,11,3.43915,3.5427,1.1044,1.1044,1
61,Speed,80,3,0.384193947,27.17565359,59.14,10,11,3.3044,3.3494,1.2422,1.2422,1
62,Speed,80,3,0.384193947,37.07299465,94.53,10,11,4.09005,4.6141,1.6511,1.6511,1
63,Speed,80,3,0.384193947,35.29299094,78.72,10,11,3.6179,3.6212,1.2397,1.2397,1
64,Speed,80,3,0.384193947,19.72563253,71.19,10,11,3.7268,3.9367,0.8298,0.8298,1
65,Speed,80,3,0.384193947,45.72033951,115.55,10,11,3.5784,3.7394,1.034,1.034,1
66,Speed,80,3,0.384193947,27.91454829,88.44,10,10,3.4528,3.496,1.5147,1.5147,1
77,Speed,120,5,0.384193947,57.97893939,108.12,10,11,3.55325,3.7716,1.6846,1.6846,1
78,Speed,120,5,0.384193947,44.74311355,91.49,10,13,2.9636,3.7051,1.0295,1.0295,1
79,Speed,120,5,0.384193947,31.60084691,73.59,10,11,3.35335,3.6953,1.1745,1.1745,1
80,Speed,120,5,0.384193947,43.01556777,94.81,10,10,2.9906,2.9962,0.8097,0.8097,1
81,Speed,120,5,0.384193947,42.49536424,123.28,10,11,3.4779,3.8388,1.1013,1.1013,1
82,Speed,120,5,0.384193947,41.59003268,105.05,10,11,3.32885,3.5705,1.2464,1.2464,1
83,Speed,120,5,0.384193947,40.21201954,90.84,10,12,3.48535,3.9018,1.6101,1.6101,1
84,Speed,120,5,0.384193947,74.58443038,144.59,10,10,3.3153,3.7221,2.1233,2.1233,1
85,Speed,120,5,0.384193947,27.42507788,72.59,6.666666667,9,2.283066667,2.8689,0.9558,1.3203,2
86,Speed,120,5,0.384193947,45.93715068,104.93,10,14,3.90435,4.6734,2.1233,2.1233,1
87,Speed,120,5,0.384193947,71.88928803,128.36,10,13,3.22715,4.1819,2.1223,2.1223,1
88,Speed,120,5,0.384193947,57.42144404,93.9,10,12,2.95245,3.5788,1.3928,1.3928,1
89,Speed,120,5,0.384193947,47.04969697,96.24,10,11,3.2274,3.2369,1.2474,1.2474,1
90,Speed,120,5,0.384193947,51.60528409,90.45,10,12,3.84105,4.4277,1.6125,1.6125,1
91,Speed,120,5,0.384193947,44.24253247,104.83,10,14,3.2406,4.8122,1.833,1.833,1
92,Speed,120,5,0.384193947,42.04623794,103.34,10,12,3.3525,4.0287,1.5392,1.5392,1
93,Speed,120,5,0.384193947,29.83832215,71.83,10,11,3.28985,3.925,0.9554,0.9554,1
94,Speed,120,5,0.384193947,60.30067278,116.64,10,12,3.46515,4.5054,1.9775,1.9775,1
95,Speed,120,5,0.384193947,53.95439446,99.96,10,11,3.15175,3.7489,1.1004,1.1004,1
96,Speed,120,5,0.384193947,51.88235484,103.82,10,11,3.3786,3.7139,1.1756,1.1756,1
107,Speed,120,5,0.286344211,24.15786207,67.59,5,7,1.574825,2.1297,0.275,0.2993,3
108,Speed,120,5,0.286344211,46.51652318,159.96,5,6,1.637125,2.6225,0.3239,0.3726,3
109,Speed,120,5,0.286344211,59.89459215,109.52,4,7,1.3864,2.7061,0.46395,0.9579,4
110,Speed,120,5,0.286344211,57.76089147,124.98,5,10,1.35395,2.3824,0.3969,0.5188,3
111,Speed,120,5,0.286344211,45.05889313,92.77,6.666666667,7,1.895566667,1.9113,0.3718,0.3719,2
112,Speed,120,5,0.286344211,58.02003322,134.72,3.333333333,6,1.001283333,1.6559,0.46,0.9567,5
113,Speed,120,5,0.286344211,50.10035144,111.29,4,9,1.27298,2.3427,0.517925,1.0281,4
114,Speed,120,5,0.286344211,45.63835125,104.16,4,9,1.12584,2.0871,0.46375,0.739,4
115,Speed,120,5,0.286344211,56.99552632,124.34,5,9,1.56255,2.356,0.6654,1.1774,3
116,Speed,120,5,0.286344211,50.39447761,110.83,6.666666667,16,1.846233333,4.0044,0.7752,1.1777,2
117,Speed,120,5,0.286344211,60.0602807,140.16,6.666666667,16,2.013533333,4.1334,0.7016,1.0306,2
118,Speed,120,5,0.286344211,57.62600671,119.16,4,6,1.20846,2.0005,0.57305,1.1012,4
119,Speed,120,5,0.286344211,60.13023333,137.25,4,6,1.20652,2.0263,0.535925,1.0293,4
120,Speed,120,5,0.286344211,51.68919414,113.95,6.666666667,9,1.980733333,2.3344,0.3736,0.3744,2
121,Speed,120,5,0.286344211,44.07176471,81.23,5,9,1.719525,2.6305,0.470266667,0.6655,3
122,Speed,120,5,0.286344211,56.60039755,99.64,6.666666667,10,2.496066667,3.4891,0.51805,0.664,2
123,Speed,120,5,0.286344211,70.15105263,122.34,20,20,5.628,5.628,0,0,0
124,Speed,120,5,0.286344211,29.01490842,59.54,20,20,6.2992,6.2992,0,0,0
125,Speed,120,5,0.286344211,75.20559871,156.15,6.666666667,13,2.156833333,4.1837,0.88285,1.4669,2
126,Speed,120,5,0.286344211,29.63974359,64.85,20,20,6.2565,6.2565,0,0,0
17,Speed,80,3,0.286344211,39.09276215,86.7,4,6,1.62522,2.7566,0.6584,1.2402,4
18,Speed,80,3,0.286344211,30.3321123,84.16,4,9,1.56502,3.3657,0.5732,1.1048,4
19,Speed,80,3,0.286344211,47.36607792,91.53,6.666666667,12,2.761066667,4.4713,1.03635,1.3785,2
20,Speed,80,3,0.286344211,39.43809783,76.52,2.857142857,6,1.0698,1.8527,0.4184,0.6242,6
21,Speed,80,3,0.286344211,35.03591667,77.42,4,9,1.48376,2.8863,0.6067,1.1037,4
22,Speed,80,3,0.286344211,32.46822281,57.12,5,12,2.693966667,4.7002,-2.678866667,1.1029,2
23,Speed,80,3,0.286344211,42.35891239,76.94,6.666666667,9,2.3295,3.5429,0.9327,1.3783,2
24,Speed,80,3,0.286344211,24.59743902,62.87,6.666666667,10,2.303233333,3.1152,0.9674,1.3105,2
25,Speed,80,3,0.286344211,43.22043988,88.17,5,7,1.837625,2.5346,0.441466667,0.4866,3
26,Speed,80,3,0.286344211,31.33882716,60.32,6.666666667,9,2.362466667,2.9613,0.52245,0.5577,2
27,Speed,80,3,0.286344211,41.91859532,83.1,6.666666667,11,2.120333333,3.2671,0.7268,0.9673,2
28,Speed,80,3,0.286344211,36.60285714,76.22,4,12,1.52896,3.6669,0.607175,1.1729,4
