,Radius,Noise,IKINumber,MeanDeviation,MaxDeviation,MeanNrDigits,MaxNrDigits,MeanTimeTypingWindow,MaxTimeTypingWindow,MeanTrackingTime,MaxTrackingTime,TrackingWindowVisitCounter,distance,PayOffFunction,TrialNumber,prediction,is_test
1571,120,3,0.451450497,28.143848100000003,56.12,6.666666667,9,2.902933333,4.1863,0.8814,0.9544,2,-1.4485103627010592,Accuracy,58,Accuracy,False
1510,120,3,0.403017105,42.96820313,89.2,6.666666667,9,2.744633333,4.0415,1.1379,1.2473,2,-0.6991846667096606,Accuracy,87,Accuracy,False
1155,120,3,0.27560500000000004,70.02187075,115.05,20.0,20,6.8229,6.8229,0.0,0.0,0,-0.057062175368231216,Accuracy,32,Accuracy,False
1574,120,3,0.451450497,36.29944282,75.14,10.0,11,3.87445,4.8712,1.5396,1.5396,1,-0.46051328847958395,Accuracy,61,Accuracy,False
1745,120,3,0.258833158,28.51409241,66.55,6.666666667,10,2.2559,3.2916,0.26215,0.2983,2,-1.364416332654061,Accuracy,82,Accuracy,False
1891,120,3,0.28958236800000003,45.95521739,97.64,20.0,20,5.8205,5.8205,0.0,0.0,0,1.6473342098349626,Accuracy,58,Speed,False
1028,120,3,0.387901155,25.28739326,54.23,6.666666667,7,2.727433333,2.8347,3.43015,4.3048,2,-2.0515082781773817,Accuracy,85,Accuracy,False
1618,120,3,0.211221579,34.36419492,76.57,6.666666667,10,1.5485666669999998,2.1959,0.8853,1.2514,2,-2.3275958382856974,Accuracy,125,Accuracy,False
1287,120,3,0.40496973700000005,33.74044164,63.27,4.0,10,1.25492,3.7698,0.774575,1.1038,4,-1.4654891181767997,Accuracy,114,Accuracy,False
1615,120,3,0.211221579,27.9915,50.88,10.0,11,2.3069,2.4431,0.8095,0.8095,1,-1.4738552697387508,Accuracy,122,Accuracy,False
1792,120,3,0.226100263,25.94242063,43.22,10.0,11,2.675,3.1721,1.1759,1.1759,1,-0.7665517161776041,Accuracy,29,Accuracy,False
1156,120,3,0.27560500000000004,29.43707547,63.0,20.0,20,7.4457,7.4457,0.0,0.0,0,0.9791704047712937,Accuracy,33,Speed,False
1252,120,3,0.223630789,33.43917695,69.22,10.0,12,2.73115,3.8360000000000003,1.0288,1.0288,1,-1.0002208082499653,Accuracy,59,Accuracy,False
1392,120,3,0.442727895,30.25312614,78.54,3.333333333,7,1.825366667,3.3813,1.1750399999999999,2.27,5,-2.0606300543421217,Accuracy,29,Accuracy,False
1296,120,3,0.40496973700000005,28.58544262,62.91,3.333333333,8,0.967433333,2.8881,0.64942,0.9553,5,-1.9794088038145734,Accuracy,123,Accuracy,False
1754,120,3,0.258833158,32.38023179,66.72,6.666666667,9,2.1128,2.5329,0.84685,1.1756,2,-2.022702941782571,Accuracy,91,Accuracy,False
1795,120,3,0.226100263,32.41804167,61.93,10.0,11,2.589,2.5918,0.8094,0.8094,1,-1.6738518571753662,Accuracy,32,Accuracy,False
1283,120,3,0.40496973700000005,22.60026119,44.12,5.0,13,1.36015,3.9555,0.6152,0.6636,3,-0.616987570755315,Accuracy,110,Accuracy,False
978,80,3,0.387901155,28.29462867,74.03,4.0,6,1.6091799999999998,2.6808,3.9464,5.6946,4,-1.230193861163837,Accuracy,125,Accuracy,False
1402,80,3,0.442727895,22.910703299999998,71.35,4.0,7,1.90678,2.7688,0.846525,1.1031,4,-0.935337664758233,Accuracy,49,Accuracy,False
1355,80,3,0.40496973700000005,46.30988038,100.95,2.5,13,0.9183625,4.329,0.8785,1.3088,7,-0.9997163494157877,Accuracy,92,Accuracy,False
962,80,3,0.387901155,30.11372043,68.51,10.0,12,4.4139,5.4764,6.1669,6.1669,1,-1.8797182137690438,Accuracy,109,Accuracy,False
1815,80,3,0.226100263,15.20054852,33.31,10.0,11,2.4625,2.4908,1.2408,1.2408,1,-0.5228902724740454,Accuracy,62,Accuracy,False
1672,80,3,0.211221579,26.29672065,53.67,5.0,6,1.13205,1.4799,0.853433333,1.0351,3,-1.0005833675464917,Accuracy,89,Accuracy,False
1552,80,3,0.451450497,27.71627273,78.82,5.0,7,2.915725,3.7525,1.3314,1.7884,3,-0.28735569679191375,Accuracy,29,Accuracy,False
965,80,3,0.387901155,29.29332209,55.56,4.0,6,1.80808,2.9001,3.566175,5.2756,4,-2.0414430322032295,Accuracy,112,Accuracy,False
1221,80,3,0.223630789,37.91894895,107.12,6.666666667,9,2.1116,2.7671,1.921,2.6696,2,-0.5353564629672483,Accuracy,18,Accuracy,False
1350,80,3,0.40496973700000005,19.16904762,41.84,4.0,8,1.05926,3.0132,0.59025,0.7645,4,-1.0000768277432517,Accuracy,87,Accuracy,False
1170,80,3,0.27560500000000004,33.67753289,102.7,10.0,10,3.002,3.1103,2.8152,2.8152,1,-1.0001829038375467,Accuracy,57,Accuracy,False
1457,80,3,0.403017105,35.95495164,80.47,5.0,7,2.571625,3.1289,1.834233333,2.1305,3,-0.09151894489898638,Accuracy,124,Accuracy,False
1115,80,3,0.254892354,21.69863469,63.92,2.5,4,0.5432,1.0232,0.623685714,0.8293,7,-2.2607870705634916,Accuracy,92,Accuracy,False
1450,80,3,0.403017105,27.65167862,72.47,4.0,5,2.70874,3.3717,2.201175,2.8176,4,-0.9993384525911262,Accuracy,117,Accuracy,False
1691,80,3,0.258833158,18.88293629,47.35,5.0,6,1.780975,1.9547,1.1037,1.171,3,-1.044275302169142,Accuracy,118,Accuracy,False
1353,80,3,0.40496973700000005,24.57565836,48.43,4.0,9,1.06386,3.1403,0.709375,1.0366,4,-1.5558665803357261,Accuracy,90,Accuracy,False
1816,80,3,0.226100263,37.02337165,76.33,10.0,13,2.72885,3.4731,1.3094,1.3094,1,0.3707341731970226,Accuracy,63,Speed,False
967,80,3,0.387901155,35.94089928,90.96,5.0,7,2.23415,3.6289,3.957166667,4.5271,3,-1.686487665916127,Accuracy,114,Accuracy,False
1687,80,3,0.258833158,27.53102564,75.68,5.0,7,1.472325,1.8519999999999999,1.172633333,1.4474,3,-2.007029888274799,Accuracy,114,Accuracy,False
1117,80,3,0.254892354,13.93680934,37.9,2.857142857,4,0.654614286,0.8942,0.49825,0.6247,6,-1.0003243056579034,Accuracy,94,Accuracy,False
1544,80,3,0.451450497,45.85338235,75.6,2.5,10,1.7449875,5.1392,0.8685285709999999,1.9255,7,-0.9995469339968954,Accuracy,21,Accuracy,False
1671,80,3,0.211221579,18.73117647,50.62,6.666666667,8,1.2448,1.4575,1.0341,1.2387,2,-1.6369665866435152,Accuracy,88,Accuracy,False
1161,80,3,0.27560500000000004,19.25187898,51.79,5.0,6,1.51125,1.6446,1.057166667,1.3766,3,-1.017387193464442,Accuracy,48,Accuracy,False
1549,80,3,0.451450497,21.12079295,48.49,4.0,6,2.9603,4.9462,1.24085,1.7205,4,-1.0004597279221645,Accuracy,26,Accuracy,False
762,120,3,0.18430421100000002,37.95063725,60.37,20.0,20,4.5753,4.5753,0.0,0.0,0,0.9999654772604014,Speed,49,Speed,False
714,120,3,0.184142105,31.90312169,69.86,20.0,20,4.1954,4.1954,0.0,0.0,0,0.9710099048770484,Speed,91,Speed,False
703,120,3,0.184142105,14.93806122,37.53,20.0,20,4.3987,4.3987,0.0,0.0,0,0.9997575867370596,Speed,80,Speed,False
537,120,3,0.286344211,37.58513793,73.26,10.0,11,3.3143,3.4604,0.2263,0.2263,1,-1.2467010221757935,Speed,64,Accuracy,False
326,120,3,0.31691631600000003,30.73147436,60.68,20.0,20,7.273,7.273,0.0,0.0,0,0.9879026238081661,Speed,113,Speed,False
320,120,3,0.31691631600000003,21.28985965,53.15,20.0,20,6.622999999999999,6.622999999999999,0.0,0.0,0,0.9997812138980731,Speed,107,Speed,False
339,120,3,0.31691631600000003,28.31958457,70.98,20.0,20,7.8763,7.8763,0.0,0.0,0,1.1808148029537175,Speed,126,Speed,False
627,120,3,0.264108158,24.13443662,47.2,20.0,20,6.5733,6.5733,0.0,0.0,0,1.0137784945443666,Speed,84,Speed,False
241,120,3,0.469810526,43.61553299,104.09,20.0,20,9.3422,9.3422,0.0,0.0,0,4.191532270622348,Speed,108,Speed,False
201,120,3,0.393889211,45.20171492,110.25,5.0,9,2.322325,3.8329,1.2709333329999999,2.7053,3,-0.750062667369944,Speed,48,Accuracy,False
831,120,3,0.39416947399999996,31.81020992,69.06,6.666666667,15,3.7349666669999997,8.2959,1.9083,2.713,2,4.0551200789032205,Speed,28,Speed,False
625,120,3,0.264108158,30.76842308,55.63,20.0,20,5.9957,5.9957,0.0,0.0,0,1.0089697777672466,Speed,82,Speed,False
822,120,3,0.39416947399999996,30.65203626,102.99,10.0,12,7.1016,9.3053,9.2054,9.2054,1,2.65853819958316,Speed,19,Speed,False
433,120,3,0.38419394700000004,25.38186047,49.17,10.0,14,3.73955,5.0723,1.6871,1.6871,1,0.6167673955969928,Speed,30,Speed,False
327,120,3,0.31691631600000003,17.37123333,41.34,20.0,20,7.2348,7.2348,0.0,0.0,0,0.9996866928999548,Speed,114,Speed,False
711,120,3,0.184142105,24.8053125,65.93,20.0,20,4.2986,4.2986,0.0,0.0,0,1.0713447759531274,Speed,88,Speed,False
713,120,3,0.184142105,16.36604878,33.48,20.0,20,4.6228,4.6228,0.0,0.0,0,1.0197374711748761,Speed,90,Speed,False
257,120,3,0.469810526,60.16364508,99.05,20.0,20,9.9167,9.9167,0.0,0.0,0,1.2121893291070913,Speed,124,Speed,False
251,120,3,0.469810526,31.77203474,64.69,20.0,20,9.5501,9.5501,0.0,0.0,0,1.0731383834939958,Speed,118,Speed,False
886,120,3,0.382399459,35.68894505,80.52,5.0,9,2.222225,4.2361,1.805366667,1.9745,3,-0.2732980418567319,Speed,113,Accuracy,False
219,120,3,0.393889211,55.14620397,87.1,10.0,20,4.07195,7.6833,0.6632,0.6632,1,4.1639412084274365,Speed,66,Speed,False
836,120,3,0.39416947399999996,48.83502294,85.28,10.0,15,4.81245,7.3971,2.1239,2.1239,1,2.9201596430849293,Speed,33,Speed,False
329,120,3,0.31691631600000003,41.58377551,70.26,20.0,20,6.7998,6.7998,0.0,0.0,0,1.0320953103865005,Speed,116,Speed,False
770,120,3,0.18430421100000002,44.46868132,89.12,20.0,20,4.0452,4.0452,0.0,0.0,0,1.3234494143428144,Speed,57,Speed,False
1313,80,5,0.40496973700000005,31.40487805,104.13,2.222222222,3,0.6466333329999999,1.1907,0.871675,1.7194,8,-1.4869889905652776,Accuracy,30,Accuracy,False
1771,80,5,0.226100263,19.64167247,64.21,5.0,8,1.3487,1.6015,1.0354666670000001,1.2402,3,-1.000979040457569,Accuracy,118,Accuracy,False
1919,80,5,0.28958236800000003,27.49521472,60.88,6.666666667,8,2.239433333,2.3128,1.03565,1.1727,2,-0.3402634819020971,Accuracy,96,Accuracy,False
1631,80,5,0.211221579,25.96049342,76.04,4.0,7,1.0504200000000001,1.7349,1.120275,1.445,4,-1.438808067537554,Accuracy,28,Accuracy,False
1484,80,5,0.403017105,42.09088608,104.61,5.0,7,2.35935,2.6985,1.6065333330000002,1.9261,3,0.7913482420913907,Accuracy,51,Speed,False
1731,80,5,0.258833158,23.178625,45.57,3.333333333,6,0.92125,1.37,0.96696,1.1021,5,-1.158932894783396,Accuracy,58,Accuracy,False
1908,80,5,0.28958236800000003,49.94793566,133.75,6.666666667,9,2.3455,2.5915,2.28435,2.8475,2,-0.1948830280474172,Accuracy,85,Accuracy,False
1620,80,5,0.211221579,29.51625551,85.71,10.0,13,2.3385,2.6429,1.2407,1.2407,1,-0.7272625172644327,Accuracy,17,Accuracy,False
1018,80,5,0.387901155,36.0198743,107.29,5.0,7,2.692025,4.0561,6.007033333,8.6377,3,-0.999710291322425,Accuracy,65,Accuracy,False
1060,80,5,0.254892354,29.88512141,101.42,2.222222222,4,0.835522222,1.5244,1.0177625,1.3095,8,-0.0421788045681426,Accuracy,17,Accuracy,False
1366,80,5,0.442727895,27.45984395,73.66,1.5384615380000002,4,0.768692308,1.1872,1.8940916669999999,2.9532,12,-3.1946486070329714,Accuracy,113,Accuracy,False
1730,80,5,0.258833158,24.55260586,63.32,4.0,7,1.07008,1.9349,1.12215,1.3783,4,-0.9746605253125509,Accuracy,57,Accuracy,False
1263,80,5,0.223630789,45.07520216,84.18,6.666666667,7,2.372633333,3.5154,2.57555,3.2937,2,-1.7497072076703795,Accuracy,80,Accuracy,False
1912,80,5,0.28958236800000003,34.61616798,75.84,5.0,6,1.830575,2.6817,1.401866667,1.8598,3,-0.43824053857556944,Accuracy,89,Accuracy,False
1482,80,5,0.403017105,37.45942308,91.84,4.0,5,2.0590200000000003,2.6782,1.393925,1.7876,4,0.06647580400626651,Accuracy,49,Speed,False
1316,80,5,0.40496973700000005,32.17930876,102.56,1.8181818180000002,3,0.4989,0.8325,1.19946,1.7890000000000001,10,-2.682848663556871,Accuracy,33,Accuracy,False
1311,80,5,0.40496973700000005,36.63570423,96.47,2.5,4,0.79985,1.3439,1.3285857140000001,2.1986,7,-1.1546787668342413,Accuracy,28,Accuracy,False
1267,80,5,0.223630789,43.60853521,90.6,6.666666667,9,2.238666667,2.4042,2.09545,2.334,2,-1.0789564545544705,Accuracy,84,Accuracy,False
1480,80,5,0.403017105,39.43696921,86.3,3.333333333,5,1.9842166669999999,2.8184,1.51502,1.7882,5,0.2572569470809678,Accuracy,47,Speed,False
1720,80,5,0.258833158,33.44149171,94.01,4.0,5,1.33066,1.7729,1.155475,1.5863,4,-0.33360159064084893,Accuracy,47,Accuracy,False
1586,80,5,0.451450497,38.14863475,96.29,2.5,5,1.2298375,2.0977,1.3572,2.4741,7,0.03518243895030704,Accuracy,83,Speed,False
1006,80,5,0.387901155,46.79230444,137.14,4.0,7,1.96842,2.8972,8.98985,20.2683,4,-6.107542520889287,Accuracy,53,Accuracy,False
1139,80,5,0.27560500000000004,35.54981081,80.45,2.857142857,4,0.811428571,1.4159,1.27535,1.5138,6,-1.2182292200666747,Accuracy,126,Accuracy,False
1076,80,5,0.254892354,27.91102473,77.37,3.333333333,4,0.75825,1.5482,0.9941200000000001,1.171,5,-1.8978453495899954,Accuracy,33,Accuracy,False
478,120,5,0.38419394700000004,53.95439446,99.96,10.0,11,3.15175,3.7489,1.1004,1.1004,1,1.4921700301227379,Speed,95,Speed,False
876,120,5,0.39416947399999996,72.9833253,139.15,6.666666667,11,3.002233333,5.0846,1.1393,1.9069999999999998,2,4.497064496703655,Speed,93,Speed,False
295,120,5,0.469810526,61.31203125,153.14,5.0,11,2.643425,5.5697,1.7109,2.4903,3,2.955253951505738,Speed,62,Speed,False
720,120,5,0.18430421100000002,42.31417526,87.12,20.0,20,4.2601,4.2601,0.0,0.0,0,3.0150799809173776,Speed,107,Speed,False
360,120,5,0.31691631600000003,62.76401055,128.27,5.0,8,1.867375,3.1571,1.5396,2.3434,3,0.49079667174518615,Speed,47,Speed,False
148,120,5,0.197858158,47.39119266,96.17,20.0,20,4.9439,4.9439,0.0,0.0,0,3.97213131568635,Speed,85,Speed,False
673,120,5,0.184142105,66.42435897,120.24,20.0,20,4.3718,4.3718,0.0,0.0,0,1.6324875442926414,Speed,30,Speed,False
588,120,5,0.264108158,58.59464516,118.36,10.0,14,3.327,4.4101,1.6155,1.6155,1,1.9282867038204738,Speed,25,Speed,False
485,120,5,0.286344211,58.02003322,134.72,3.333333333,6,1.001283333,1.6559,0.46,0.9567,5,0.6168330746654114,Speed,112,Speed,False
372,120,5,0.31691631600000003,35.03036446,104.26,2.857142857,5,1.0949285709999999,1.7216,1.247566667,1.8319,6,0.32955077084746964,Speed,59,Speed,False
592,120,5,0.264108158,70.82413681,130.65,10.0,14,3.39655,4.7861,1.5408,1.5408,1,4.40086356856943,Speed,29,Speed,False
929,120,5,0.382399459,57.10064182,138.41,6.666666667,11,3.446233333,5.4415,1.5745,1.6095,2,1.332892204715992,Speed,56,Speed,False
141,120,5,0.197858158,71.90271111,134.16,10.0,20,2.5016,4.7176,0.226,0.226,1,11.95804248683905,Speed,78,Speed,False
466,120,5,0.38419394700000004,40.21201954,90.84,10.0,12,3.48535,3.9018,1.6101,1.6101,1,0.4976376987041675,Speed,83,Speed,False
664,120,5,0.184142105,40.75169565,78.93,10.0,13,2.51685,3.7110000000000003,1.2512,1.2512,1,-0.2736680453925846,Speed,21,Accuracy,False
152,120,5,0.197858158,50.87320175,99.11,10.0,20,2.51665,4.7975,0.2258,0.2258,1,2.8835287719267395,Speed,89,Speed,False
873,120,5,0.39416947399999996,85.53313158,144.28,10.0,16,4.3663,7.1836,0.5177,0.5177,1,10.65179852225612,Speed,90,Speed,False
467,120,5,0.38419394700000004,74.58443038,144.59,10.0,10,3.3153,3.7221,2.1233,2.1233,1,1.0004460784307154,Speed,84,Speed,False
499,120,5,0.286344211,29.63974359,64.85,20.0,20,6.2565,6.2565,0.0,0.0,0,3.5190524985714955,Speed,126,Speed,False
22,120,5,0.308553684,44.77348584,141.65,4.0,6,1.66474,2.1525,1.810675,2.4103,4,0.9997730425332669,Speed,19,Speed,False
156,120,5,0.197858158,95.49609589,199.97,10.0,20,3.3159,6.2704,0.2987,0.2987,1,0.9998440168726375,Speed,93,Speed,False
147,120,5,0.197858158,85.16550218,181.75,10.0,20,2.5159,4.7208,0.2985,0.2985,1,1.7209116626289962,Speed,84,Speed,False
870,120,5,0.39416947399999996,52.16276471,107.87,2.5,5,1.304975,2.0652,0.622442857,1.0294,7,-0.8374291164966701,Speed,87,Accuracy,False
177,120,5,0.393889211,37.30637744,79.82,5.0,9,2.3352,3.9101,1.515233333,1.5402,3,0.8096062942283648,Speed,124,Speed,False
1680,80,3,0.258833158,46.88057377,100.12,20.0,20,5.5531,5.5531,0.0,0.0,0,-0.8474819296597929,Accuracy,107,Accuracy,False
972,80,3,0.387901155,31.26275256,76.53,5.0,6,2.5472,2.9695,5.716266667,8.1615,3,-3.031722752846294,Accuracy,119,Accuracy,False
1226,80,3,0.223630789,14.95737201,43.61,6.666666667,11,2.0764,2.5813,0.8966,1.0332,2,-0.7190969332006976,Accuracy,23,Accuracy,False
1411,80,3,0.442727895,26.92399317,56.46,4.0,7,2.3488,3.2791,1.531825,2.0629,4,-1.0004187118550654,Accuracy,58,Accuracy,False
961,80,3,0.387901155,21.96819005,53.1,4.0,6,1.9130200000000002,2.4521,4.630575,6.6522,4,-1.092515655563739,Accuracy,108,Accuracy,False
1675,80,3,0.211221579,20.39902985,57.2,5.0,7,1.194425,1.7063,1.1035,1.2421,3,-1.2054619146719947,Accuracy,92,Accuracy,False
1805,80,3,0.226100263,46.0134981,84.95,10.0,11,2.72655,2.8158,1.9954,1.9954,1,-1.150021054198116,Accuracy,52,Accuracy,False
1682,80,3,0.258833158,31.12780928,77.82,4.0,5,1.4108399999999999,1.6238,1.32705,1.7918,4,-1.5288516284835154,Accuracy,109,Accuracy,False
1419,80,3,0.442727895,26.07160839,72.21,4.0,7,1.68982,2.5309,1.086425,1.3786,4,-0.9861613529446309,Accuracy,66,Accuracy,False
1541,80,3,0.451450497,23.64248352,49.33,6.666666667,9,3.4601666669999998,4.716,0.5539999999999999,0.6225,2,-0.18692541543605223,Accuracy,18,Accuracy,False
1418,80,3,0.442727895,35.99442834,106.57,3.333333333,5,2.051383333,3.2769999999999997,1.36382,2.1992,5,0.1473952601620332,Accuracy,65,Speed,False
1168,80,3,0.27560500000000004,32.91175287,67.13,6.666666667,8,2.381266667,2.7879,1.24185,1.379,2,-0.44480512996756616,Accuracy,55,Accuracy,False
1862,80,3,0.28958236800000003,30.22816265,93.77,6.666666667,10,2.193733333,3.344,1.55035,1.9991,2,-0.5340010634783088,Accuracy,19,Accuracy,False
1554,80,3,0.451450497,27.93832714,55.8,6.666666667,9,3.969633333,4.9913,1.273,1.8555,2,0.008606045695559672,Accuracy,31,Speed,False
1231,80,3,0.223630789,32.34085246,57.77,6.666666667,8,1.8612,2.5589,1.99265,2.4717,2,-2.43228319026408,Accuracy,28,Accuracy,False
1681,80,3,0.258833158,22.23938567,62.65,5.0,6,1.457375,2.1065,0.8297,1.3784,3,-1.049091820342607,Accuracy,108,Accuracy,False
1230,80,3,0.223630789,33.80107595,62.4,10.0,15,3.3661,4.9049,1.6515,1.6515,1,1.0974112270851428,Accuracy,27,Speed,False
1224,80,3,0.223630789,15.38550489,46.0,6.666666667,11,1.986466667,2.612,1.51345,1.9932,2,-1.0001786189823836,Accuracy,21,Accuracy,False
975,80,3,0.387901155,31.45457851,64.83,5.0,9,2.2679,3.6854,5.0528,6.9241,3,-2.5621067140617786,Accuracy,122,Accuracy,False
1809,80,3,0.226100263,16.43397321,38.76,10.0,12,2.38695,2.6869,0.6917,0.6917,1,-1.2308385030013458,Accuracy,56,Accuracy,False
1550,80,3,0.451450497,31.15734201,75.45,4.0,7,2.3138400000000003,3.9044,0.950575,1.4473,4,0.7807266296431727,Accuracy,27,Speed,False
1685,80,3,0.258833158,25.34586572,48.87,6.666666667,8,1.8696,2.1088,1.2054,1.5136,2,-1.3888586079490057,Accuracy,112,Accuracy,False
1409,80,3,0.442727895,25.95744856,52.37,4.0,5,1.9287,2.7213,1.2411,1.4467,4,-1.3247534674455466,Accuracy,56,Accuracy,False
1819,80,3,0.226100263,28.67913223,51.49,10.0,13,2.5032,2.5441,1.2412,1.2412,1,-0.809334468935452,Accuracy,66,Accuracy,False
982,120,5,0.387901155,52.60582792,146.94,5.0,8,2.72865,3.2322,3.7453,5.3232,3,-0.999952843838426,Accuracy,19,Accuracy,False
1702,120,5,0.258833158,83.61428571,154.91,2.222222222,6,1.5424666669999998,2.6798,0.44525,1.6108,8,-1.0003686595272863,Accuracy,19,Accuracy,False
1834,120,5,0.226100263,52.06633333,124.93,6.666666667,9,2.321333333,3.9923,0.9198,1.5401,2,1.306327483258182,Accuracy,91,Speed,False
1640,120,5,0.211221579,52.69178182,106.71,6.666666667,8,1.8529333330000002,2.2393,0.8463,0.9559,2,-0.9151087983459942,Accuracy,47,Accuracy,False
1192,120,5,0.27560500000000004,42.59538721,108.29,6.666666667,9,1.9292333330000002,2.5924,1.5074,1.9085,2,-0.8088904249332483,Accuracy,89,Accuracy,False
1832,120,5,0.226100263,50.93282392,97.66,6.666666667,9,2.029233333,2.5652,1.21095,1.3219,2,-0.8188581252392684,Accuracy,89,Accuracy,False
1531,120,5,0.451450497,45.47817326,106.3,2.857142857,5,1.472885714,2.648,1.076833333,1.6873,6,0.42770574254211535,Accuracy,118,Speed,False
999,120,5,0.387901155,50.1163964,109.78,6.666666667,9,3.578233333,4.2809,7.7071,12.3482,2,-8.000556368628164,Accuracy,36,Accuracy,False
1831,120,5,0.226100263,29.51801653,81.57,6.666666667,8,1.561933333,2.0594,1.13725,1.1742,2,-1.0302607645569086,Accuracy,88,Accuracy,False
1532,120,5,0.451450497,37.58111617,118.67,2.857142857,7,1.172671429,2.7805,0.979083333,1.5378,6,-2.415128341996708,Accuracy,119,Accuracy,False
1084,120,5,0.254892354,22.49957295,55.06,3.333333333,4,0.833966667,1.3699,0.73628,1.0278,5,-1.6791103137535703,Accuracy,51,Accuracy,False
1827,120,5,0.226100263,37.51330189,76.59,10.0,11,2.1506,2.1898,1.3218,1.3218,1,-1.3061792169665285,Accuracy,84,Accuracy,False
996,120,5,0.387901155,55.24959083,114.87,5.0,8,2.222,2.6082,5.6821333329999995,6.7151,3,-7.035632389407501,Accuracy,33,Accuracy,False
1644,120,5,0.211221579,35.77194915,68.72,6.666666667,9,1.568,1.9363,0.9927,1.0287,2,-1.5499127413545768,Accuracy,51,Accuracy,False
1204,120,5,0.223630789,44.22957447,119.26,6.666666667,9,1.561833333,1.805,0.84695,1.0312,2,-1.9878045549021057,Accuracy,111,Accuracy,False
1522,120,5,0.451450497,36.34502392,91.96,2.0,4,0.9480200000000001,1.6163,1.7158333330000002,3.7236,9,-1.8407682976709188,Accuracy,109,Accuracy,False
1428,120,5,0.442727895,45.98911111,136.62,3.333333333,7,1.722366667,2.7056,1.4074799999999998,1.8317,5,-0.9998705055120065,Accuracy,85,Accuracy,False
1332,120,5,0.40496973700000005,38.34895385,74.68,5.0,6,1.67285,1.9282,0.7847666670000001,0.9558,3,-1.4714408143918636,Accuracy,59,Accuracy,False
1190,120,5,0.27560500000000004,40.69638514,102.47,6.666666667,8,1.9394666669999998,2.3097,1.4677,1.54,2,-0.9128700654649853,Accuracy,87,Accuracy,False
1092,120,5,0.254892354,38.50666667,85.58,3.333333333,4,0.7755,1.5959999999999999,0.89766,1.2487,5,-1.8180707174991682,Accuracy,59,Accuracy,False
1434,120,5,0.442727895,37.99053254,85.32,4.0,6,2.0251200000000003,2.8025,1.35875,1.6892,4,-0.6080248526047818,Accuracy,91,Accuracy,False
995,120,5,0.387901155,72.61224638,144.53,10.0,10,3.9001,4.3189,5.8322,5.8322,1,-0.9999159328789253,Accuracy,32,Accuracy,False
1181,120,5,0.27560500000000004,41.12286164,120.01,5.0,7,1.50385,1.9555,1.273,1.834,3,-1.47714787304876,Accuracy,78,Accuracy,False
1859,120,5,0.28958236800000003,30.27749333,96.9,5.0,7,1.862375,2.3358,1.199866667,1.5385,3,0.09964422909984538,Accuracy,126,Speed,False
617,80,5,0.264108158,44.25739884,127.9,6.666666667,7,2.3278,2.7798,1.48065,1.7191,2,-0.8998632269142441,Speed,64,Accuracy,False
59,80,5,0.308553684,36.18349301,100.02,2.857142857,4,1.180342857,1.8975,1.5713,2.6786,6,-0.6886999026713534,Speed,66,Accuracy,False
548,80,5,0.286344211,64.4991411,130.73,5.0,17,1.693275,4.6818,0.647166667,1.1043,3,5.274385933977949,Speed,85,Speed,False
914,80,5,0.382399459,46.93473373,149.03,5.0,6,2.447275,2.977,2.0274666669999997,2.2315,3,1.0000570090115293,Speed,31,Speed,False
903,80,5,0.382399459,31.57549195,72.64,4.0,6,2.1693599999999997,2.4436,1.6827,1.9149,4,-0.5802439454717288,Speed,20,Accuracy,False
808,80,5,0.39416947399999996,70.85558648,141.31,5.0,7,2.662425,3.3145,1.203433333,1.5441,3,3.1877792433647825,Speed,115,Speed,False
49,80,5,0.308553684,29.65987342,89.73,2.857142857,5,1.136414286,1.6404,1.4229,1.6509,6,0.10951016176522721,Speed,56,Speed,False
609,80,5,0.264108158,74.50264789,165.59,6.666666667,8,2.2958,2.9137,1.8212,2.4011,2,2.2872831133244684,Speed,56,Speed,False
800,80,5,0.39416947399999996,41.52471111,96.21,4.0,6,1.8097400000000001,3.1793,1.0359,1.7904,4,0.7203650317261765,Speed,107,Speed,False
264,80,5,0.469810526,68.38453324,222.09,1.8181818180000002,6,2.149481818,7.1394,3.46101,9.1261,10,1.0002387483512396,Speed,21,Speed,False
541,80,5,0.286344211,35.61129032,75.92,5.0,7,1.85715,2.74,0.3731,0.419,3,0.8897407298702795,Speed,78,Speed,False
691,80,5,0.184142105,31.55870647,75.31,20.0,20,4.5202,4.5202,0.0,0.0,0,8.829178543564117,Speed,58,Speed,False
347,80,5,0.31691631600000003,31.67383333,88.87,2.857142857,8,1.344357143,3.1581,2.2001,3.2973,6,1.938749018716325,Speed,24,Speed,False
96,80,5,0.197858158,45.73546243,100.06,5.0,7,1.59865,1.9545,1.4464,1.7201,3,-0.7311779190753103,Speed,123,Accuracy,False
802,80,5,0.39416947399999996,49.82859375,113.38,5.0,6,2.2962,3.0260000000000002,1.2634,1.4480000000000002,3,0.9120475559983534,Speed,109,Speed,False
267,80,5,0.469810526,44.17162059,154.11,2.222222222,6,2.151888889,4.1003,2.1649125,2.7356,8,5.285579737422068,Speed,24,Speed,False
239,80,5,0.393889211,39.99187959,151.96,2.857142857,6,1.7234714290000002,2.8003,1.8663666669999999,2.5271,6,2.5725458107672567,Speed,96,Speed,False
238,80,5,0.393889211,34.20382734,88.51,2.222222222,4,1.1469111109999999,2.1216,2.1230125,4.4624,8,0.05662780724794825,Speed,95,Speed,False
