,Radius,Noise,IKINumber,MeanDeviation,MaxDeviation,MeanNrDigits,MaxNrDigits,MeanTimeTypingWindow,MaxTimeTypingWindow,MeanTrackingTime,MaxTrackingTime,TrackingWindowVisitCounter,distance,PayOffFunction,TrialNumber,prediction,is_test
376,120,5,0.31691631600000003,51.66131579,114.92,4.0,8,1.60572,2.9599,1.26485,1.5375,4,0.35201555196909995,Speed,63,Speed,True
145,120,5,0.197858158,76.76125,139.88,10.0,20,3.0664,5.822,0.2262,0.2262,1,14.439531943112039,Speed,82,Speed,True
144,120,5,0.197858158,38.110625,85.72,10.0,20,2.43485,4.5592,0.153,0.153,1,2.1210531197314157,Speed,81,Speed,True
931,120,5,0.382399459,40.32479319,82.86,5.0,8,2.0155,3.8828,1.5360333330000002,1.7532,3,0.3057622478607751,Speed,58,Speed,True
27,120,5,0.308553684,29.435,96.01,4.0,6,1.4638200000000001,2.4004,1.3984,1.8281,4,0.8956237047733628,Speed,24,Speed,True
471,120,5,0.38419394700000004,57.42144404,93.9,10.0,12,2.95245,3.5788,1.3928,1.3928,1,0.9995329037175442,Speed,88,Speed,True
583,120,5,0.264108158,52.48123377,105.37,10.0,14,3.43095,5.5919,0.7373,0.7373,1,4.878443074494307,Speed,20,Speed,True
153,120,5,0.197858158,66.76329457,112.31,6.666666667,20,1.827866667,4.6663,0.5542,0.9555,2,6.9544273710938675,Speed,90,Speed,True
593,120,5,0.264108158,60.32670139,126.19,10.0,13,3.07835,4.0299,1.3964,1.3964,1,1.0000614964997814,Speed,30,Speed,True
176,120,5,0.393889211,57.27469667,149.25,4.0,6,1.9548599999999998,2.7299,1.686075,2.635,4,1.023644291258377,Speed,123,Speed,True
171,120,5,0.393889211,55.78985689,136.16,5.0,9,2.792175,4.8902,2.099766667,2.3427,3,1.3832243134766866,Speed,118,Speed,True
590,120,5,0.264108158,44.22612903,102.32,10.0,12,3.5744,4.505,0.884,0.884,1,2.4728127607157298,Speed,27,Speed,True
167,120,5,0.393889211,42.205,133.47,4.0,6,1.78562,2.5746,1.8674,2.4901,4,0.34763648466330377,Speed,114,Speed,True
285,120,5,0.469810526,43.5716847,113.02,4.0,6,2.64512,4.0328,1.741725,2.052,4,2.028055223272423,Speed,52,Speed,True
366,120,5,0.31691631600000003,38.58037559,120.19,3.333333333,5,1.372783333,2.0445,0.97,1.248,5,-1.4328855403190057,Speed,53,Accuracy,True
365,120,5,0.31691631600000003,47.90275,114.12,4.0,6,1.95012,3.2199,1.138275,2.1214,4,0.9270377998598374,Speed,52,Speed,True
39,120,5,0.308553684,37.45596154,92.13,6.666666667,12,2.603,4.5473,0.9918,1.0283,2,1.8409480277281371,Speed,36,Speed,True
930,120,5,0.382399459,51.09766004,110.69,5.0,9,2.203125,4.2847,1.829666667,2.1225,3,1.840151312675789,Speed,57,Speed,True
367,120,5,0.31691631600000003,41.14534483,113.69,4.0,6,1.8712,2.9297,1.284075,1.5373,4,0.4252252043437186,Speed,54,Speed,True
736,120,5,0.18430421100000002,93.24800995,195.67,20.0,20,4.5016,4.5016,0.0,0.0,0,0.9999744190336664,Speed,123,Speed,True
866,120,5,0.39416947399999996,70.26094907,179.1,5.0,8,2.12215,3.1824,1.6343,2.9905,3,1.0000966422947979,Speed,83,Speed,True
163,120,5,0.393889211,30.93246862,96.34,4.0,6,1.7971400000000002,2.7509,1.796,2.2703,4,1.1745458882840714,Speed,110,Speed,True
869,120,5,0.39416947399999996,31.47069136,68.6,5.0,6,2.161225,3.0831,0.761733333,0.8834,3,-0.7652772588277603,Speed,86,Accuracy,True
666,120,5,0.184142105,26.82311966,61.46,10.0,13,2.439,2.8684,1.2513,1.2513,1,0.9995997143760302,Speed,23,Speed,True
406,80,5,0.38419394700000004,43.15334495,104.51,6.666666667,9,1.9714,2.3922,1.30955,1.7203,2,1.0002181654696374,Speed,113,Speed,True
783,80,5,0.18430421100000002,67.40157609,113.6,20.0,20,4.0331,4.0331,0.0,0.0,0,3.081365142863998,Speed,80,Speed,True
358,80,5,0.31691631600000003,31.200321999999996,90.02,2.5,5,1.19565,1.6735,1.416914286,2.0634,7,0.20555498123048865,Speed,35,Speed,True
816,80,5,0.39416947399999996,46.48332386,106.05,6.666666667,9,2.5114,3.6172,0.89845,0.9661,2,2.218850268738059,Speed,123,Speed,True
689,80,5,0.184142105,47.11986239,138.96,10.0,17,2.22705,3.5337,1.1742,1.1742,1,2.1705378202868912,Speed,56,Speed,True
919,80,5,0.382399459,37.7740885,96.3,2.857142857,5,1.2400285709999999,2.3737,2.130033333,2.5405,6,-0.03862117115027619,Speed,36,Accuracy,True
904,80,5,0.382399459,56.98686028,138.31,4.0,8,2.4548,4.437,2.148475,2.4714,4,0.9998125251657299,Speed,21,Speed,True
52,80,5,0.308553684,34.01541463,95.96,3.333333333,6,1.150916667,1.8556,1.43206,1.8569,5,0.5333999061607382,Speed,59,Speed,True
57,80,5,0.308553684,23.68554702,101.5,2.5,3,1.0898625,1.5966,1.346957143,2.0594,7,1.000120580883077,Speed,64,Speed,True
233,80,5,0.393889211,36.18915808,84.44,2.857142857,5,1.172771429,1.6659,2.542566667,4.598,6,-0.7127978800782793,Speed,90,Accuracy,True
792,80,5,0.18430421100000002,34.096203700000004,90.69,10.0,13,2.4958,2.9179,0.6922,0.6922,1,0.7510934705063055,Speed,89,Speed,True
409,80,5,0.38419394700000004,36.47870056,79.36,6.666666667,9,2.246,3.2904,2.02815,2.6799,2,0.020067958782897577,Speed,116,Speed,True
41,80,5,0.308553684,30.25523148,118.35,2.857142857,5,1.166966667,1.9215,-0.616316667,2.1983,5,1.0002432486265502,Speed,48,Speed,True
86,80,5,0.197858158,23.6612628,49.11,6.666666667,9,2.003833333,2.4325,0.9324,1.0355,2,-0.2112884455628521,Speed,113,Accuracy,True
781,80,5,0.18430421100000002,39.24553073,74.61,20.0,20,3.949,3.949,0.0,0.0,0,7.10464645098892,Speed,78,Speed,True
400,80,5,0.38419394700000004,75.37870482,174.01,6.666666667,9,2.0888,2.7605,1.9298,2.3448,2,2.1793152822085053,Speed,107,Speed,True
619,80,5,0.264108158,24.347703699999997,59.33,10.0,13,2.95405,3.6726,0.6940000000000001,0.6940000000000001,1,2.727584214361249,Speed,66,Speed,True
226,80,5,0.393889211,29.25311958,101.73,3.333333333,5,1.6508666669999998,2.3265,2.0760400000000003,3.3661,5,1.0122049490207456,Speed,83,Speed,True
794,80,5,0.18430421100000002,36.52376518,81.22,10.0,13,2.6299,2.9172,0.8313,0.8313,1,1.4552131736651273,Speed,91,Speed,True
92,80,5,0.197858158,42.77890977,109.97,6.666666667,8,1.808033333,2.2069,1.0338,1.3081,2,0.8280401651795892,Speed,119,Speed,True
82,80,5,0.197858158,38.76024476,84.65,5.0,11,1.409775,2.8439,0.8069666670000001,1.1046,3,0.7589036833433389,Speed,109,Speed,True
602,80,5,0.264108158,25.87172662,65.15,10.0,13,2.9261,3.3930000000000002,1.5148,1.5148,1,1.5859865354245049,Speed,49,Speed,True
695,80,5,0.184142105,79.15946721,124.17,10.0,11,2.46545,2.7193,1.6447,1.6447,1,1.81431169203909,Speed,62,Speed,True
414,80,5,0.38419394700000004,54.89867925,117.58,6.666666667,7,2.0608,2.26,1.5830000000000002,1.6517,2,0.9788998552973514,Speed,121,Speed,True
1033,120,3,0.387901155,28.63652027,55.98,5.0,7,2.247075,3.3334,5.084066667,9.5556,3,-3.319067527924675,Accuracy,90,Accuracy,True
1617,120,3,0.211221579,35.45455446,66.48,10.0,12,2.12565,2.6507,0.735,0.735,1,-1.990701871490268,Accuracy,124,Accuracy,True
1046,120,3,0.254892354,19.71403333,46.89,5.0,8,1.5546,2.3545,0.614766667,0.6628,3,-1.4561396249313976,Accuracy,113,Accuracy,True
1564,120,3,0.451450497,30.29617711,87.55,6.666666667,9,3.3351,4.7659,1.393,2.1953,2,-1.611030686629002,Accuracy,51,Accuracy,True
1023,120,3,0.387901155,46.67958466,112.52,5.0,8,2.261525,3.8646,6.103566667000001,8.899,3,-4.287709196040425,Accuracy,80,Accuracy,True
1056,120,3,0.254892354,46.88050473,110.93,6.666666667,10,2.212533333,3.7957,0.99195,1.3936,2,-0.9199663262507527,Accuracy,123,Accuracy,True
1788,120,3,0.226100263,28.92964602,74.76,20.0,20,5.1466,5.1466,0.0,0.0,0,0.8258120237456321,Accuracy,25,Speed,True
1039,120,3,0.387901155,45.35833935,99.67,6.666666667,10,2.997233333,4.5162,6.27615,10.7962,2,-4.405603870752859,Accuracy,96,Accuracy,True
1797,120,3,0.226100263,28.11893443,52.31,10.0,12,2.5003,3.2519,1.6142,1.6142,1,-1.0002819851303872,Accuracy,34,Accuracy,True
1147,120,3,0.27560500000000004,40.54972477,70.32,10.0,11,3.61795,4.3319,1.0321,1.0321,1,-1.0097653277802099,Accuracy,24,Accuracy,True
1041,120,3,0.254892354,23.46177606,61.38,10.0,12,2.8756,3.1868,0.5184,0.5184,1,-0.9999708379329508,Accuracy,108,Accuracy,True
1258,120,3,0.223630789,23.853759399999998,60.63,10.0,11,2.8513,3.8245,1.1744,1.1744,1,-0.9657518170751747,Accuracy,65,Accuracy,True
1502,120,3,0.403017105,22.46323232,68.35,6.666666667,9,2.878366667,3.8375,1.10225,1.3214,2,-1.29942424507116,Accuracy,79,Accuracy,True
1043,120,3,0.254892354,40.04102564,81.28,5.0,11,1.391475,3.5986,0.614366667,0.7351,3,-0.9999754309959439,Accuracy,110,Accuracy,True
1751,120,3,0.258833158,39.92909774,69.89,10.0,11,2.88955,3.2998,0.9562,0.9562,1,-1.7215935530379074,Accuracy,88,Accuracy,True
1050,120,3,0.254892354,59.42632411,100.68,20.0,20,5.8205,5.8205,0.0,0.0,0,-0.3408710773483472,Accuracy,117,Accuracy,True
1511,120,3,0.403017105,28.51906863,83.3,6.666666667,7,2.828533333,3.1296,1.65025,1.8319,2,-2.1902061048686985,Accuracy,88,Accuracy,True
1144,120,3,0.27560500000000004,19.7605298,45.34,10.0,11,3.2306,3.3425,1.3197,1.3197,1,-0.8579705585152926,Accuracy,21,Accuracy,True
1512,120,3,0.403017105,34.48807554,72.1,6.666666667,7,4.038633333,4.796,1.6855,2.0496,2,-0.9993779614879319,Accuracy,89,Accuracy,True
1157,120,3,0.27560500000000004,52.36223529,89.76,20.0,20,5.8503,5.8503,0.0,0.0,0,1.0948052337681702,Accuracy,34,Speed,True
1604,120,3,0.211221579,33.44364929,58.99,10.0,13,2.1653,3.1574,1.0301,1.0301,1,-1.6862142799648172,Accuracy,111,Accuracy,True
1897,120,3,0.28958236800000003,31.082367600000005,71.92,10.0,12,3.5129,4.0011,1.3207,1.3207,1,-0.48221085251818785,Accuracy,64,Accuracy,True
1030,120,3,0.387901155,30.04949343,77.73,5.0,6,2.4792,3.5313,2.681133333,4.3113,3,-3.216882211740989,Accuracy,87,Accuracy,True
1146,120,3,0.27560500000000004,29.706067800000003,67.12,6.666666667,13,2.002066667,3.8502,1.13855,1.6115,2,-0.3440357372680456,Accuracy,23,Accuracy,True
1677,80,3,0.211221579,18.15811404,42.69,6.666666667,10,1.4287,1.5586,1.10355,1.171,2,-1.8778529623416897,Accuracy,94,Accuracy,True
1444,80,3,0.403017105,23.85825,53.87,5.0,6,2.6842,3.6294,1.4696333330000002,2.2027,3,-0.9935095316766418,Accuracy,111,Accuracy,True
1108,80,3,0.254892354,26.70425676,80.99,3.333333333,5,0.92495,1.2665,0.62366,1.0346,5,-1.8009590927335974,Accuracy,85,Accuracy,True
1351,80,3,0.40496973700000005,28.17086817,72.03,2.857142857,6,0.7580571429999999,2.6054,0.783283333,1.0359,6,-0.9997694425486516,Accuracy,88,Accuracy,True
1803,80,3,0.226100263,42.52125475,67.41,10.0,12,2.7880000000000003,2.9888,1.3084,1.3084,1,-1.7628276675026164,Accuracy,50,Accuracy,True
1697,80,3,0.258833158,26.59095975,72.78,5.0,7,1.580675,2.1109,0.9902,1.3793,3,-1.640587352474526,Accuracy,124,Accuracy,True
1101,80,3,0.254892354,24.27453608,56.55,2.5,3,0.6858625,1.4508,0.496628571,0.6929,7,-2.0492576906020314,Accuracy,78,Accuracy,True
1344,80,3,0.40496973700000005,22.04567742,53.88,4.0,10,1.19874,3.8680000000000003,0.726625,1.0356,4,-0.31530091007101824,Accuracy,81,Accuracy,True
1416,80,3,0.442727895,25.45797075,51.65,4.0,6,2.07884,2.9525,1.7878,2.5424,4,-1.3277970702458095,Accuracy,63,Accuracy,True
1102,80,3,0.254892354,28.28088435,52.34,2.857142857,5,0.744342857,1.3186,0.62365,0.8991,6,-1.883137121957466,Accuracy,79,Accuracy,True
1459,80,3,0.403017105,21.18428854,57.12,4.0,5,1.97386,2.8478,1.428425,1.7183,4,-0.8977796905133317,Accuracy,126,Accuracy,True
1166,80,3,0.27560500000000004,20.441777,63.5,10.0,12,3.12775,3.5007,0.9671,0.9671,1,0.6134289356125766,Accuracy,53,Speed,True
1866,80,3,0.28958236800000003,32.97306233,91.13,6.666666667,8,2.6038333330000003,3.3118,1.1028,1.3081,2,-0.09929834870801102,Accuracy,23,Accuracy,True
1164,80,3,0.27560500000000004,30.19915858,55.64,10.0,11,3.1552,3.3401,2.2030000000000003,2.2030000000000003,1,-1.3746734997389662,Accuracy,51,Accuracy,True
1113,80,3,0.254892354,30.68198556,67.94,2.857142857,4,0.6297714289999999,1.4243,0.795716667,1.1735,6,-1.2652986343439654,Accuracy,90,Accuracy,True
1875,80,3,0.28958236800000003,29.44430804,59.21,4.0,7,1.9384,2.9474,0.571925,1.103,4,-0.620630743029583,Accuracy,32,Accuracy,True
1555,80,3,0.451450497,30.05712121,75.08,4.0,7,2.7983599999999997,5.8789,1.240325,1.6507,4,1.4869132955297282,Accuracy,32,Speed,True
1863,80,3,0.28958236800000003,44.23928571,100.15,6.666666667,9,2.3769,3.4643,1.89265,2.3381,2,-1.1306301055986638,Accuracy,20,Accuracy,True
1228,80,3,0.223630789,28.36074792,72.27,5.0,9,1.67215,2.8871,1.5593,2.3352,3,-0.8280589755625591,Accuracy,25,Accuracy,True
1663,80,3,0.211221579,39.78810811,87.34,5.0,6,1.5836,2.3389,0.9912,1.2422,3,-0.635897458713492,Accuracy,80,Accuracy,True
1545,80,3,0.451450497,26.98842832,61.79,4.0,6,2.35928,3.3529,1.448325,1.7890000000000001,4,-0.7490962171947277,Accuracy,22,Accuracy,True
1806,80,3,0.226100263,19.30513514,42.96,10.0,11,2.6889999999999996,2.9366,1.5134,1.5134,1,-1.598515126950181,Accuracy,53,Accuracy,True
968,80,3,0.387901155,32.09372828,75.39,4.0,8,1.85758,3.2316,4.2009,5.8932,4,-1.0001186290800428,Accuracy,115,Accuracy,True
1818,80,3,0.226100263,35.16163866,66.16,10.0,11,2.4386,2.5104,1.4456,1.4456,1,-0.8336504409839467,Accuracy,65,Accuracy,True
955,80,3,0.382399459,21.40870259,76.19,4.0,7,1.9581400000000002,3.4966,1.410825,1.6492,4,-0.57339216125329,Speed,92,Accuracy,True
455,80,3,0.38419394700000004,37.07299465,94.53,10.0,11,4.09005,4.6141,1.6511,1.6511,1,1.0110925476460153,Speed,62,Speed,True
844,80,3,0.39416947399999996,34.82943515,73.44,6.666666667,14,3.181366667,6.0145,2.4753,2.8875,2,1.872009893675246,Speed,51,Speed,True
306,80,3,0.469810526,36.22784314,91.94,4.0,6,2.58906,4.5280000000000005,1.13875,1.3108,4,1.4012433193953506,Speed,83,Speed,True
453,80,3,0.38419394700000004,16.22929712,64.32,10.0,11,3.43915,3.5427,1.1044,1.1044,1,0.7101264432798189,Speed,60,Speed,True
564,80,3,0.264108158,18.74799228,36.81,20.0,20,6.1065,6.1065,0.0,0.0,0,6.9956877871129866,Speed,111,Speed,True
184,80,3,0.393889211,32.46622807,64.1,5.0,13,2.284675,5.676,1.468833333,1.9936,3,1.0326043748006377,Speed,21,Speed,True
756,80,3,0.18430421100000002,49.52684729,83.53,20.0,20,4.5488,4.5488,0.0,0.0,0,3.6503119530003536,Speed,33,Speed,True
127,80,3,0.197858158,42.89034146,66.75,20.0,20,4.6201,4.6201,0.0,0.0,0,7.301738961503281,Speed,54,Speed,True
501,80,3,0.286344211,30.332112300000002,84.16,4.0,9,1.56502,3.3657,0.5732,1.1048,4,0.44491399431855605,Speed,18,Speed,True
190,80,3,0.393889211,54.46798942,131.28,10.0,18,4.1386,6.8853,1.7216,1.7216,1,5.272623431224481,Speed,27,Speed,True
444,80,3,0.38419394700000004,50.58432432,128.52,10.0,10,4.52545,4.754,1.6511,1.6511,1,1.020273368405444,Speed,51,Speed,True
755,80,3,0.18430421100000002,18.78658291,42.79,20.0,20,4.604,4.604,0.0,0.0,0,6.920696800020481,Speed,32,Speed,True
11,80,3,0.308553684,30.962703700000002,76.32,10.0,11,2.86325,3.1367,1.3092,1.3092,1,-0.01550114314960016,Speed,118,Accuracy,True
136,80,3,0.197858158,33.68257009,72.24,20.0,20,4.8254,4.8254,0.0,0.0,0,9.026949838529767,Speed,63,Speed,True
314,80,3,0.469810526,29.41761468,76.75,4.0,8,2.60862,4.4573,1.82535,2.4772,4,1.0138027385889012,Speed,91,Speed,True
385,80,3,0.31691631600000003,37.86899384,77.21,4.0,8,1.94022,3.1375,1.2228,1.5149,4,0.6070068723605857,Speed,82,Speed,True
12,80,3,0.308553684,31.43309804,73.51,10.0,12,2.76335,3.3752,0.8299,0.8299,1,0.9875222032008857,Speed,119,Speed,True
940,80,3,0.382399459,29.69770297,69.82,5.0,8,2.56615,3.9573,1.559666667,1.7890000000000001,3,0.18067263917198595,Speed,77,Speed,True
847,80,3,0.39416947399999996,43.7464951,83.46,10.0,14,4.56375,6.4224,2.1345,2.1345,1,2.3137029736143244,Speed,54,Speed,True
13,80,3,0.308553684,20.30364548,53.54,10.0,12,3.26135,3.8375,1.1022,1.1022,1,0.3367308227693595,Speed,120,Speed,True
189,80,3,0.393889211,25.42654397,82.4,5.0,9,2.509275,4.2869,1.4004666669999999,2.2005,3,0.03776317863028922,Speed,26,Speed,True
397,80,3,0.31691631600000003,29.76853026,84.76,4.0,6,1.24952,2.1276,1.206525,1.3096,4,-1.079984680878535,Speed,94,Accuracy,True
504,80,3,0.286344211,35.03591667,77.42,4.0,9,1.48376,2.8863,0.6067,1.1037,4,0.7073781171990943,Speed,21,Speed,True
1260,80,5,0.223630789,40.39278997,83.05,6.666666667,8,2.0785,2.327,1.5822,1.8574,2,-0.5293366401890283,Accuracy,77,Accuracy,True
1778,80,5,0.226100263,42.31706044,91.52,4.0,5,1.28578,1.8544,1.327425,1.5839,4,-1.5055027851789278,Accuracy,125,Accuracy,True
1635,80,5,0.211221579,31.64654676,93.06,5.0,6,1.261325,1.5185,1.2388333329999999,1.3033,3,-0.5045811494945278,Accuracy,32,Accuracy,True
1903,80,5,0.28958236800000003,42.10242812,74.58,6.666666667,9,2.036633333,2.5657,1.516,1.7226,2,-0.999984833115751,Accuracy,80,Accuracy,True
1766,80,5,0.226100263,32.98351792,85.37,5.0,6,1.366875,1.501,1.423,1.6507,3,-1.4936838295710047,Accuracy,113,Accuracy,True
1261,80,5,0.223630789,31.90573077,74.16,10.0,12,2.68755,3.1376,1.7177,1.7177,1,0.6048010193526672,Accuracy,78,Speed,True
1019,80,5,0.387901155,42.12521295,122.24,5.0,8,2.460175,3.8379,3.8189,5.414,3,0.7395208388311607,Accuracy,66,Speed,True
1269,80,5,0.223630789,42.02828704,89.14,3.333333333,6,1.17615,2.105,1.63792,2.1319,5,-0.9996753286980946,Accuracy,86,Accuracy,True
1278,80,5,0.223630789,34.71418733,86.89,5.0,5,1.648275,2.1516,1.672233333,1.7864,3,-1.358260646085788,Accuracy,95,Accuracy,True
1488,80,5,0.403017105,50.98894097,97.94,2.857142857,4,1.635385714,2.4235,1.023666667,1.3776,6,-0.9999439302622699,Accuracy,55,Accuracy,True
1078,80,5,0.254892354,30.52412186,90.84,2.857142857,5,0.604885714,0.7948,0.910133333,1.4473,6,-0.6021155858882787,Accuracy,35,Accuracy,True
1362,80,5,0.442727895,30.28907524,86.49,2.0,4,0.9924200000000001,1.7444,1.5681777780000001,3.09,9,-0.3548491788206425,Accuracy,109,Accuracy,True
1914,80,5,0.28958236800000003,55.18720635,150.76,6.666666667,11,2.0804,3.3443,1.34425,1.3794,2,-1.0003295590658752,Accuracy,91,Accuracy,True
1274,80,5,0.223630789,36.26712251,79.06,5.0,7,1.593125,2.0044,1.5584666669999998,1.6491,3,-1.0000019302179517,Accuracy,91,Accuracy,True
1481,80,5,0.403017105,30.00462995,79.47,3.333333333,6,1.8129166669999999,2.7302,1.5967799999999999,1.7209999999999999,5,0.02614419683065261,Accuracy,48,Speed,True
1374,80,5,0.442727895,39.60022654,120.49,2.0,3,1.03504,1.4627,1.278777778,2.9537,9,-1.5494251950070554,Accuracy,121,Accuracy,True
1306,80,5,0.40496973700000005,26.63524558,87.96,2.0,3,0.73322,1.0377,1.354066667,2.1985,9,-1.2371846487652443,Accuracy,23,Accuracy,True
1379,80,5,0.442727895,32.28604054,101.32,1.5384615380000002,4,0.8247923079999999,1.3137,1.54305,2.129,12,-2.6135755403117304,Accuracy,126,Accuracy,True
1768,80,5,0.226100263,23.94812883,60.85,5.0,6,1.573125,2.0469,1.103233333,1.3083,3,-1.0058625655346365,Accuracy,115,Accuracy,True
1370,80,5,0.442727895,34.80046776,86.88,1.5384615380000002,2,0.912853846,1.6565,1.6351416669999999,2.1314,12,-2.233020498788096,Accuracy,117,Accuracy,True
1077,80,5,0.254892354,21.73194444,56.05,3.333333333,4,0.6502,1.1738,0.9252799999999999,1.17,5,-1.1295998271105212,Accuracy,34,Accuracy,True
1309,80,5,0.40496973700000005,32.80384615,74.3,1.6666666669999999,3,0.5987583329999999,0.91,0.8790090909999999,1.445,11,-3.0180605998361383,Accuracy,26,Accuracy,True
1378,80,5,0.442727895,33.82595163,90.16,1.176470588,2,0.793258824,1.1127,1.57056875,2.0627,16,-5.487410138499278,Accuracy,125,Accuracy,True
1495,80,5,0.403017105,26.40178295,76.87,2.5,4,1.5236,2.1953,1.339128571,2.1998,7,-1.0001668610218974,Accuracy,62,Accuracy,True
998,120,5,0.387901155,37.66210421,116.27,6.666666667,11,2.7779,4.1605,5.19115,5.5665,2,-1.0002212015136196,Accuracy,35,Accuracy,True
1849,120,5,0.28958236800000003,47.07849315,96.19,6.666666667,7,1.944633333,2.1058,1.2487,1.5412,2,-1.970081475564211,Accuracy,116,Accuracy,True
1462,120,5,0.403017105,57.18609215,112.98,4.0,5,2.3645400000000003,3.0989,1.577225,2.1242,4,-0.9999631163115301,Accuracy,19,Accuracy,True
1707,120,5,0.258833158,54.86300971,133.52,6.666666667,8,2.0619,2.7584,1.3961,2.4935,2,-0.28666680731269345,Accuracy,24,Accuracy,True
1847,120,5,0.28958236800000003,58.99458824,146.54,6.666666667,12,2.9743,3.3282,1.5042,1.6863,2,-1.0002493061839544,Accuracy,114,Accuracy,True
1330,120,5,0.40496973700000005,38.88351852,73.75,2.0,3,0.58336,0.9168,0.8744333329999999,1.0298,9,-2.750296780218614,Accuracy,57,Accuracy,True
1433,120,5,0.442727895,49.29802013,137.44,2.857142857,5,1.508928571,2.325,1.7487,2.4203,6,-0.07822843310628569,Accuracy,90,Accuracy,True
1183,120,5,0.27560500000000004,52.78940984,102.49,6.666666667,7,2.0112333330000003,2.1713,1.46665,1.6869,2,-1.9666429787971746,Accuracy,80,Accuracy,True
993,120,5,0.387901155,41.73951737,89.69,5.0,9,2.3274,3.3604,2.9202,4.8886,3,-1.0002791992302864,Accuracy,30,Accuracy,True
1182,120,5,0.27560500000000004,47.76652174,123.29,6.666666667,10,1.9294,2.7704,1.5764,2.0509,2,-0.9999463275126772,Accuracy,79,Accuracy,True
1435,120,5,0.442727895,45.9423689,122.7,3.333333333,6,1.700533333,2.8028,1.7015,2.1277,5,-0.26838355105331413,Accuracy,92,Accuracy,True
1521,120,5,0.451450497,47.61620504,166.16,2.857142857,6,1.1689,2.3753,2.397066667,3.99,6,-1.1115163520109492,Accuracy,108,Accuracy,True
1097,120,5,0.254892354,63.65839695,128.21,2.857142857,4,1.063328571,2.2229,0.8957166670000001,1.5409,6,-1.2392996784427657,Accuracy,64,Accuracy,True
1205,120,5,0.223630789,26.76539249,68.14,6.666666667,7,1.9401333330000001,2.1598,1.24575,1.2459,2,-0.7098846414056386,Accuracy,112,Accuracy,True
1187,120,5,0.27560500000000004,57.43859375,99.8,6.666666667,9,2.071533333,2.5709,1.7228,2.1253,2,-1.0004383892776563,Accuracy,84,Accuracy,True
1427,120,5,0.442727895,30.86928994,76.42,3.333333333,5,1.630033333,2.4236,1.2760200000000002,1.6105,5,-1.0260892445729066,Accuracy,84,Accuracy,True
1465,120,5,0.403017105,74.2655298,156.26,4.0,6,2.6842599999999996,4.6302,0.736225,1.1748,4,-0.9999870086402449,Accuracy,22,Accuracy,True
1431,120,5,0.442727895,37.84594128,89.3,3.333333333,7,1.8217833330000002,3.1564,1.6566599999999998,2.1249,5,0.5554708897791159,Accuracy,88,Speed,True
1841,120,5,0.28958236800000003,27.61372549,58.63,6.666666667,9,2.2027333330000003,2.6618,0.81055,0.9573,2,-0.565492825771388,Accuracy,108,Accuracy,True
1188,120,5,0.27560500000000004,29.27075472,56.61,6.666666667,9,1.7784,2.4174,1.03005,1.2492,2,-1.276256621527212,Accuracy,85,Accuracy,True
1704,120,5,0.258833158,50.79047776,107.26,2.0,6,1.19661,2.3056,0.737911111,1.6881,9,-1.6067325278572109,Accuracy,21,Accuracy,True
1850,120,5,0.28958236800000003,53.56121118,136.99,6.666666667,9,2.203666667,3.068,1.7587,2.3447,2,-0.5884101900953196,Accuracy,117,Accuracy,True
992,120,5,0.387901155,62.73476431,128.0,6.666666667,9,3.0766,4.4343,7.33185,7.7321,2,-7.365078189908166,Accuracy,29,Accuracy,True
1217,120,5,0.223630789,29.60352941,94.3,6.666666667,8,1.8032,2.4392,1.1728,1.6109,2,-1.0003971266254803,Accuracy,124,Accuracy,True
529,120,3,0.286344211,20.05819495,47.11,20.0,20,6.3984,6.3984,0.0,0.0,0,1.044852363707518,Speed,56,Speed,True
539,120,3,0.286344211,73.92996491,114.11,20.0,20,6.577999999999999,6.577999999999999,0.0,0.0,0,0.9997977540111744,Speed,66,Speed,True
885,120,3,0.382399459,26.32934959,62.95,6.666666667,12,2.5603,3.8864,1.393,1.4666,2,-0.23591815953091277,Speed,112,Accuracy,True
115,120,3,0.197858158,36.52692857,64.29,10.0,20,3.16465,5.9932,0.2986,0.2986,1,2.964177494757804,Speed,32,Speed,True
622,120,3,0.264108158,28.61272727,53.75,20.0,20,5.8266,5.8266,0.0,0.0,0,1.0032767206773752,Speed,79,Speed,True
118,120,3,0.197858158,46.16292969,85.96,6.666666667,20,1.852333333,4.8148,0.4079,0.5901,2,1.0829011440307141,Speed,35,Speed,True
68,120,3,0.308553684,23.14744118,45.94,10.0,11,3.716,3.717,1.4669999999999999,1.4669999999999999,1,-0.40726165494165123,Speed,85,Accuracy,True
634,120,3,0.264108158,51.95863813,100.24,20.0,20,5.8734,5.8734,0.0,0.0,0,1.1845256093228476,Speed,91,Speed,True
210,120,3,0.393889211,30.70189655,96.54,6.666666667,9,2.911666667,4.061,1.21085,1.9043,2,-1.5615458647382612,Speed,57,Accuracy,True
202,120,3,0.393889211,33.99616162,62.88,6.666666667,12,2.862,4.9995,1.0658,1.6868,2,-0.30796727934048995,Speed,49,Accuracy,True
764,120,3,0.18430421100000002,19.31136585,38.56,20.0,20,4.5312,4.5312,0.0,0.0,0,1.1126045083538099,Speed,51,Speed,True
769,120,3,0.18430421100000002,13.96102564,29.02,20.0,20,4.3447,4.3447,0.0,0.0,0,0.6633682228303268,Speed,56,Speed,True
