,PayOffFunction,Radius,Noise,IKINumber,MaxDeviation,MaxNrDigits,TrackingWindowVisitCounter,MeanTimeTypingWindow
1741,Accuracy,120,3,0.258833157894737,87.13,11,2,1.7623
1612,Accuracy,120,3,0.211221578947368,67.45,12,1,2.07825
1561,Accuracy,120,3,0.4514504970760229,62.03,8,2,3.1525666666666696
1754,Accuracy,120,3,0.258833157894737,66.72,9,2,2.1128
1887,Accuracy,120,3,0.289582368421053,58.77,10,1,4.10235
1299,Accuracy,120,3,0.404969736842105,70.73,10,4,1.19678
1142,Accuracy,120,3,0.27560500000000004,57.15,12,1,3.0279
1244,Accuracy,120,3,0.22363078947368398,49.6,13,1,2.38795
1140,Accuracy,120,3,0.27560500000000004,72.68,9,2,2.0778333333333303
1382,Accuracy,120,3,0.44272789473684204,87.29,7,4,2.61432
1745,Accuracy,120,3,0.258833157894737,66.55,10,2,2.2559
1573,Accuracy,120,3,0.4514504970760229,44.87,10,2,3.14486666666667
1565,Accuracy,120,3,0.4514504970760229,103.08,8,2,3.5688666666666697
1893,Accuracy,120,3,0.289582368421053,57.41,20,0,6.5539
1155,Accuracy,120,3,0.27560500000000004,115.05,20,0,6.8229
1248,Accuracy,120,3,0.22363078947368398,90.73,11,1,3.1277
1388,Accuracy,120,3,0.44272789473684204,127.2,9,3,2.8234
1566,Accuracy,120,3,0.4514504970760229,59.7,10,2,3.1529
1389,Accuracy,120,3,0.44272789473684204,72.87,6,6,1.6800714285714298
1564,Accuracy,120,3,0.4514504970760229,87.55,9,2,3.3351
1296,Accuracy,120,3,0.404969736842105,62.91,8,5,0.967433333333333
1027,Accuracy,120,3,0.38790115497076,43.78,8,3,2.36045
1251,Accuracy,120,3,0.22363078947368398,77.07,11,1,3.6041
529,Speed,120,3,0.28634421052631603,47.11,20,0,6.3984
333,Speed,120,3,0.316916315789474,59.64,20,0,7.0487
325,Speed,120,3,0.316916315789474,137.06,20,0,7.7976
521,Speed,120,3,0.28634421052631603,64.02,20,0,8.1562
772,Speed,120,3,0.18430421052631601,94.56,20,0,4.3299
703,Speed,120,3,0.184142105263158,37.53,20,0,4.3987
716,Speed,120,3,0.184142105263158,84.29,20,0,4.1227
524,Speed,120,3,0.28634421052631603,47.5,13,1,2.8395
712,Speed,120,3,0.184142105263158,81.87,20,0,3.9463
707,Speed,120,3,0.184142105263158,32.54,20,0,4.2136
893,Speed,120,3,0.38239945906432704,69.16,12,2,3.3107
204,Speed,120,3,0.39388921052631604,98.3,20,1,4.04035
888,Speed,120,3,0.38239945906432704,74.77,16,2,3.0534666666666697
334,Speed,120,3,0.316916315789474,68.32,20,0,9.687000000000001
820,Speed,120,3,0.394169473684211,103.93,9,2,4.99463333333333
714,Speed,120,3,0.184142105263158,69.86,20,0,4.1954
760,Speed,120,3,0.18430421052631601,41.47,20,0,4.4242
702,Speed,120,3,0.184142105263158,71.55,20,0,4.8252
531,Speed,120,3,0.28634421052631603,100.27,20,0,7.2779
118,Speed,120,3,0.197858157894737,85.96,20,2,1.85233333333333
622,Speed,120,3,0.264108157894737,53.75,20,0,5.8266
768,Speed,120,3,0.18430421052631601,54.7,20,0,4.3245
773,Speed,120,3,0.18430421052631601,51.86,20,0,4.8105
425,Speed,120,3,0.38419394736842105,70.48,11,1,3.75195
846,Speed,80,3,0.394169473684211,88.72,14,1,4.5004
184,Speed,80,3,0.39388921052631604,64.1,13,3,2.284675
388,Speed,80,3,0.316916315789474,60.62,7,3,1.666325
568,Speed,80,3,0.264108157894737,81.7,20,0,5.9234
501,Speed,80,3,0.28634421052631603,84.16,9,4,1.56502
565,Speed,80,3,0.264108157894737,84.41,20,0,5.3717
394,Speed,80,3,0.316916315789474,93.68,9,3,1.6991
10,Speed,80,3,0.30855368421052604,42.05,7,2,2.02823333333333
312,Speed,80,3,0.469810526315789,74.56,7,4,2.43392
562,Speed,80,3,0.264108157894737,53.04,13,1,3.41555
650,Speed,80,3,0.184142105263158,69.72,20,0,4.7507
510,Speed,80,3,0.28634421052631603,83.1,11,2,2.1203333333333303
951,Speed,80,3,0.38239945906432704,65.85,11,3,1.95305
657,Speed,80,3,0.184142105263158,41.73,20,0,3.9968
505,Speed,80,3,0.28634421052631603,57.12,12,2,2.69396666666667
753,Speed,80,3,0.18430421052631601,70.73,20,0,4.5081
124,Speed,80,3,0.197858157894737,100.3,20,1,2.70115
948,Speed,80,3,0.38239945906432704,92.97,8,3,2.9484
390,Speed,80,3,0.316916315789474,100.78,8,3,1.82285
121,Speed,80,3,0.197858157894737,53.16,20,0,4.47
189,Speed,80,3,0.39388921052631604,82.4,9,3,2.509275
317,Speed,80,3,0.469810526315789,71.33,9,4,2.12868
125,Speed,80,3,0.197858157894737,71.26,20,0,4.9955
570,Speed,80,3,0.264108157894737,57.32,20,0,5.8217
