,PayOffFunction,Radius,Noise,IKINumber,MaxDeviation,MaxNrDigits,TrackingWindowVisitCounter,MeanTimeTypingWindow
188,Speed,80,3,0.39388921052631604,103.61,11,2,3.70256666666667
396,Speed,80,3,0.316916315789474,63.41,7,4,1.45892
858,Speed,80,3,0.394169473684211,70.4,9,2,3.6029
640,Speed,80,3,0.184142105263158,54.32,11,1,2.15195
318,Speed,80,3,0.469810526315789,59.76,7,3,2.8299
957,Speed,80,3,0.38239945906432704,59.76,8,3,2.5523
575,Speed,80,3,0.264108157894737,53.62,20,0,6.3003
194,Speed,80,3,0.39388921052631604,74.54,8,3,2.540425
1483,Accuracy,80,5,0.4030171052631579,132.54,5,4,1.829
1266,Accuracy,80,5,0.22363078947368398,121.15,9,2,2.12436666666667
1076,Accuracy,80,5,0.25489235380117004,77.37,4,5,0.75825
1136,Accuracy,80,5,0.27560500000000004,65.1,5,6,0.740242857142857
1593,Accuracy,80,5,0.4514504970760229,76.15,3,19,0.4856
1137,Accuracy,80,5,0.27560500000000004,49.6,4,5,0.90025
1308,Accuracy,80,5,0.404969736842105,72.36,3,11,0.5555583333333329
1909,Accuracy,80,5,0.289582368421053,152.43,8,3,1.8456
1272,Accuracy,80,5,0.22363078947368398,163.43,5,3,1.49785
1588,Accuracy,80,5,0.4514504970760229,111.18,4,9,0.97491
1063,Accuracy,80,5,0.25489235380117004,69.23,4,7,0.8143125
1011,Accuracy,80,5,0.38790115497076,133.67,5,3,2.294425
1005,Accuracy,80,5,0.38790115497076,192.01,10,3,2.4416
1592,Accuracy,80,5,0.4514504970760229,71.06,3,19,0.5047750000000011
1122,Accuracy,80,5,0.27560500000000004,52.54,3,7,0.7958875
1493,Accuracy,80,5,0.4030171052631579,146.37,6,5,1.92575
1127,Accuracy,80,5,0.27560500000000004,97.64,5,5,0.94675
1495,Accuracy,80,5,0.4030171052631579,76.87,4,7,1.5236
1639,Accuracy,80,5,0.211221578947368,87.49,5,4,0.8311200000000001
1018,Accuracy,80,5,0.38790115497076,107.29,7,3,2.692025
1077,Accuracy,80,5,0.25489235380117004,56.05,4,5,0.6502
1632,Accuracy,80,5,0.211221578947368,103.3,5,4,1.21088
1262,Accuracy,80,5,0.22363078947368398,97.2,12,1,2.40045
1277,Accuracy,80,5,0.22363078947368398,58.03,8,2,1.9882666666666697
