,Radius,Noise,IKINumber,MeanDeviation,MaxDeviation,MeanNrDigits,MaxNrDigits,MeanTimeTypingWindow,MaxTimeTypingWindow,MeanTrackingTime,MaxTrackingTime,TrackingWindowVisitCounter,distance,PayOffFunction,prediction,is_test
1101,80,3,0.254892354,24.27453608,56.55,2.5,3,0.6858625,1.4508,0.496628571,0.6929,7,-1.906334939614446,Accuracy,Accuracy,False
1697,80,3,0.258833158,26.59095975,72.78,5.0,7,1.580675,2.1109,0.9902,1.3793,3,-1.193073573880831,Accuracy,Accuracy,False
1690,80,3,0.258833158,28.82391045,56.86,4.0,8,1.17606,2.0579,1.270425,1.5859,4,-1.6623812698139702,Accuracy,Accuracy,False
1346,80,3,0.40496973700000005,17.28232323,42.25,5.0,11,1.5161,3.948,0.6692,0.8973,3,-0.4240160785706095,Accuracy,Accuracy,False
1862,80,3,0.28958236800000003,30.22816265,93.77,6.666666667,10,2.193733333,3.344,1.55035,1.9991,2,0.30043646301192695,Accuracy,Speed,False
1450,80,3,0.403017105,27.65167862,72.47,4.0,5,2.70874,3.3717,2.201175,2.8176,4,-0.7200822906898949,Accuracy,Accuracy,False
1416,80,3,0.442727895,25.45797075,51.65,4.0,6,2.07884,2.9525,1.7878,2.5424,4,-1.3721747581579322,Accuracy,Accuracy,False
962,80,3,0.387901155,30.11372043,68.51,10.0,12,4.4139,5.4764,6.1669,6.1669,1,-1.0004388536830149,Accuracy,Accuracy,False
1879,80,3,0.28958236800000003,39.78698514,95.43,6.666666667,9,3.4061,3.8336,1.2075,1.3798,2,0.7499956751388552,Accuracy,Speed,False
972,80,3,0.387901155,31.26275256,76.53,5.0,6,2.5472,2.9695,5.716266667,8.1615,3,-3.0241981738042725,Accuracy,Accuracy,False
1238,80,3,0.223630789,35.22634877,70.35,6.666666667,7,2.389433333,2.502,1.88925,2.0617,2,-1.7353855436531305,Accuracy,Accuracy,False
1676,80,3,0.211221579,21.29289593,39.18,6.666666667,9,1.3788666669999998,1.6831,1.06975,1.1725,2,-1.5373225600471798,Accuracy,Accuracy,False
1417,80,3,0.442727895,21.82084337,60.53,3.333333333,5,1.625183333,2.4208,1.08988,1.7901,5,-1.0853076916450775,Accuracy,Accuracy,False
1230,80,3,0.223630789,33.80107595,62.4,10.0,15,3.3661,4.9049,1.6515,1.6515,1,0.5541323244290268,Accuracy,Speed,False
1354,80,3,0.40496973700000005,37.70391635,79.44,5.0,12,1.272775,3.6777,0.8748,1.1723,3,0.5894273980932283,Accuracy,Speed,False
1229,80,3,0.223630789,40.5366759,75.84,6.666666667,13,2.3637666669999997,4.3062,1.7189,1.7863,2,0.36902302433907863,Accuracy,Speed,False
1872,80,3,0.28958236800000003,29.7495189,84.05,10.0,10,3.18885,3.3443,0.9666,0.9666,1,0.27223887147557235,Accuracy,Speed,False
1634,80,5,0.211221579,36.40530864,81.54,5.0,6,1.054175,1.3787,1.081566667,1.2409999999999999,3,-1.2370214259319638,Accuracy,Accuracy,False
1066,80,5,0.254892354,21.44235142,58.2,2.857142857,4,0.8685285709999999,1.2946,1.311633333,2.2014,6,-1.436288535104147,Accuracy,Accuracy,False
1263,80,5,0.223630789,45.07520216,84.18,6.666666667,7,2.372633333,3.5154,2.57555,3.2937,2,-0.5836091636569947,Accuracy,Accuracy,False
1734,80,5,0.258833158,43.05237245,93.53,4.0,7,1.37212,1.9755,1.481625,2.0621,4,-0.40709264803114564,Accuracy,Accuracy,False
1483,80,5,0.403017105,57.70335907,132.54,4.0,5,1.829,2.1699,2.210775,3.0389,4,-0.0828066842299151,Accuracy,Accuracy,False
1303,80,5,0.40496973700000005,31.35942373,100.18,2.0,3,0.77554,1.3976,1.849111111,2.6792,9,-1.2694219037755303,Accuracy,Accuracy,False
1126,80,5,0.27560500000000004,37.38945513,84.14,5.0,8,1.39175,1.8882,1.514866667,1.7915,3,-0.5312669928505258,Accuracy,Accuracy,False
1078,80,5,0.254892354,30.52412186,90.84,2.857142857,5,0.604885714,0.7948,0.910133333,1.4473,6,-1.3202721242719164,Accuracy,Accuracy,False
1632,80,5,0.211221579,40.10777108,103.3,4.0,5,1.21088,1.5731,1.051775,1.5819999999999999,4,-0.5804371713149905,Accuracy,Accuracy,False
1374,80,5,0.442727895,39.60022654,120.49,2.0,3,1.03504,1.4627,1.278777778,2.9537,9,-0.7751551278691906,Accuracy,Accuracy,False
1308,80,5,0.40496973700000005,31.41157787,72.36,1.6666666669999999,3,0.555558333,0.816,1.128772727,1.8622,11,-2.031180209765573,Accuracy,Accuracy,False
1773,80,5,0.226100263,26.81325714,73.15,3.333333333,6,0.975816667,1.3731,1.18614,1.6514,5,-1.0628946185846573,Accuracy,Accuracy,False
1069,80,5,0.254892354,35.3244,85.06,3.333333333,4,1.063916667,1.5473,1.26756,1.7207,5,-1.2856730434573294,Accuracy,Accuracy,False
1481,80,5,0.403017105,30.00462995,79.47,3.333333333,6,1.8129166669999999,2.7302,1.5967799999999999,1.7209999999999999,5,0.17596172605852445,Accuracy,Speed,False
1071,80,5,0.254892354,24.57061162,79.96,2.857142857,3,0.730728571,1.3728,1.035116667,1.5159,6,-1.2643107748972326,Accuracy,Accuracy,False
1724,80,5,0.258833158,27.21287749,69.27,4.0,7,1.3568,2.0223,1.120625,1.4453,4,-0.5585034743581829,Accuracy,Accuracy,False
1901,80,5,0.28958236800000003,41.67576503,96.35,6.666666667,10,2.553966667,3.2977,1.207,1.3094,2,1.4804337201003435,Accuracy,Speed,False
1129,80,5,0.27560500000000004,29.83028436,85.29,2.857142857,3,0.9873142859999999,1.1948,1.298483333,2.5446,6,-1.5459794685917743,Accuracy,Accuracy,False
1260,80,5,0.223630789,40.39278997,83.05,6.666666667,8,2.0785,2.327,1.5822,1.8574,2,-0.4307575629823006,Accuracy,Accuracy,False
1310,80,5,0.40496973700000005,33.42395349,79.83,2.5,4,0.7427375,1.3662,0.721342857,1.0339,7,-1.1782427160229574,Accuracy,Accuracy,False
1487,80,5,0.403017105,48.70576125,139.97,3.333333333,4,1.763133333,2.2453,1.7221,2.6109,5,0.2755240257753897,Accuracy,Speed,False
1597,80,5,0.451450497,26.56335526,69.74,1.5384615380000002,3,0.807023077,1.6369999999999998,1.714391667,2.4035,12,-1.2736787831633976,Accuracy,Accuracy,False
1264,80,5,0.223630789,35.50306818,85.39,10.0,15,2.58935,3.1764,2.3326,2.3326,1,1.0256126173700366,Accuracy,Speed,False
1626,80,5,0.211221579,45.60258359,123.83,5.0,11,1.443625,3.0225,1.5906666669999998,1.8824,3,1.5401186557080635,Accuracy,Speed,False
136,80,3,0.197858158,33.68257009,72.24,20.0,20,4.8254,4.8254,0.0,0.0,0,2.0599137773053897,Speed,Speed,False
657,80,3,0.184142105,23.46761111,41.73,20.0,20,3.9968,3.9968,0.0,0.0,0,1.3681427562656907,Speed,Speed,False
642,80,3,0.184142105,16.87651982,30.15,10.0,12,2.37575,3.1756,1.0362,1.0362,1,-0.6708710437188685,Speed,Accuracy,False
643,80,3,0.184142105,28.55164948,61.69,20.0,20,4.3468,4.3468,0.0,0.0,0,1.797136584922903,Speed,Speed,False
195,80,3,0.393889211,35.87219409,92.86,4.0,7,1.7493400000000001,2.3528,1.6689,1.9266,4,-0.8694053097979051,Speed,Accuracy,False
443,80,3,0.38419394700000004,28.43172205,62.1,10.0,11,3.64205,4.4921,1.1721,1.1721,1,0.3504675073637671,Speed,Speed,False
958,80,3,0.382399459,31.2497343,93.34,6.666666667,10,2.826466667,4.3875,1.8236,2.0627,2,1.172408815704678,Speed,Speed,False
649,80,3,0.184142105,55.26120603,96.97,20.0,20,4.4463,4.4463,0.0,0.0,0,1.2513121252142199,Speed,Speed,False
519,80,3,0.286344211,58.84227891,121.68,20.0,20,6.8002,6.8002,0.0,0.0,0,1.5634928938593546,Speed,Speed,False
741,80,3,0.18430421100000002,27.171293100000003,48.48,10.0,14,2.55935,3.3873,0.9011,0.9011,1,-0.30006199075977946,Speed,Accuracy,False
511,80,3,0.286344211,36.60285714,76.22,4.0,12,1.52896,3.6669,0.607175,1.1729,4,0.6594980736753158,Speed,Speed,False
127,80,3,0.197858158,42.89034146,66.75,20.0,20,4.6201,4.6201,0.0,0.0,0,1.685065805249799,Speed,Speed,False
858,80,3,0.39416947399999996,31.97904459,70.4,6.666666667,9,3.6029,4.9688,0.48735,0.6932,2,1.1257216899537141,Speed,Speed,False
11,80,3,0.308553684,30.962703700000002,76.32,10.0,11,2.86325,3.1367,1.3092,1.3092,1,-0.1391249344951504,Speed,Accuracy,False
391,80,3,0.31691631600000003,29.21274052,82.15,5.0,10,1.65355,3.0911,1.218333333,1.5842,3,0.10028942917836758,Speed,Speed,False
124,80,3,0.197858158,61.81260331,100.3,10.0,20,2.70115,5.0917,0.1445,0.1445,1,2.533009062307549,Speed,Speed,False
134,80,3,0.197858158,36.45421801,71.99,20.0,20,4.7227,4.7227,0.0,0.0,0,1.9696075140777864,Speed,Speed,False
954,80,3,0.382399459,26.48090517,61.33,4.0,8,1.7087599999999998,3.3076,1.618625,1.8576,4,-0.7427468758114557,Speed,Accuracy,False
302,80,3,0.469810526,18.91996644,57.11,5.0,8,3.30405,5.6358,0.9443,1.1725,3,1.0012994924361536,Speed,Speed,False
185,80,3,0.393889211,32.44319688,68.89,5.0,7,2.7716,3.7281,1.011933333,1.788,3,-0.285836126553356,Speed,Accuracy,False
447,80,3,0.38419394700000004,33.80484507,77.05,10.0,11,3.7278,4.14,2.3375,2.3375,1,0.06166033100306123,Speed,Speed,False
311,80,3,0.469810526,33.58372681,95.93,4.0,7,2.5387,3.8049,1.001825,1.791,4,1.0011865584073192,Speed,Speed,False
9,80,3,0.308553684,30.585,63.01,6.666666667,9,2.1936,2.6,1.17225,1.2398,2,-1.0282701000227163,Speed,Accuracy,False
850,80,3,0.39416947399999996,37.45601279,95.04,10.0,12,5.27695,5.7633,1.6535,1.6535,1,2.2840186743424127,Speed,Speed,False
1792,120,3,0.226100263,25.94242063,43.22,10.0,11,2.675,3.1721,1.1759,1.1759,1,-1.4229786659727708,Accuracy,Accuracy,False
1057,120,3,0.254892354,36.78660944,67.35,20.0,20,5.6577,5.6577,0.0,0.0,0,1.1451499633025222,Accuracy,Speed,False
1608,120,3,0.211221579,25.60435185,64.84,6.666666667,10,1.3792666669999998,1.8156,0.9563,1.1034,2,-2.1021368127893467,Accuracy,Accuracy,False
1616,120,3,0.211221579,33.19897778,63.18,10.0,11,2.4028,2.5388,0.7387,0.7387,1,-1.6922041486877717,Accuracy,Accuracy,False
1154,120,3,0.27560500000000004,53.60076087,100.31,20.0,20,6.3694,6.3694,0.0,0.0,0,1.1401056326850565,Accuracy,Speed,False
1298,120,3,0.40496973700000005,42.0607037,78.86,5.0,12,1.3549,3.8049,0.663066667,0.9552,3,-0.3472648637000404,Accuracy,Accuracy,False
1515,120,3,0.403017105,28.27455852,50.86,6.666666667,9,3.5858,4.0621,1.21125,1.6127,2,-1.479059764205651,Accuracy,Accuracy,False
1297,120,3,0.40496973700000005,25.52532468,51.38,6.666666667,13,2.1719999999999997,4.256,0.8092,0.9564,2,-0.45745364428932334,Accuracy,Accuracy,False
1389,120,3,0.442727895,30.13542484,72.87,2.857142857,6,1.680071429,4.7786,1.3453333330000001,2.1984,6,-0.6150950678324918,Accuracy,Accuracy,False
1037,120,3,0.387901155,32.70083333,92.4,10.0,11,3.991,4.4105,3.2877,3.2877,1,-0.8214702646420093,Accuracy,Accuracy,False
1748,120,3,0.258833158,23.18774929,48.56,5.0,9,1.909875,2.9236,0.6154333329999999,1.1034,3,-1.7016993985172277,Accuracy,Accuracy,False
1754,120,3,0.258833158,32.38023179,66.72,6.666666667,9,2.1128,2.5329,0.84685,1.1756,2,-2.0216450653194826,Accuracy,Accuracy,False
1282,120,3,0.40496973700000005,22.49210383,55.99,2.857142857,8,1.028342857,2.6647,0.6152833329999999,0.8097,6,-1.4721074941567096,Accuracy,Accuracy,False
1151,120,3,0.27560500000000004,33.73636752,81.8,20.0,20,5.3438,5.3438,0.0,0.0,0,0.9126191651807929,Accuracy,Speed,False
1157,120,3,0.27560500000000004,52.36223529,89.76,20.0,20,5.8503,5.8503,0.0,0.0,0,1.0780296526895725,Accuracy,Speed,False
1142,120,3,0.27560500000000004,31.15361702,57.15,10.0,12,3.0279,3.6184,1.2474,1.2474,1,-1.0412300120967686,Accuracy,Accuracy,False
1758,120,3,0.258833158,33.53426621,60.75,5.0,9,1.56025,2.3891,0.444766667,0.5895,3,-2.0837753446215785,Accuracy,Accuracy,False
1565,120,3,0.451450497,34.63236253,103.08,6.666666667,8,3.568866667,4.6877,1.4313,2.1255,2,-0.20609512465750157,Accuracy,Accuracy,False
1755,120,3,0.258833158,16.429030100000002,52.77,6.666666667,10,2.1724333330000003,2.8351,0.48175,0.5920000000000001,2,-1.4813104369992445,Accuracy,Accuracy,False
1741,120,3,0.258833158,48.62346154,87.13,6.666666667,11,1.7623,2.8752,0.92015,0.9567,2,-1.1926628413304954,Accuracy,Accuracy,False
1782,120,3,0.226100263,38.31925532,58.68,6.666666667,11,1.9355,2.7155,0.95625,1.7598,2,-1.8238567794970706,Accuracy,Accuracy,False
1257,120,3,0.223630789,52.63115385,97.77,10.0,12,3.3173,4.0054,1.6859,1.6859,1,-0.607035060176365,Accuracy,Accuracy,False
1294,120,3,0.40496973700000005,22.74185897,52.73,3.333333333,6,0.958733333,2.7809,0.7644,1.0254,5,-2.076673251932668,Accuracy,Accuracy,False
1054,120,3,0.254892354,23.41502058,51.17,20.0,20,5.5441,5.5441,0.0,0.0,0,1.09766814199714,Accuracy,Speed,False
481,120,5,0.286344211,46.51652318,159.96,5.0,6,1.637125,2.6225,0.3239,0.3726,3,1.0003568087896682,Speed,Speed,False
675,120,5,0.184142105,22.34791837,51.96,10.0,11,2.60335,2.9743,1.0307,1.0307,1,-0.4035096282466313,Speed,Accuracy,False
598,120,5,0.264108158,49.14439286,95.51,10.0,11,3.02805,3.4002,1.1768,1.1768,1,0.4318857500458151,Speed,Speed,False
597,120,5,0.264108158,66.60756381,161.99,6.666666667,10,2.963566667,5.0478,1.81445,1.9081,2,1.6234882747700183,Speed,Speed,False
146,120,5,0.197858158,32.72369863,118.11,10.0,20,2.4386,4.5414,0.1527,0.1527,1,1.000410943762411,Speed,Speed,False
928,120,5,0.382399459,48.63717122,104.27,6.666666667,13,2.7076,5.3899,2.0109,2.0491,2,2.208718670084643,Speed,Speed,False
38,120,5,0.308553684,41.72636156,89.23,6.666666667,9,3.106933333,4.2659,1.35705,1.4675,2,0.7512221971021589,Speed,Speed,False
729,120,5,0.18430421100000002,62.18893878,95.11,10.0,16,2.56925,3.1535,1.0293,1.0293,1,1.0783919323673743,Speed,Speed,False
672,120,5,0.184142105,38.58636364,88.19,20.0,20,5.2975,5.2975,0.0,0.0,0,2.218210317324072,Speed,Speed,False
737,120,5,0.18430421100000002,51.162,92.94,20.0,20,4.0429,4.0429,0.0,0.0,0,1.9943140155376184,Speed,Speed,False
280,120,5,0.469810526,49.43880376,118.91,3.333333333,6,2.601816667,3.1693,1.30884,1.9801,5,0.22068680989821843,Speed,Speed,False
290,120,5,0.469810526,42.04466049,103.04,4.0,6,2.66436,3.803,1.6152,1.8366,4,0.6115314081002978,Speed,Speed,False
376,120,5,0.31691631600000003,51.66131579,114.92,4.0,8,1.60572,2.9599,1.26485,1.5375,4,0.04406629119615246,Speed,Speed,False
149,120,5,0.197858158,61.67528037,106.22,10.0,20,2.3381,4.3655,0.2982,0.2982,1,2.4932435829761133,Speed,Speed,False
148,120,5,0.197858158,47.39119266,96.17,20.0,20,4.9439,4.9439,0.0,0.0,0,2.16717041413677,Speed,Speed,False
478,120,5,0.38419394700000004,53.95439446,99.96,10.0,11,3.15175,3.7489,1.1004,1.1004,1,0.8908389684786542,Speed,Speed,False
36,120,5,0.308553684,51.2,150.85,6.666666667,7,2.2616,2.4745,1.61155,2.1215,2,-0.2194861116832314,Speed,Accuracy,False
933,120,5,0.382399459,57.64968153,158.38,6.666666667,12,3.420633333,7.0755,1.2832,1.4656,2,3.7019373811761014,Speed,Speed,False
476,120,5,0.38419394700000004,29.83832215,71.83,10.0,11,3.28985,3.925,0.9554,0.9554,1,0.2954596385684525,Speed,Speed,False
474,120,5,0.38419394700000004,44.24253247,104.83,10.0,14,3.2406,4.8122,1.8330000000000002,1.8330000000000002,1,1.6440092988240238,Speed,Speed,False
361,120,5,0.31691631600000003,41.62045346,109.32,3.333333333,8,1.3008,2.4831,1.1442,1.6827,5,-0.5136250359250809,Speed,Accuracy,False
870,120,5,0.39416947399999996,52.16276471,107.87,2.5,5,1.304975,2.0652,0.622442857,1.0294,7,-0.9957964700218938,Speed,Accuracy,False
144,120,5,0.197858158,38.110625,85.72,10.0,20,2.43485,4.5592,0.153,0.153,1,2.5592027102181945,Speed,Speed,False
294,120,5,0.469810526,46.98773788,101.49,5.0,10,2.9541,5.9911,1.3969999999999998,1.6183,3,2.789549824138824,Speed,Speed,False
385,80,3,0.31691631600000003,37.86899384,77.21,4.0,8,1.94022,3.1375,1.2228,1.5149,4,-0.5217015418327193,Speed,Accuracy,False
2,80,3,0.308553684,26.66119355,69.16,6.666666667,8,2.060633333,2.4747,1.3429,1.3780000000000001,2,-1.0381713281584481,Speed,Accuracy,False
396,80,3,0.31691631600000003,24.10152062,63.41,4.0,7,1.45892,2.4037,1.189125,1.7232,4,-1.1375435826292843,Speed,Accuracy,False
849,80,3,0.39416947399999996,64.64191489,132.58,6.666666667,11,3.0767,5.4704,2.57425,5.0046,2,0.9997338437924626,Speed,Speed,False
194,80,3,0.393889211,35.80375723,74.54,5.0,8,2.540425,3.475,1.9713666669999999,2.3357,3,-0.6423466096898593,Speed,Accuracy,False
940,80,3,0.382399459,29.69770297,69.82,5.0,8,2.56615,3.9573,1.559666667,1.7890000000000001,3,-0.052476870735738146,Speed,Accuracy,False
563,80,3,0.264108158,35.21406926,78.34,20.0,20,5.2698,5.2698,0.0,0.0,0,2.2823955874181436,Speed,Speed,False
948,80,3,0.382399459,37.8660217,92.97,5.0,8,2.9484,4.6908,1.560133333,1.7875,3,1.2414601178917408,Speed,Speed,False
121,80,3,0.197858158,23.64095477,53.16,20.0,20,4.47,4.47,0.0,0.0,0,1.6604524800371863,Speed,Speed,False
135,80,3,0.197858158,31.37885845,63.19,20.0,20,4.9685,4.9685,0.0,0.0,0,2.0366208496617517,Speed,Speed,False
640,80,3,0.184142105,28.2721256,54.32,10.0,11,2.15195,2.2421,0.8998,0.8998,1,-1.0451852889822177,Speed,Accuracy,False
944,80,3,0.382399459,35.30687636,106.26,5.0,8,2.20435,3.6632,1.9441,2.4056,3,0.44192631647150193,Speed,Speed,False
561,80,3,0.264108158,95.96682836,137.39,20.0,20,6.1733,6.1733,0.0,0.0,0,1.7137685947138905,Speed,Speed,False
309,80,3,0.469810526,37.93334608,96.17,4.0,6,2.13374,3.2211,1.224875,1.7224,4,0.014327191573336506,Speed,Speed,False
457,80,3,0.38419394700000004,19.72563253,71.19,10.0,11,3.7268,3.9367,0.8298,0.8298,1,0.7637323014691972,Speed,Speed,False
123,80,3,0.197858158,36.36977987,70.11,4.0,20,1.3843,4.8439,0.23,0.3505,4,2.35036016140419,Speed,Speed,False
306,80,3,0.469810526,36.22784314,91.94,4.0,6,2.58906,4.5280000000000005,1.13875,1.3108,4,1.1623992887275634,Speed,Speed,False
859,80,3,0.39416947399999996,30.98278261,66.01,4.0,6,1.77836,2.5513,1.31525,2.4749,4,-1.4589058789236944,Speed,Accuracy,False
568,80,3,0.264108158,43.92457364,81.7,20.0,20,5.9234,5.9234,0.0,0.0,0,2.19963840291701,Speed,Speed,False
645,80,3,0.184142105,52.346861700000005,94.57,20.0,20,4.1971,4.1971,0.0,0.0,0,1.2900061694283593,Speed,Speed,False
514,80,3,0.286344211,32.98,78.8,6.666666667,12,2.4027,3.9645,0.48755,0.5565,2,1.1024889655250334,Speed,Speed,False
446,80,3,0.38419394700000004,39.39662614,104.96,10.0,11,3.3604,3.5851,2.7469,2.7469,1,-0.1916288104407542,Speed,Accuracy,False
501,80,3,0.286344211,30.332112300000002,84.16,4.0,9,1.56502,3.3657,0.5732,1.1048,4,0.5378282615968217,Speed,Speed,False
854,80,3,0.39416947399999996,45.59608856,111.41,6.666666667,10,3.8841666669999997,5.916,2.0966,2.1985,2,2.2392829714295956,Speed,Speed,False
970,80,3,0.387901155,26.78337571,64.17,4.0,5,1.9830400000000001,2.6768,4.867275,6.3713,4,-2.810277611298936,Accuracy,Accuracy,False
1447,80,3,0.403017105,21.89758547,90.46,5.0,7,2.4023,3.4303,1.5376,2.4746,3,0.41075007840209565,Accuracy,Speed,False
1457,80,3,0.403017105,35.95495164,80.47,5.0,7,2.571625,3.1289,1.834233333,2.1305,3,-0.6866169045052786,Accuracy,Accuracy,False
1811,80,3,0.226100263,26.81678112,48.59,10.0,10,2.37785,2.4445,1.3753,1.3753,1,-1.2670999128292735,Accuracy,Accuracy,False
1105,80,3,0.254892354,32.64686667,74.02,3.333333333,5,0.9985,1.6761,0.52798,0.6931,5,-1.7392606328025906,Accuracy,Accuracy,False
1236,80,3,0.223630789,26.22941176,61.09,10.0,13,2.8658,2.9964,2.5407,2.5407,1,-0.7715694444593666,Accuracy,Accuracy,False
1171,80,3,0.27560500000000004,27.80003236,53.9,5.0,7,1.5053,1.8252,0.943433333,1.2408,3,-1.7781334071208832,Accuracy,Accuracy,False
1115,80,3,0.254892354,21.69863469,63.92,2.5,4,0.5432,1.0232,0.623685714,0.8293,7,-1.974800314085421,Accuracy,Accuracy,False
1166,80,3,0.27560500000000004,20.441777,63.5,10.0,12,3.12775,3.5007,0.9671,0.9671,1,0.16887911994104599,Accuracy,Speed,False
974,80,3,0.387901155,16.72745645,58.83,5.0,7,2.540775,3.0801,3.2265666669999997,3.7716,3,-1.055797121349535,Accuracy,Accuracy,False
1163,80,3,0.27560500000000004,24.39948097,58.85,6.666666667,8,1.9112333330000002,2.3384,1.2409999999999999,1.3763,2,-1.3152369929049357,Accuracy,Accuracy,False
1661,80,3,0.211221579,31.74841004,64.25,5.0,7,1.1259,1.5084,1.081033333,1.5833,3,-2.1411145191213947,Accuracy,Accuracy,False
1226,80,3,0.223630789,14.95737201,43.61,6.666666667,11,2.0764,2.5813,0.8966,1.0332,2,-0.79626946406119,Accuracy,Accuracy,False
1233,80,3,0.223630789,30.79188153,68.03,6.666666667,12,1.930266667,2.9761,1.03335,1.1705,2,-0.24494670609123403,Accuracy,Accuracy,False
973,80,3,0.387901155,30.09030303,66.17,6.666666667,8,2.8264,3.6575,4.53075,4.8731,2,-1.8954208870024942,Accuracy,Accuracy,False
1553,80,3,0.451450497,33.49,74.33,6.666666667,9,3.1442,4.1657,1.10215,1.5819999999999999,2,0.4416493400553989,Accuracy,Speed,False
1418,80,3,0.442727895,35.99442834,106.57,3.333333333,5,2.051383333,3.2769999999999997,1.36382,2.1992,5,0.13298310070752706,Accuracy,Speed,False
1808,80,3,0.226100263,33.54191336,87.19,10.0,11,2.8645,3.0003,1.719,1.719,1,-0.28968354889922665,Accuracy,Accuracy,False
1865,80,3,0.28958236800000003,29.127978999999996,79.19,10.0,13,4.1934,5.4493,1.4464,1.4464,1,1.8382524572401806,Accuracy,Speed,False
1359,80,3,0.40496973700000005,26.2017603,51.18,4.0,9,0.9744799999999999,2.8914,0.7622,0.9682,4,-1.0178549901291873,Accuracy,Accuracy,False
1108,80,3,0.254892354,26.70425676,80.99,3.333333333,5,0.92495,1.2665,0.62366,1.0346,5,-1.7737657093776917,Accuracy,Accuracy,False
1541,80,3,0.451450497,23.64248352,49.33,6.666666667,9,3.4601666669999998,4.716,0.5539999999999999,0.6225,2,0.1769115948175184,Accuracy,Speed,False
1116,80,3,0.254892354,29.07964567,57.05,2.857142857,4,0.641742857,1.1194,0.612,0.7605,6,-2.3538309353142424,Accuracy,Accuracy,False
1172,80,3,0.27560500000000004,17.812358800000002,45.72,6.666666667,7,2.0553,2.2983,1.0018,1.105,2,-1.2421850507102974,Accuracy,Accuracy,False
722,120,5,0.18430421100000002,28.10571429,58.61,20.0,20,4.0466,4.0466,0.0,0.0,0,2.0512186621330173,Speed,Speed,False
595,120,5,0.264108158,48.71841549,121.86,10.0,12,3.1143,4.0277,0.9585,0.9585,1,1.1929587981651437,Speed,Speed,False
157,120,5,0.197858158,63.32,124.06,10.0,20,2.38815,4.4903,0.2996,0.2996,1,2.108109873021597,Speed,Speed,False
37,120,5,0.308553684,32.79362776,82.21,6.666666667,12,2.1028,3.5469999999999997,1.57415,1.611,2,0.5579882257164925,Speed,Speed,False
178,120,5,0.393889211,40.23251812,110.31,3.333333333,7,1.78385,3.2796,1.3951799999999999,1.7612,5,0.2391137022964429,Speed,Speed,False
173,120,5,0.393889211,38.55508876,106.19,4.0,6,1.9441,2.747,1.666625,1.9041,4,-0.477364090706935,Speed,Accuracy,False
467,120,5,0.38419394700000004,74.58443038,144.59,10.0,10,3.3153,3.7221,2.1233,2.1233,1,0.5321399044951889,Speed,Speed,False
33,120,5,0.308553684,37.17700748,97.01,4.0,6,1.31946,2.1265,2.057725,2.7007,4,-1.3785489412839453,Speed,Accuracy,False
871,120,5,0.39416947399999996,71.82978667,190.32,5.0,9,1.9041,3.5771,1.0779,1.9055,3,0.9990800563774442,Speed,Speed,False
726,120,5,0.18430421100000002,45.74025,87.1,20.0,20,4.4732,4.4732,0.0,0.0,0,2.0932398670933097,Speed,Speed,False
734,120,5,0.18430421100000002,29.86937173,60.17,20.0,20,4.2262,4.2262,0.0,0.0,0,2.079225176101552,Speed,Speed,False
168,120,5,0.393889211,46.57920771,117.89,4.0,7,1.7554599999999998,2.8073,1.61335,1.9776,4,-0.2676601160858283,Speed,Accuracy,False
591,120,5,0.264108158,58.27927215,111.51,10.0,11,3.39145,3.7525,1.6155,1.6155,1,0.7572758133227424,Speed,Speed,False
172,120,5,0.393889211,53.53050467,126.37,3.333333333,7,1.69685,4.1329,1.4373200000000002,1.9761,5,1.102982897038494,Speed,Speed,False
596,120,5,0.264108158,52.40820433,106.31,10.0,10,3.639,3.9686,1.6853,1.6853,1,0.7339782585090759,Speed,Speed,False
293,120,5,0.469810526,65.23244444,154.66,4.0,7,2.53998,4.1301,1.74045,2.0489,4,1.0391732934240352,Speed,Speed,False
32,120,5,0.308553684,58.12298667,141.79,5.0,9,1.741075,2.6293,1.7321666669999998,2.3417,3,-0.4461274798761039,Speed,Accuracy,False
583,120,5,0.264108158,52.48123377,105.37,10.0,14,3.43095,5.5919,0.7373,0.7373,1,2.6536427990254268,Speed,Speed,False
151,120,5,0.197858158,92.86323171,177.66,5.0,13,1.71705,3.3423,0.6642,1.031,3,1.3435461018938,Speed,Speed,False
667,120,5,0.184142105,36.78240476,87.93,6.666666667,12,2.978933333,4.0123,1.4314,1.9080000000000001,2,0.8893967029537251,Speed,Speed,False
371,120,5,0.31691631600000003,35.76289855,109.29,3.333333333,5,1.5016833330000001,2.5449,1.36362,1.7568,5,-0.7412723225252122,Speed,Accuracy,False
480,120,5,0.286344211,24.15786207,67.59,5.0,7,1.574825,2.1297,0.275,0.2993,3,-1.3087180256295525,Speed,Accuracy,False
141,120,5,0.197858158,71.90271111,134.16,10.0,20,2.5016,4.7176,0.226,0.226,1,2.235329498112499,Speed,Speed,False
26,120,5,0.308553684,51.12616915,125.14,5.0,9,1.704325,3.0861,2.5064666669999998,2.7734,3,-0.3526785137362296,Speed,Accuracy,False
1208,120,5,0.223630789,43.326171,96.85,10.0,12,2.67015,2.9478,2.2675,2.2675,1,-0.19018812980174715,Accuracy,Accuracy,False
1704,120,5,0.258833158,50.79047776,107.26,2.0,6,1.19661,2.3056,0.737911111,1.6881,9,-0.9996114348317562,Accuracy,Accuracy,False
