,Radius,Noise,IKINumber,MeanDeviation,MaxDeviation,MeanNrDigits,MaxNrDigits,MeanTimeTypingWindow,MaxTimeTypingWindow,MeanTrackingTime,MaxTrackingTime,TrackingWindowVisitCounter,distance,PayOffFunction,prediction,is_test
1560,120,3,0.451450497,31.51794271,82.42,10.0,13,4.3342,5.6076,1.9797,1.9797,1,0.5153717939366587,Accuracy,Speed,False
1746,120,3,0.258833158,34.86942708,80.75,5.0,7,2.0128,3.2346,0.8593333329999999,1.3218,3,-1.700574362371519,Accuracy,Accuracy,False
1046,120,3,0.254892354,19.71403333,46.89,5.0,8,1.5546,2.3545,0.614766667,0.6628,3,-1.9774319445674493,Accuracy,Accuracy,False
1243,120,3,0.223630789,56.52591928,124.63,20.0,20,5.0714,5.0714,0.0,0.0,0,0.2716329602529939,Accuracy,Speed,False
1745,120,3,0.258833158,28.51409241,66.55,6.666666667,10,2.2559,3.2916,0.26215,0.2983,2,-1.3563169377911137,Accuracy,Accuracy,False
1145,120,3,0.27560500000000004,33.44456456,67.55,6.666666667,8,2.3289,2.7089,1.1029,1.2486,2,-2.1485710925444366,Accuracy,Accuracy,False
1240,120,3,0.223630789,43.05747405,90.28,10.0,13,3.21775,3.4724,0.5905,0.5905,1,-0.6217972204591362,Accuracy,Accuracy,False
1794,120,3,0.226100263,22.77238971,52.68,10.0,12,2.86335,3.2389,1.4678,1.4678,1,-0.9845194069364354,Accuracy,Accuracy,False
1506,120,3,0.403017105,35.81642308,72.15,5.0,7,2.7971,3.4985,1.149966667,1.3212,3,-1.634917280734605,Accuracy,Accuracy,False
1149,120,3,0.27560500000000004,39.50990164,69.79,10.0,13,3.34045,4.5203,1.0267,1.0267,1,-0.3430912770066854,Accuracy,Accuracy,False
1501,120,3,0.403017105,58.81814645,111.76,10.0,11,4.71305,5.4974,2.779,2.779,1,-0.06918990349003451,Accuracy,Accuracy,False
1024,120,3,0.387901155,43.94054313,94.47,5.0,6,2.134525,2.2761,6.270466667000001,11.6616,3,-4.728619376724161,Accuracy,Accuracy,False
1504,120,3,0.403017105,58.17914201,142.03,10.0,13,3.8393,4.8178,0.5905,0.5905,1,0.32217069899736117,Accuracy,Speed,False
1035,120,3,0.387901155,37.46342342,96.55,6.666666667,11,2.6439999999999997,4.4928,3.76005,6.343,2,-0.9999235974913674,Accuracy,Accuracy,False
1293,120,3,0.40496973700000005,20.90272401,49.51,10.0,16,3.0634,5.2893,0.8807,0.8807,1,0.4427453487486517,Accuracy,Speed,False
1391,120,3,0.442727895,42.7218408,92.4,4.0,7,2.46632,4.2107,1.48585,1.5411,4,-0.5861775670982681,Accuracy,Accuracy,False
1519,120,3,0.403017105,50.40543326,100.8,10.0,12,4.89875,5.122999999999999,1.8305,1.8305,1,0.11268153466438235,Accuracy,Speed,False
1564,120,3,0.451450497,30.29617711,87.55,6.666666667,9,3.3351,4.7659,1.393,2.1953,2,-0.27312932884921537,Accuracy,Accuracy,False
1558,80,3,0.451450497,42.50613779,110.91,5.0,8,2.5658,4.312,0.975566667,1.5619999999999998,3,1.4649966363616684,Accuracy,Speed,False
1221,80,3,0.223630789,37.91894895,107.12,6.666666667,9,2.1116,2.7671,1.921,2.6696,2,-0.5855716547835002,Accuracy,Accuracy,False
1876,80,3,0.28958236800000003,42.16856757,91.53,6.666666667,9,2.478033333,3.1412,1.68705,1.8584,2,-0.3729226604203788,Accuracy,Accuracy,False
1874,80,3,0.28958236800000003,24.04333333,64.58,6.666666667,11,2.5379,3.5245,0.9331,1.5151,2,0.10352753965356243,Accuracy,Speed,False
1673,80,3,0.211221579,17.63148148,44.53,5.0,7,1.1055,1.3802,0.8976,1.1036,3,-1.650613388173376,Accuracy,Accuracy,False
1552,80,3,0.451450497,27.71627273,78.82,5.0,7,2.915725,3.7525,1.3314,1.7884,3,0.39660840325826285,Accuracy,Speed,False
1231,80,3,0.223630789,32.34085246,57.77,6.666666667,8,1.8612,2.5589,1.99265,2.4717,2,-2.0072773818177367,Accuracy,Accuracy,False
1412,80,3,0.442727895,40.89269481,98.9,4.0,6,2.42406,3.7523,1.9944,2.8153,4,0.02798655940728878,Accuracy,Speed,False
1804,80,3,0.226100263,52.84512915,107.29,10.0,12,2.7764,3.3526,1.7878,1.7878,1,-0.07927477247073256,Accuracy,Accuracy,False
1443,80,3,0.403017105,28.03393593,53.92,5.0,7,2.32905,3.3308,0.975733333,1.1032,3,-0.9033173599090034,Accuracy,Accuracy,False
979,80,3,0.387901155,35.97485337,120.29,4.0,7,1.8632799999999998,3.5778,4.817225,7.4689,4,-1.2063086000201722,Accuracy,Accuracy,False
1222,80,3,0.223630789,27.57869707,59.5,6.666666667,12,1.978466667,3.1482,1.58295,1.9248,2,-0.6449694145336409,Accuracy,Accuracy,False
1693,80,3,0.258833158,20.39975779,46.84,5.0,7,1.341575,1.9307,1.127533333,1.3107,3,-1.5699065700185812,Accuracy,Accuracy,False
961,80,3,0.387901155,21.96819005,53.1,4.0,6,1.9130200000000002,2.4521,4.630575,6.6522,4,-2.5284182369319907,Accuracy,Accuracy,False
976,80,3,0.387901155,31.77960057,92.17,2.857142857,4,1.4971571430000001,2.2430000000000003,2.87085,4.3892,6,-1.9104961645893965,Accuracy,Accuracy,False
1349,80,3,0.40496973700000005,31.87125,65.24,2.222222222,11,0.7258,3.5516,0.7266625,1.2402,8,0.12445507149971746,Accuracy,Speed,False
1102,80,3,0.254892354,28.28088435,52.34,2.857142857,5,0.744342857,1.3186,0.62365,0.8991,6,-2.0744164998170547,Accuracy,Accuracy,False
1675,80,3,0.211221579,20.39902985,57.2,5.0,7,1.194425,1.7063,1.1035,1.2421,3,-1.6695679367485283,Accuracy,Accuracy,False
965,80,3,0.387901155,29.29332209,55.56,4.0,6,1.80808,2.9001,3.566175,5.2756,4,-2.537837624753699,Accuracy,Accuracy,False
1680,80,3,0.258833158,46.88057377,100.12,20.0,20,5.5531,5.5531,0.0,0.0,0,1.9218451679230455,Accuracy,Speed,False
1698,80,3,0.258833158,25.70395105,57.87,6.666666667,8,1.9027666669999999,2.1634,1.17195,1.3783,2,-1.4448363656114154,Accuracy,Accuracy,False
1407,80,3,0.442727895,33.55364421,71.88,4.0,5,2.3362,2.7022,1.6512,2.4717,4,-1.398648995783553,Accuracy,Accuracy,False
1402,80,3,0.442727895,22.910703299999998,71.35,4.0,7,1.90678,2.7688,0.846525,1.1031,4,-0.2892444524932145,Accuracy,Accuracy,False
1685,80,3,0.258833158,25.34586572,48.87,6.666666667,8,1.8696,2.1088,1.2054,1.5136,2,-1.6083761538449082,Accuracy,Accuracy,False
1725,80,5,0.258833158,40.50793003,138.57,5.0,7,1.509875,1.9557,1.7219333330000002,2.1327,3,-0.02289168410418796,Accuracy,Accuracy,False
1917,80,5,0.28958236800000003,39.12873096,80.91,4.0,5,1.4741600000000001,2.1529,1.2414,1.3774,4,-0.8709546467787206,Accuracy,Accuracy,False
1120,80,5,0.27560500000000004,23.08980831,58.85,4.0,6,1.1593,1.5769,0.93225,1.104,4,-1.0495188835626479,Accuracy,Accuracy,False
1768,80,5,0.226100263,23.94812883,60.85,5.0,6,1.573125,2.0469,1.103233333,1.3083,3,-0.908244666416401,Accuracy,Accuracy,False
1079,80,5,0.254892354,30.29338279,77.92,1.8181818180000002,4,0.40523636399999996,0.5911,0.8296399999999999,1.2411,10,-1.842744149334969,Accuracy,Accuracy,False
1911,80,5,0.28958236800000003,43.84246787,150.61,5.0,10,1.83815,3.3306,1.5085333330000001,1.9079,3,1.6590050894937534,Accuracy,Speed,False
1497,80,5,0.403017105,53.25710294,103.67,2.857142857,3,1.757128571,2.296,1.927183333,2.7494,6,-0.9994743151926215,Accuracy,Accuracy,False
1722,80,5,0.258833158,32.38448101,78.16,3.333333333,4,1.191333333,1.5687,1.03674,1.4481,5,-1.2290861103980362,Accuracy,Accuracy,False
1628,80,5,0.211221579,37.89818792,93.26,6.666666667,10,1.9132333330000002,3.0964,1.48125,1.8571,2,0.9786509707802296,Accuracy,Speed,False
1636,80,5,0.211221579,31.54730038,79.37,5.0,7,1.1999,1.3723,0.988966667,1.1712,3,-0.897295006069946,Accuracy,Accuracy,False
1003,80,5,0.387901155,37.94992416,105.2,4.0,6,1.9074400000000002,2.2723,8.8584,24.5274,4,-5.424677850323285,Accuracy,Accuracy,False
1590,80,5,0.451450497,34.38366435,117.39,1.428571429,3,0.8300714290000001,2.1165,2.640915385,6.7221,13,-0.9517624057506211,Accuracy,Accuracy,False
1131,80,5,0.27560500000000004,23.34757835,70.71,2.857142857,5,0.797157143,1.2195,1.115216667,1.6514,6,-1.1640798586762386,Accuracy,Accuracy,False
1909,80,5,0.28958236800000003,65.45605327,152.43,5.0,8,1.8456,2.3966,2.0873,2.7529,3,0.8364480966236059,Accuracy,Speed,False
1494,80,5,0.403017105,48.34985348,138.43,2.857142857,4,1.4798142859999999,2.1669,1.14945,1.4463,6,0.48420911146912005,Accuracy,Speed,False
1306,80,5,0.40496973700000005,26.63524558,87.96,2.0,3,0.73322,1.0377,1.354066667,2.1985,9,-1.3975466683613078,Accuracy,Accuracy,False
1127,80,5,0.27560500000000004,31.20706704,97.64,3.333333333,5,0.94675,1.6277,1.39204,1.8583,5,-0.626353024313623,Accuracy,Accuracy,False
1309,80,5,0.40496973700000005,32.80384615,74.3,1.6666666669999999,3,0.5987583329999999,0.91,0.8790090909999999,1.445,11,-1.90243547316458,Accuracy,Accuracy,False
1015,80,5,0.387901155,81.53534296,169.9,10.0,11,4.80015,5.6954,10.0502,10.0502,1,-2.327932103021105,Accuracy,Accuracy,False
1002,80,5,0.387901155,49.30120619,149.36,6.666666667,11,2.677666667,4.8492,21.3455,36.6436,2,-11.542583331710198,Accuracy,Accuracy,False
1000,80,5,0.387901155,50.31409615,144.4,3.333333333,6,1.8332,2.7005,7.8915,15.4822,5,-3.0544694826095267,Accuracy,Accuracy,False
1918,80,5,0.28958236800000003,28.717188500000002,63.01,6.666666667,8,2.1443,2.4623,1.1051,1.3107,2,-0.4707022575322455,Accuracy,Accuracy,False
1770,80,5,0.226100263,45.701,118.59,5.0,7,1.3719999999999999,2.0225,1.4897666669999998,1.9941,3,0.1308806257386621,Accuracy,Speed,False
1014,80,5,0.387901155,45.23411429,126.2,5.0,6,2.226675,2.6991,11.21926667,18.3108,3,-5.51311604984425,Accuracy,Accuracy,False
261,80,5,0.469810526,62.88172764,148.07,2.0,5,2.03799,3.8469,1.047288889,2.7493,9,2.0808931047765853,Speed,Speed,False
900,80,5,0.382399459,64.27322772,166.19,10.0,12,5.5385,6.4391,2.68,2.68,1,2.5117004534482774,Speed,Speed,False
411,80,5,0.38419394700000004,37.28011799,83.81,6.666666667,8,2.2345666669999997,2.4775,1.96165,2.3398,2,-0.2693666231629024,Speed,Accuracy,False
231,80,5,0.393889211,32.36902703,93.56,2.857142857,4,1.326228571,1.7188,1.90345,3.1629,6,-0.8929508389234044,Speed,Accuracy,False
353,80,5,0.31691631600000003,60.53442455,146.03,6.666666667,11,2.144933333,3.3191,3.74685,4.6677,2,0.562642393046481,Speed,Speed,False
913,80,5,0.382399459,38.07040516,104.36,4.0,6,1.94386,3.1269,2.18065,2.678,4,0.7454400774712511,Speed,Speed,False
343,80,5,0.31691631600000003,35.37039861,80.33,5.0,9,2.659325,4.3967,2.862,3.1577,3,0.8971928911844387,Speed,Speed,False
89,80,5,0.197858158,27.43390476,69.2,5.0,6,1.549825,1.7892,0.988066667,1.0333,3,-0.8932929240829637,Speed,Accuracy,False
87,80,5,0.197858158,32.10732558,68.36,6.666666667,8,1.7119666669999998,2.2665,0.96605,1.0343,2,-0.5727356660610141,Speed,Accuracy,False
275,80,5,0.469810526,42.12223938,101.62,2.857142857,8,2.129914286,4.3076,1.870066667,3.1634,6,2.139810407834837,Speed,Speed,False
228,80,5,0.393889211,44.98290133,156.5,2.857142857,6,1.633385714,2.7732,2.1650166669999997,2.5448,6,0.9990508214924674,Speed,Speed,False
278,80,5,0.469810526,42.0297351,124.42,2.5,5,1.7813,3.3522,1.5418428569999998,3.5511,7,1.4994510291144323,Speed,Speed,False
45,80,5,0.308553684,28.62122,96.93,2.857142857,6,1.1327714290000002,2.05,1.7426166669999998,2.4035,6,-0.04500034468468783,Speed,Accuracy,False
541,80,5,0.286344211,35.61129032,75.92,5.0,7,1.85715,2.74,0.3731,0.419,3,0.2511522144427616,Speed,Speed,False
904,80,5,0.382399459,56.98686028,138.31,4.0,8,2.4548,4.437,2.148475,2.4714,4,2.3364066896236935,Speed,Speed,False
808,80,5,0.39416947399999996,70.85558648,141.31,5.0,7,2.662425,3.3145,1.203433333,1.5441,3,1.7710605489625735,Speed,Speed,False
80,80,5,0.197858158,47.62627986,117.32,6.666666667,9,1.8768,2.3661,1.5106,1.6434,2,0.6348844873423403,Speed,Speed,False
84,80,5,0.197858158,49.04458042,114.09,5.0,13,1.5925666669999998,2.9495,-1.845366667,1.6516,2,3.3911536371581477,Speed,Speed,False
547,80,5,0.286344211,45.24994536,104.49,4.0,7,1.47136,2.7365,0.72655,1.3797,4,0.9957672518860434,Speed,Speed,False
807,80,5,0.39416947399999996,40.059956799999995,91.2,4.0,5,1.93418,2.3486,0.830125,1.2419,4,0.07432291411272018,Speed,Speed,False
42,80,5,0.308553684,27.07642667,91.42,3.333333333,7,1.109216667,2.0044,1.0885200000000002,1.3763,5,0.21475302816794084,Speed,Speed,False
791,80,5,0.18430421100000002,57.13526316,115.4,6.666666667,9,1.6459,2.2912,1.5181,1.6561,2,0.5535281561036598,Speed,Speed,False
811,80,5,0.39416947399999996,47.43220721,112.01,5.0,9,2.341375,4.4872,1.013433333,1.2422,3,2.9123222747734943,Speed,Speed,False
801,80,5,0.39416947399999996,95.06655072,175.67,10.0,15,3.78895,5.1502,1.3777,1.3777,1,3.999370666306966,Speed,Speed,False
62,120,3,0.308553684,23.89654545,43.4,10.0,12,3.02645,3.1654,0.8079,0.8079,1,-1.108980870003954,Speed,Accuracy,False
626,120,3,0.264108158,18.81663866,37.02,20.0,20,5.4484,5.4484,0.0,0.0,0,0.9995857706904943,Speed,Speed,False
621,120,3,0.264108158,36.33201493,59.63,20.0,20,6.1528,6.1528,0.0,0.0,0,1.1122657437038086,Speed,Speed,False
207,120,3,0.393889211,33.67343964,62.67,6.666666667,13,3.2204,6.2022,1.0273,1.538,2,0.44033281815917036,Speed,Speed,False
115,120,3,0.197858158,36.52692857,64.29,10.0,20,3.16465,5.9932,0.2986,0.2986,1,1.7624185983888836,Speed,Speed,False
765,120,3,0.18430421100000002,19.62995349,48.6,20.0,20,4.8302,4.8302,0.0,0.0,0,1.0040654825120399,Speed,Speed,False
331,120,3,0.31691631600000003,58.467042799999994,94.04,20.0,20,6.2043,6.2043,0.0,0.0,0,1.0987977105789994,Speed,Speed,False
258,120,3,0.469810526,39.33227444,85.65,20.0,20,12.7043,12.7043,0.0,0.0,0,2.529644842740943,Speed,Speed,False
208,120,3,0.393889211,22.86740933,54.09,10.0,17,4.33935,6.382000000000001,1.2474,1.2474,1,1.1228895261546157,Speed,Speed,False
534,120,3,0.286344211,58.423983400000004,87.17,10.0,10,2.6772,3.1455,0.2989,0.2989,1,-0.9684636829206212,Speed,Accuracy,False
325,120,3,0.31691631600000003,77.37021084,137.06,20.0,20,7.7976,7.7976,0.0,0.0,0,1.051248122768932,Speed,Speed,False
880,120,3,0.382399459,26.41718905,61.52,5.0,8,2.059975,3.4045,1.1504,1.4663,3,-1.5562658676242265,Speed,Accuracy,False
72,120,3,0.308553684,28.46013986,66.87,10.0,11,3.0267,3.4113,1.6103,1.6103,1,-1.209545774467749,Speed,Accuracy,False
241,120,3,0.469810526,43.61553299,104.09,20.0,20,9.3422,9.3422,0.0,0.0,0,2.2625008032250733,Speed,Speed,False
113,120,3,0.197858158,24.74269962,49.16,5.0,16,1.40415,3.4541,0.3234,0.4454,3,0.0252985657592788,Speed,Speed,False
701,120,3,0.184142105,47.354,69.8,20.0,20,4.6013,4.6013,0.0,0.0,0,0.9298277153898269,Speed,Speed,False
525,120,3,0.286344211,36.02721649,79.91,20.0,20,6.774,6.774,0.0,0.0,0,1.333147585846639,Speed,Speed,False
200,120,3,0.393889211,38.34571705,70.61,5.0,8,2.7181,4.6158,1.320133333,1.6858,3,-0.9858711783584724,Speed,Accuracy,False
103,120,3,0.197858158,22.81053279,43.78,6.666666667,11,1.593766667,2.4435,1.06635,1.3223,2,-1.4621411453908806,Speed,Accuracy,False
767,120,3,0.18430421100000002,50.73024631,95.84,20.0,20,4.5512,4.5512,0.0,0.0,0,0.6613933013918611,Speed,Speed,False
203,120,3,0.393889211,46.80740175,81.03,5.0,10,2.397825,4.615,1.1742,1.7578,3,-0.3549692252099632,Speed,Accuracy,False
763,120,3,0.18430421100000002,59.85301887,85.67,20.0,20,4.7321,4.7321,0.0,0.0,0,0.8619543583712428,Speed,Speed,False
426,120,3,0.38419394700000004,26.2672479,57.76,10.0,12,5.34495,6.2762,1.7607,1.7607,1,0.054789503359536695,Speed,Speed,False
776,120,3,0.18430421100000002,66.5805,136.65,20.0,20,4.0508,4.0508,0.0,0.0,0,-0.11549299096741805,Speed,Accuracy,False
1858,120,5,0.28958236800000003,29.1358961,71.45,5.0,7,1.922525,2.5845,1.271966667,1.3937,3,-1.0072844305349165,Accuracy,Accuracy,False
1432,120,5,0.442727895,36.1888,116.85,3.333333333,5,1.84305,2.471,1.8742599999999998,2.4835,5,-0.8381201760763517,Accuracy,Accuracy,False
1707,120,5,0.258833158,54.86300971,133.52,6.666666667,8,2.0619,2.7584,1.3961,2.4935,2,-0.1936646895312535,Accuracy,Accuracy,False
1326,120,5,0.40496973700000005,87.62016173,195.82,10.0,14,3.7525,5.6358,3.3492,3.3492,1,-0.3468910943510153,Accuracy,Accuracy,False
1472,120,5,0.403017105,51.40301818,175.25,4.0,5,2.19904,2.7979,1.64655,2.1966,4,1.0705904660343677,Accuracy,Speed,False
1184,120,5,0.27560500000000004,40.78520492,64.77,10.0,11,2.6022,2.8121,0.9575,0.9575,1,-0.6372947416507415,Accuracy,Accuracy,False
1423,120,5,0.442727895,39.19828185,109.52,3.333333333,5,1.675883333,2.2115,1.27654,2.1967,5,-0.9808491647809134,Accuracy,Accuracy,False
982,120,5,0.387901155,52.60582792,146.94,5.0,8,2.72865,3.2322,3.7453,5.3232,3,-0.9999270948554155,Accuracy,Accuracy,False
1838,120,5,0.226100263,52.18623318,93.84,10.0,11,2.31415,2.3363,1.1743,1.1743,1,-0.2903005555785896,Accuracy,Accuracy,False
1477,120,5,0.403017105,63.60931567,146.73,4.0,6,1.8388400000000003,2.3254,1.06595,1.5405,4,-0.25936507769863937,Accuracy,Accuracy,False
1649,120,5,0.211221579,33.87140562,89.53,6.666666667,9,1.5572,1.8878,1.2862,1.6156,2,-1.2422679925618851,Accuracy,Accuracy,False
1473,120,5,0.403017105,72.70110057,135.55,4.0,6,2.17394,3.2757,1.19335,1.396,4,0.22418977735600976,Accuracy,Speed,False
1088,120,5,0.254892354,40.46907121,78.64,2.5,4,0.696725,1.5032,0.6955428570000001,0.9551,7,-2.1676592203024185,Accuracy,Accuracy,False
1187,120,5,0.27560500000000004,57.43859375,99.8,6.666666667,9,2.071533333,2.5709,1.7228,2.1253,2,-0.5010840864373378,Accuracy,Accuracy,False
1202,120,5,0.223630789,56.65481229,145.61,6.666666667,9,1.8849333330000002,2.4415,1.8268,2.191,2,-0.5732757039790428,Accuracy,Accuracy,False
1214,120,5,0.223630789,39.25184397,123.48,6.666666667,8,1.903966667,2.3102,1.0258,1.0993,2,-0.815129076964574,Accuracy,Accuracy,False
1087,120,5,0.254892354,26.25215488,57.92,3.333333333,4,0.889216667,1.2924,0.7800600000000001,1.1004,5,-2.3222625773132606,Accuracy,Accuracy,False
1650,120,5,0.211221579,34.93776892,89.41,6.666666667,9,1.5717,1.8625,1.35675,1.685,2,-1.254533959459529,Accuracy,Accuracy,False
1328,120,5,0.40496973700000005,40.52962644,111.73,2.5,3,0.7026,0.9419,0.945685714,1.6865,7,-2.42963853232299,Accuracy,Accuracy,False
1332,120,5,0.40496973700000005,38.34895385,74.68,5.0,6,1.67285,1.9282,0.7847666670000001,0.9558,3,-1.6725770757350276,Accuracy,Accuracy,False
1640,120,5,0.211221579,52.69178182,106.71,6.666666667,8,1.8529333330000002,2.2393,0.8463,0.9559,2,-0.47011635490161297,Accuracy,Accuracy,False
1529,120,5,0.451450497,44.33274376,95.35,2.5,4,1.0398125,1.8974,0.7778857140000001,0.9562,7,-1.3979409641649383,Accuracy,Accuracy,False
1832,120,5,0.226100263,50.93282392,97.66,6.666666667,9,2.029233333,2.5652,1.21095,1.3219,2,-0.35902471649205125,Accuracy,Accuracy,False
980,120,5,0.387901155,44.96752727,117.04,5.0,6,2.39825,2.8008,3.619733333,4.5277,3,-1.1844063908744076,Accuracy,Accuracy,False
661,120,5,0.184142105,42.76062731,92.38,6.666666667,10,1.8544666669999998,2.5947,0.88235,1.2473,2,-0.3080176909151007,Speed,Accuracy,False
491,120,5,0.286344211,57.62600671,119.16,4.0,6,1.20846,2.0005,0.57305,1.1012,4,-0.6780918500866093,Speed,Accuracy,False
875,120,5,0.39416947399999996,55.79114563,120.7,5.0,8,2.7111,3.7942,1.321866667,1.6139,3,0.906997727196206,Speed,Speed,False
731,120,5,0.18430421100000002,44.28341463,68.83,20.0,20,4.5360000000000005,4.5360000000000005,0.0,0.0,0,2.0685298266914813,Speed,Speed,False
738,120,5,0.18430421100000002,95.96700729999999,165.59,10.0,15,2.73195,4.2237,2.2729,2.2729,1,1.3801916988151461,Speed,Speed,False
876,120,5,0.39416947399999996,72.9833253,139.15,6.666666667,11,3.002233333,5.0846,1.1393,1.9069999999999998,2,1.8939205130338408,Speed,Speed,False
921,120,5,0.382399459,41.05177866,92.46,5.0,10,2.68625,6.3454,1.5379666669999998,1.755,3,2.7424522379971066,Speed,Speed,False
31,120,5,0.308553684,39.27426768,101.61,5.0,8,1.9674,3.1822,1.318366667,1.757,3,0.023154282139678628,Speed,Speed,False
166,120,5,0.393889211,55.31645923,161.07,5.0,9,2.3099,3.9828,1.7332,2.1188,3,1.1519907048928602,Speed,Speed,False
861,120,5,0.39416947399999996,93.80109005,170.5,6.666666667,15,2.852733333,5.9814,2.05435,2.4929,2,1.7078362306672332,Speed,Speed,False
580,120,5,0.264108158,64.20586207,151.8,10.0,13,3.2904,4.2566,2.4153,2.4153,1,0.46552864682269757,Speed,Speed,False
377,120,5,0.31691631600000003,64.38684350000001,133.19,5.0,8,1.84795,3.0345,1.3686666669999998,2.1237,3,0.1026684448023687,Speed,Speed,False
590,120,5,0.264108158,44.22612903,102.32,10.0,12,3.5744,4.505,0.884,0.884,1,1.4859210374442071,Speed,Speed,False
923,120,5,0.382399459,47.30040968,97.95,5.0,7,2.622125,3.8055,2.241766667,2.6307,3,0.18509682470165245,Speed,Speed,False
298,120,5,0.469810526,43.48670799,92.45,3.333333333,5,2.64535,4.8975,0.9122600000000001,1.4656,5,1.2333789229939,Speed,Speed,False
288,120,5,0.469810526,38.6352075,97.75,4.0,8,3.12158,4.308,1.688075,2.199,4,1.1680225394511652,Speed,Speed,False
373,120,5,0.31691631600000003,41.06679157,90.73,2.857142857,5,1.038342857,1.9053,1.270733333,1.6116,6,-1.4977989890083947,Speed,Accuracy,False
932,120,5,0.382399459,55.12158854,101.69,6.666666667,11,2.618566667,4.7171,1.6846,1.9753,2,1.5095436661062038,Speed,Speed,False
462,120,5,0.38419394700000004,31.60084691,73.59,10.0,11,3.35335,3.6953,1.1745,1.1745,1,0.20188447646672358,Speed,Speed,False
490,120,5,0.286344211,60.0602807,140.16,6.666666667,16,2.0135333330000003,4.1334,0.7016,1.0306,2,1.2227861655931136,Speed,Speed,False
362,120,5,0.31691631600000003,44.10975728,105.93,4.0,6,1.48996,2.5521,1.592525,2.3379,4,-0.7696436855395561,Speed,Accuracy,False
160,120,5,0.393889211,32.22914414,100.95,4.0,6,1.75958,2.4778,1.192275,1.9766,4,-0.811487250558109,Speed,Accuracy,False
927,120,5,0.382399459,48.54205011,124.32,5.0,9,2.1407,4.2365,1.7321333330000002,2.3397,3,1.1366377269596413,Speed,Speed,False
679,120,5,0.184142105,100.8284103,159.99,20.0,20,4.3469,4.3469,0.0,0.0,0,3.5892811759355325,Speed,Speed,False
395,80,3,0.31691631600000003,22.96091153,64.98,3.333333333,5,1.0883,1.692,1.1453,1.6525,5,-1.7008829000419539,Speed,Accuracy,False
654,80,3,0.184142105,23.80787234,53.71,20.0,20,4.1719,4.1719,0.0,0.0,0,1.5678327114161519,Speed,Speed,False
139,80,3,0.197858158,30.81365297,57.77,20.0,20,4.9461,4.9461,0.0,0.0,0,1.9440850691203266,Speed,Speed,False
509,80,3,0.286344211,31.33882716,60.32,6.666666667,9,2.362466667,2.9613,0.52245,0.5577,2,-0.6669233550927558,Speed,Accuracy,False
313,80,3,0.469810526,34.50549505,67.55,5.0,8,3.211975,6.0604,1.4700333330000002,1.584,3,0.8945519675643325,Speed,Speed,False
650,80,3,0.184142105,33.78905213,69.72,20.0,20,4.7507,4.7507,0.0,0.0,0,2.0028557317928133,Speed,Speed,False
648,80,3,0.184142105,20.283,55.51,20.0,20,3.7461,3.7461,0.0,0.0,0,1.3097365207985447,Speed,Speed,False
125,80,3,0.197858158,36.94613636,71.26,20.0,20,4.9955,4.9955,0.0,0.0,0,2.0459081239535024,Speed,Speed,False
319,80,3,0.469810526,37.08543307,85.91,3.333333333,6,2.190433333,4.6444,1.0907,2.201,5,0.8512083033622346,Speed,Speed,False
757,80,3,0.18430421100000002,91.46982833,154.87,20.0,20,5.2582,5.2582,0.0,0.0,0,2.0086840981602805,Speed,Speed,False
943,80,3,0.382399459,46.89144208,113.74,6.666666667,14,3.003933333,5.1476,1.5839,1.9942,2,2.1730599561144643,Speed,Speed,False
841,80,3,0.39416947399999996,57.51714286,102.59,10.0,20,5.39925,10.3883,2.4058,2.4058,1,3.8444614208770034,Speed,Speed,False
517,80,3,0.286344211,37.42434457,70.88,20.0,20,6.1523,6.1523,0.0,0.0,0,2.4415510623223398,Speed,Speed,False
946,80,3,0.382399459,20.16328165,46.65,6.666666667,13,2.693666667,4.4915,1.37595,1.3766,2,0.00817151039712627,Speed,Speed,False
952,80,3,0.382399459,32.18517778,63.67,5.0,8,2.196375,3.178,1.674833333,1.9948,3,-1.0459437166897416,Speed,Accuracy,False
655,80,3,0.184142105,22.13010417,36.47,20.0,20,4.2756,4.2756,0.0,0.0,0,1.3285145978329709,Speed,Speed,False
128,80,3,0.197858158,30.31962264,67.98,20.0,20,4.7749,4.7749,0.0,0.0,0,2.0335933938060933,Speed,Speed,False
565,80,3,0.264108158,35.94804255,84.41,20.0,20,5.3717,5.3717,0.0,0.0,0,2.3231771610164813,Speed,Speed,False
843,80,3,0.39416947399999996,30.94326478,71.75,10.0,14,3.92565,5.2833,3.6407,3.6407,1,0.4324701912727349,Speed,Speed,False
455,80,3,0.38419394700000004,37.07299465,94.53,10.0,11,4.09005,4.6141,1.6511,1.6511,1,1.205349890672558,Speed,Speed,False
572,80,3,0.264108158,47.060605100000004,74.15,10.0,14,3.50245,5.0874,0.7609999999999999,0.7609999999999999,1,0.9714508076224391,Speed,Speed,False
567,80,3,0.264108158,15.87067511,32.51,20.0,20,5.4218,5.4218,0.0,0.0,0,1.2515441805220533,Speed,Speed,False
315,80,3,0.469810526,30.9314711,76.26,5.0,9,3.178275,5.1617,0.852866667,1.3109,3,1.6103885725178841,Speed,Speed,False
578,80,3,0.264108158,27.26239766,63.68,10.0,13,3.88855,5.6304,0.6244,0.6244,1,1.4346378494259469,Speed,Speed,False
