,PayOffFunction,Radius,Noise,IKINumber,MaxDeviation,MaxNrDigits,TrackingWindowVisitCounter,MeanTimeTypingWindow
1655,Accuracy,120,5,0.211221578947368,87.95,8,2,1.2292
986,Accuracy,120,5,0.38790115497076,117.5,8,4,1.9135400000000002
546,Speed,80,5,0.28634421052631603,103.49,8,4,1.2671
353,Speed,80,5,0.316916315789474,146.03,11,2,2.1449333333333302
806,Speed,80,5,0.394169473684211,144.51,10,4,2.1497
803,Speed,80,5,0.394169473684211,137.11,8,2,2.76186666666667
267,Speed,80,5,0.469810526315789,154.11,6,8,2.1518888888888896
347,Speed,80,5,0.316916315789474,88.87,8,6,1.34435714285714
260,Speed,80,5,0.469810526315789,119.93,7,4,3.05816
268,Speed,80,5,0.469810526315789,95.23,3,10,1.8310363636363602
232,Speed,80,5,0.39388921052631604,103.15,6,6,1.44115714285714
612,Speed,80,5,0.264108157894737,135.83,10,2,2.31273333333333
95,Speed,80,5,0.197858157894737,90.06,12,1,2.6507
89,Speed,80,5,0.197858157894737,69.2,6,3,1.549825
40,Speed,80,5,0.30855368421052604,119.0,9,3,1.655075
693,Speed,80,5,0.184142105263158,105.41,15,1,2.22655
43,Speed,80,5,0.30855368421052604,59.16,6,4,1.38398
413,Speed,80,5,0.38419394736842105,152.8,6,3,2.118625
348,Speed,80,5,0.316916315789474,149.26,7,8,0.9857222222222229
556,Speed,80,5,0.28634421052631603,95.02,6,3,1.6395
793,Speed,80,5,0.18430421052631601,80.78,14,1,2.367
813,Speed,80,5,0.394169473684211,81.07,10,2,2.5545
912,Speed,80,5,0.38239945906432704,85.49,7,4,2.2482
908,Speed,80,5,0.38239945906432704,101.81,11,2,3.1295
93,Speed,80,5,0.197858157894737,94.83,9,2,2.08283333333333
94,Speed,80,5,0.197858157894737,124.97,9,2,1.7694666666666699
280,Speed,120,5,0.469810526315789,118.91,6,5,2.6018166666666698
874,Speed,120,5,0.394169473684211,154.37,9,3,2.065625
739,Speed,120,5,0.18430421052631601,102.39,8,2,1.7386
876,Speed,120,5,0.394169473684211,139.15,11,2,3.00223333333333
140,Speed,120,5,0.197858157894737,173.67,19,2,2.1666
374,Speed,120,5,0.316916315789474,169.41,5,5,1.55965
33,Speed,120,5,0.30855368421052604,97.01,6,4,1.31946
925,Speed,120,5,0.38239945906432704,95.97,8,3,2.1278
667,Speed,120,5,0.184142105263158,87.93,12,2,2.9789333333333303
590,Speed,120,5,0.264108157894737,102.32,12,1,3.5744
478,Speed,120,5,0.38419394736842105,99.96,11,1,3.15175
468,Speed,120,5,0.38419394736842105,72.59,9,2,2.2830666666666697
158,Speed,120,5,0.197858157894737,61.8,20,1,2.2396
485,Speed,120,5,0.28634421052631603,134.72,6,5,1.00128333333333
677,Speed,120,5,0.184142105263158,119.23,20,0,4.0736
581,Speed,120,5,0.264108157894737,207.63,13,1,3.23935
172,Speed,120,5,0.39388921052631604,126.37,7,5,1.69685
927,Speed,120,5,0.38239945906432704,124.32,9,3,2.1407
596,Speed,120,5,0.264108157894737,106.31,10,1,3.639
935,Speed,120,5,0.38239945906432704,123.68,6,4,2.15426
737,Speed,120,5,0.18430421052631601,92.94,20,0,4.0429
288,Speed,120,5,0.469810526315789,97.75,8,4,3.12158
665,Speed,120,5,0.184142105263158,163.96,20,0,4.3974
878,Speed,120,5,0.394169473684211,130.02,6,4,1.55972
637,Speed,120,3,0.264108157894737,110.95,20,0,6.8555
891,Speed,120,3,0.38239945906432704,74.03,14,2,2.89426666666667
629,Speed,120,3,0.264108157894737,87.67,20,0,5.9726
77,Speed,120,3,0.30855368421052604,71.78,12,1,3.5507
826,Speed,120,3,0.394169473684211,102.12,16,1,5.051
101,Speed,120,3,0.197858157894737,95.24,11,3,1.62395
530,Speed,120,3,0.28634421052631603,77.25,20,0,8.3064
434,Speed,120,3,0.38419394736842105,106.02,12,1,3.70245
832,Speed,120,3,0.394169473684211,110.91,11,1,4.90925
624,Speed,120,3,0.264108157894737,89.1,20,0,5.6219
71,Speed,120,3,0.30855368421052604,60.76,11,1,3.4641
76,Speed,120,3,0.30855368421052604,74.34,11,1,3.39335
827,Speed,120,3,0.394169473684211,153.2,12,1,7.5998
104,Speed,120,3,0.197858157894737,77.74,12,3,1.74355
761,Speed,120,3,0.18430421052631601,58.58,20,0,4.4256
885,Speed,120,3,0.38239945906432704,62.95,12,2,2.5603
112,Speed,120,3,0.197858157894737,73.06,20,1,2.6028
67,Speed,120,3,0.30855368421052604,81.64,11,1,3.4185
837,Speed,120,3,0.394169473684211,74.79,15,1,4.274
536,Speed,120,3,0.28634421052631603,56.85,20,0,7.5456
68,Speed,120,3,0.30855368421052604,45.94,11,1,3.716
201,Speed,120,3,0.39388921052631604,110.25,9,3,2.322325
762,Speed,120,3,0.18430421052631601,60.37,20,0,4.5753
245,Speed,120,3,0.469810526315789,121.56,20,0,12.9494
1394,Accuracy,120,3,0.44272789473684204,59.17,7,3,2.667325
1039,Accuracy,120,3,0.38790115497076,99.67,10,2,2.9972333333333303
1045,Accuracy,120,3,0.25489235380117004,84.13,6,4,1.12032
1576,Accuracy,120,3,0.4514504970760229,86.53,11,1,4.53885
1259,Accuracy,120,3,0.22363078947368398,70.88,14,1,2.7785
1023,Accuracy,120,3,0.38790115497076,112.52,8,3,2.261525
1563,Accuracy,120,3,0.4514504970760229,63.37,8,2,3.2697
1888,Accuracy,120,3,0.289582368421053,65.88,12,1,2.7909
1572,Accuracy,120,3,0.4514504970760229,85.29,8,2,4.42113333333333
1297,Accuracy,120,3,0.404969736842105,51.38,13,2,2.1719999999999997
1795,Accuracy,120,3,0.22610026315789497,61.93,11,1,2.589
1020,Accuracy,120,3,0.38790115497076,53.25,7,4,1.9798
1740,Accuracy,120,3,0.258833157894737,52.27,9,2,1.8784666666666698
1257,Accuracy,120,3,0.22363078947368398,97.77,12,1,3.3173
1383,Accuracy,120,3,0.44272789473684204,51.12,8,5,2.01336666666667
1157,Accuracy,120,3,0.27560500000000004,89.76,20,0,5.8503
1509,Accuracy,120,3,0.4030171052631579,63.57,9,2,2.85306666666667
1052,Accuracy,120,3,0.25489235380117004,43.55,20,0,5.3721
1780,Accuracy,120,3,0.22610026315789497,86.54,12,3,1.759925
1148,Accuracy,120,3,0.27560500000000004,101.25,10,2,2.32053333333333
1285,Accuracy,120,3,0.404969736842105,53.39,7,6,0.935342857142857
1608,Accuracy,120,3,0.211221578947368,64.84,10,2,1.3792666666666697
1044,Accuracy,120,3,0.25489235380117004,92.48,9,3,1.372875
1568,Accuracy,120,3,0.4514504970760229,56.1,9,2,3.58306666666667
958,Speed,80,3,0.38239945906432704,93.34,10,2,2.82646666666667
181,Speed,80,3,0.39388921052631604,105.57,8,5,2.13333333333333
651,Speed,80,3,0.184142105263158,85.09,20,0,4.1224
564,Speed,80,3,0.264108157894737,36.81,20,0,6.1065
755,Speed,80,3,0.18430421052631601,42.79,20,0,4.604
645,Speed,80,3,0.184142105263158,94.57,20,0,4.1971
504,Speed,80,3,0.28634421052631603,77.42,9,4,1.48376
852,Speed,80,3,0.394169473684211,47.99,12,1,5.58735
445,Speed,80,3,0.38419394736842105,84.72,10,1,3.67745
316,Speed,80,3,0.469810526315789,53.3,9,3,2.4215
449,Speed,80,3,0.38419394736842105,84.98,11,1,3.8510000000000004
198,Speed,80,3,0.39388921052631604,93.89,6,5,1.84045
643,Speed,80,3,0.184142105263158,61.69,20,0,4.3468
750,Speed,80,3,0.18430421052631601,60.45,20,0,4.6763
395,Speed,80,3,0.316916315789474,64.98,5,5,1.0883
399,Speed,80,3,0.316916315789474,32.5,5,5,1.0505
319,Speed,80,3,0.469810526315789,85.91,6,5,2.1904333333333303
953,Speed,80,3,0.38239945906432704,60.17,7,3,2.121425
311,Speed,80,3,0.469810526315789,95.93,7,4,2.5387
507,Speed,80,3,0.28634421052631603,62.87,10,2,2.3032333333333304
742,Speed,80,3,0.18430421052631601,54.81,20,1,2.2903
943,Speed,80,3,0.38239945906432704,113.74,14,2,3.0039333333333302
655,Speed,80,3,0.184142105263158,36.47,20,0,4.2756
646,Speed,80,3,0.184142105263158,45.86,20,0,4.3514
