;Radius;Noise;IKINumber;MeanDeviation;MaxDeviation;MeanNrDigits;MaxNrDigits;MeanTimeTypingWindow;MaxTimeTypingWindow;MeanTrackingTime;MaxTrackingTime;TrackingWindowVisitCounter;TrialNumber;distance;prediction;label;is_test;SubjectNr;TrialNumber;Block;Score
350;80;5;0.31691631600000003;3.380.628.352;78.57;4.0;12;16.851.200.000.000.000;38.382;2.695.575;37.058;4;27;0.9999405648551575;Speed;Speed;TRUE;105;27;3;-0.004
351;80;5;0.31691631600000003;2.749.836.812;65.04;3.333.333.333;7;1.267.416.667;25.589;265.184;50.069;5;28;-0.9697836045837332;Accuracy;Speed;FALSE;105;28;3;-0.006
352;80;5;0.31691631600000003;3.971.276.219;104.59;4.0;10;178.972;41.867;4.990.975;83.652;4;29;0.29876979577638496;Speed;Speed;FALSE;105;29;3;-0.062
353;80;5;0.31691631600000003;6.053.442.455;146.03;6.666.666.667;11;2.144.933.333;33.191;374.685;46.677;2;30;0.6021487306485159;Speed;Speed;FALSE;105;30;3;-0.2
354;80;5;0.31691631600000003;4.625.859.091;110.37;5.0;10;201.085;40.184;2.086.166.667;24.063;3;31;18.905.663.741.410.900;Speed;Speed;FALSE;105;31;3;-0.043
355;80;5;0.31691631600000003;4.724.405.738;109.83;5.0;8;2.004.775;33.868;3.305.033.333;61.279;3;32;-0.2008025661207683;Accuracy;Speed;FALSE;105;32;4;-0.115
356;80;5;0.31691631600000003;3.261.172.619;118.17;4.0;7;14.796.799.999.999.900;29.491;3.090.525;45.306;4;33;11.061.226.575.704.900;Speed;Speed;FALSE;105;33;4;-0.048
357;80;5;0.31691631600000003;4.282.678.431;112.75;3.333.333.333;6;1.450.183.333;23.480.000.000.000.000;182.928;30.909;5;34;0.1817852380601125;Speed;Speed;FALSE;105;34;4;-0.03
358;80;5;0.31691631600000003;31.200.321.999.999.900;90.02;2.5;5;119.565;16.735;1.416.914.286;20.634;7;35;-0.2036952265880062;Accuracy;Speed;TRUE;105;35;4;-0.014
359;80;5;0.31691631600000003;2.273.767.677;63.74;2.5;4;0.8861375;13.666;1.749.228.571;32.958;7;36;-13.541.380.919.791.100;Accuracy;Speed;FALSE;105;36;4;0.005
360;120;5;0.31691631600000003;6.276.401.055;128.27;5.0;8;1.867.375;31.571;15.396;23.434;3;47;0.13010609105338744;Speed;Speed;FALSE;105;47;1;0.004
361;120;5;0.31691631600000003;4.162.045.346;109.32;3.333.333.333;8;13.008;24.831;11.442;16.827;5;48;-0.06523612229367026;Accuracy;Speed;FALSE;105;48;1;0.021
362;120;5;0.31691631600000003;4.410.975.728;105.93;4.0;6;148.996;25.521;1.592.525;23.379;4;49;-0.37529715145269493;Accuracy;Speed;FALSE;105;49;1;0.02
363;120;5;0.31691631600000003;339.135.567;93.89;4.0;7;152.756;33.702;10.648;12.472;4;50;0.9267756053367565;Speed;Speed;FALSE;105;50;1;0.021
364;120;5;0.31691631600000003;3.190.186.147;86.21;3.333.333.333;6;1.501.916.667;3.555;102.896;13.933;5;51;0.4586836255240089;Speed;Speed;FALSE;105;51;1;-0.002
365;120;5;0.31691631600000003;4.790.275;114.12;4.0;6;195.012;32.199;1.138.275;21.214;4;52;0.536114720364696;Speed;Speed;TRUE;105;52;2;0.008
366;120;5;0.31691631600000003;3.858.037.559;120.19;3.333.333.333;5;1.372.783.333;20.445;0.97;1.248;5;53;-11.299.944.172.906.500;Accuracy;Speed;FALSE;105;53;2;0.003
367;120;5;0.31691631600000003;4.114.534.483;113.69;4.0;6;18.712;29.297;1.284.075;15.373;4;54;0.4602339564535397;Speed;Speed;FALSE;105;54;2;-0.003
368;120;5;0.31691631600000003;3.538.889.849;98.74;2.857.142.857;4;11.851;18.463;1.223.216.667;20.487;6;55;-0.26677820074572034;Accuracy;Speed;FALSE;105;55;2;0.003
369;120;5;0.31691631600000003;4.233.445.055;100.18;3.333.333.333;6;1.084.066.667;20.009;108.638;15.390.000.000.000.000;5;56;-0.6746018359569147;Accuracy;Speed;FALSE;105;56;2;0.03
370;120;5;0.31691631600000003;2.852.544.622;95.4;3.333.333.333;6;14.681.166.669.999.900;22.775;0.80958;10.277;5;57;0.46231656806054977;Speed;Speed;TRUE;105;57;3;0.015
371;120;5;0.31691631600000003;3.576.289.855;109.29;3.333.333.333;5;15.016.833.330.000.000;25.449;136.362;17.568;5;58;0.16582369357902904;Speed;Speed;FALSE;105;58;3;0.002
372;120;5;0.31691631600000003;3.503.036.446;104.26;2.857.142.857;5;10.949.285.709.999.900;17.216;1.247.566.667;18.319;6;59;-0.22502203688968458;Accuracy;Speed;FALSE;105;59;3;0.014
373;120;5;0.31691631600000003;4.106.679.157;90.73;2.857.142.857;5;1.038.342.857;19.053;1.270.733.333;16.116;6;60;-1.200.906.840.973.860;Accuracy;Speed;FALSE;105;60;3;-0.005
374;120;5;0.31691631600000003;588.315.735;169.41;3.333.333.333;5;155.965;22.649;13.058;16.823;5;61;10.000.030.582.797.700;Speed;Speed;FALSE;105;61;3;-0.116
375;120;5;0.31691631600000003;4.015.584.022;88.7;5.0;8;18.484;25.538;1.004.766.667;11.026;3;62;-0.7043785723668291;Accuracy;Speed;FALSE;105;62;4;0.033
376;120;5;0.31691631600000003;5.166.131.579;114.92;4.0;8;160.572;29.599;126.485;15.375;4;63;0.24417176962037568;Speed;Speed;FALSE;105;63;4;0.013
377;120;5;0.31691631600000003;6.438.684.350.000.000;133.19;5.0;8;184.795;30.345;13.686.666.669.999.900;21.237;3;64;0.5279686670959333;Speed;Speed;FALSE;105;64;4;0.011
378;120;5;0.31691631600000003;360.122.252;67.98;5.0;9;19.184;33.368;0.955333333;10.282;3;65;-0.3154891668813006;Accuracy;Speed;TRUE;105;65;4;0.022
379;120;5;0.31691631600000003;516.256.057;130.91;5.0;9;203.675;30.087;16.599;23.412;3;66;-0.4299427894235387;Accuracy;Speed;FALSE;105;66;4;0.005
380;80;3;0.31691631600000003;1.515.191.781;42.92;4.0;6;142.036;21.276;0.914375;12.385;4;77;-0.7642590404059003;Accuracy;Speed;FALSE;105;77;1;0.03
381;80;3;0.31691631600000003;2.622.615.044;55.27;2.857.142.857;6;1.215.985.714;2.22;0.92035;13.767;6;78;-1.330.614.041.990.410;Accuracy;Speed;FALSE;105;78;1;0.009
382;80;3;0.31691631600000003;2.232.412.844;52.75;2.857.142.857;5;1.129.557.143;21.956;1.023.566.667;16.521;6;79;-11.762.556.356.892.600;Accuracy;Speed;FALSE;105;79;1;0.019
383;80;3;0.31691631600000003;3.158.775.176;72.29;3.333.333.333;5;1.258.566.667;24.483;132.378;22.016;5;80;-1.102.725.511.192.560;Accuracy;Speed;FALSE;105;80;1;0.018
384;80;3;0.31691631600000003;2.453.272.727;47.87;3.333.333.333;7;1.175.116.667;21.542;0.85646;13.089;5;81;-14.657.415.896.585.500;Accuracy;Speed;FALSE;105;81;1;0.035
385;80;3;0.31691631600000003;3.786.899.384;77.21;4.0;8;194.022;31.375;12.228;15.149;4;82;0.028511126600023418;Speed;Speed;TRUE;105;82;2;0.006
386;80;3;0.31691631600000003;2.483.723.618;69.76;4.0;6;15.153;2.33;1.154.375;15.832;4;83;-13.631.874.847.707.600;Accuracy;Speed;FALSE;105;83;2;0.019
387;80;3;0.31691631600000003;2.797.155.673;69.75;4.0;7;14.289;30.046;1.137.525;15.824;4;84;-0.7314874685861502;Accuracy;Speed;FALSE;105;84;2;0.032
388;80;3;0.31691631600000003;2.981.567.073;60.62;5.0;7;1.666.325;23.271;0.8290000000000001;0.9649;3;85;-11.061.006.594.602.200;Accuracy;Speed;FALSE;105;85;2;0.058
389;80;3;0.31691631600000003;2.503.172.603;57.16;5.0;6;1.854.175;25.768;0.944533333;11.047;3;86;-10.286.417.134.053.800;Accuracy;Speed;FALSE;105;86;2;0.035
390;80;3;0.31691631600000003;3.240.850.282;100.78;5.0;8;182.285;24.526;0.8532333329999999;11.738;3;87;0.21112171499524524;Speed;Speed;TRUE;105;87;3;0.031
391;80;3;0.31691631600000003;2.921.274.052;82.15;5.0;10;165.355;30.911;1.218.333.333;15.842;3;88;0.062049173670742364;Speed;Speed;FALSE;105;88;3;0.043
392;80;3;0.31691631600000003;2.922.389.474;77.8;4.0;6;151.424;21.226;0.8643;12.415;4;89;-11.376.845.945.333.400;Accuracy;Speed;FALSE;105;89;3;0.037
393;80;3;0.31691631600000003;3.884.606.557;109.33;3.333.333.333;8;13.214.333.329.999.900;24.086;11.013.600.000.000.000;19.165;5;90;-0.3122428160260261;Accuracy;Speed;FALSE;105;90;3;-0.009
394;80;3;0.31691631600000003;314.424;93.68;5.0;9;16.991;27.834;1.170.866.667;15.119;3;91;0.2253823888486478;Speed;Speed;FALSE;105;91;3;0.006
395;80;3;0.31691631600000003;2.296.091.153;64.98;3.333.333.333;5;10.883;1.692;11.453;16.525;5;92;-15.912.320.293.981.500;Accuracy;Speed;FALSE;105;92;4;0.028
396;80;3;0.31691631600000003;2.410.152.062;63.41;4.0;7;145.892;24.037;1.189.125;17.232;4;93;-10.534.317.505.183.700;Accuracy;Speed;FALSE;105;93;4;0.03
397;80;3;0.31691631600000003;2.976.853.026;84.76;4.0;6;124.952;21.276;1.206.525;13.096;4;94;-11.866.259.258.234.300;Accuracy;Speed;FALSE;105;94;4;0.033
398;80;3;0.31691631600000003;3.340.625.293;78.03;4.0;6;16.648;29.022;1.138.025;13.778;4;95;-0.45308230339703337;Accuracy;Speed;TRUE;105;95;4;0.014
399;80;3;0.31691631600000003;165.035.942;32.5;3.333.333.333;5;10.505;16.692;0.87054;12.385;5;96;0.08102443017643479;Speed;Speed;FALSE;105;96;4;0.041
400;80;5;0.38419394700000004;7.537.870.482;174.01;6.666.666.667;9;20.888;27.605;19.298;23.448;2;107;1.691.301.091.666.790;Speed;Speed;TRUE;106;107;1;-0.2
401;80;5;0.38419394700000004;3.639.611.111;76.95;6.666.666.667;8;20.531.333.330.000.000;25.141;12.402;15.813;2;108;-0.32789120433799057;Accuracy;Speed;FALSE;106;108;1;0.065
402;80;5;0.38419394700000004;6.247.285.714;136.27;6.666.666.667;8;2.119.966.667;25.886;221.695;31.917;2;109;0.38704231055186533;Speed;Speed;FALSE;106;109;1;-0.2
403;80;5;0.38419394700000004;4.144.469.565;106.71;6.666.666.667;7;21.613;23.552;21.311;24.739;2;110;-0.08699250278784587;Accuracy;Speed;FALSE;106;110;1;0.021
404;80;5;0.38419394700000004;4.744.444.134;163.04;5.0;7;1.635.325;20.303;15.786.666.669.999.900;26.656;3;111;0.07775809306089665;Speed;Speed;FALSE;106;111;1;-0.106
405;80;5;0.38419394700000004;5.247.141.975;120.38;6.666.666.667;9;2.060.933.333;28.616;182.385;22.692;2;112;11.051.822.367.174.900;Speed;Speed;FALSE;106;112;2;-0.2
406;80;5;0.38419394700000004;4.315.334.495;104.51;6.666.666.667;9;19.714;23.922;130.955;17.203;2;113;0.7251222277789516;Speed;Speed;FALSE;106;113;2;0.038
407;80;5;0.38419394700000004;6.424.010.582;138.35;6.666.666.667;10;2.455.366.667;31.418;197.795;28.506;2;114;13.286.618.182.104.300;Speed;Speed;FALSE;106;114;2;-0.2
408;80;5;0.38419394700000004;3.302.441.463;101.41;5.0;6;2.018.825;27.104;13.783;21.313;3;115;10.001.433.324.904.800;Speed;Speed;FALSE;106;115;2;-0.003
409;80;5;0.38419394700000004;3.647.870.056;79.36;6.666.666.667;9;2.246;32.904;202.815;26.799;2;116;-0.024066202288993366;Accuracy;Speed;FALSE;106;116;2;0.03
410;80;5;0.38419394700000004;340.997.076;89.89;6.666.666.667;9;21.871.333.330.000.000;29.885;19.285;24.771;2;117;0.44910835287146667;Speed;Speed;FALSE;106;117;3;0.029
411;80;5;0.38419394700000004;3.728.011.799;83.81;6.666.666.667;8;22.345.666.669.999.900;24.775;196.165;23.398;2;118;-0.5036703268264832;Accuracy;Speed;FALSE;106;118;3;0.039
412;80;5;0.38419394700000004;3.273.579.937;123.53;6.666.666.667;9;2.178.866.667;26.617;11.382;11.724;2;119;18.645.972.527.126.800;Speed;Speed;FALSE;106;119;3;0.043
413;80;5;0.38419394700000004;6.836.222.944;152.8;5.0;6;2.118.625;28.523;2.124.733.333;23.437;3;120;1.000.202.905.794.580;Speed;Speed;FALSE;106;120;3;-0.2
414;80;5;0.38419394700000004;5.489.867.925;117.58;6.666.666.667;7;20.608;2.26;15.830.000.000.000.000;16.517;2;121;0.4614613823150623;Speed;Speed;FALSE;106;121;3;-0.082
415;80;5;0.38419394700000004;3.486.158.273;69.57;10.0;14;29.679;38.543;11.723;11.723;1;122;14.203.754.339.572.900;Speed;Speed;FALSE;106;122;4;0.073
416;80;5;0.38419394700000004;3.763.581.197;97.35;6.666.666.667;9;2.387.433.333;29.617;137.715;17.882;2;123;11.324.122.391.096.200;Speed;Speed;FALSE;106;123;4;-0.004
417;80;5;0.38419394700000004;5.361.969.605;179.52;6.666.666.667;9;21.124;29.674;174.745;25.961;2;124;1.479.573.985.693.480;Speed;Speed;FALSE;106;124;4;-0.083
418;80;5;0.38419394700000004;3.241.517.572;105.7;6.666.666.667;8;2.053.433.333;27.097;14.829;1.93;2;125;1.483.314.551.436.320;Speed;Speed;FALSE;106;125;4;0.045
419;80;5;0.38419394700000004;4.119.977.839;96.68;6.666.666.667;9;2.412.433.333;30.565;162.045;16.564;2;126;0.8303539242211816;Speed;Speed;TRUE;106;126;4;0.022
420;120;3;0.38419394700000004;2.837.311.573;74.74;10.0;14;378.975;45.973;0.8823;0.8823;1;17;0.16363209889966035;Speed;Speed;TRUE;106;17;1;0.068
421;120;3;0.38419394700000004;4.594.722.667;86.78;10.0;11;393.895;42.422;27.760.000.000.000.000;27.760.000.000.000.000;1;18;-0.8067331910790839;Accuracy;Speed;FALSE;106;18;1;0.041
422;120;3;0.38419394700000004;2.819.119.221;68.66;10.0;14;469.515;5.178;16.832;16.832;1;19;1.000.131.166.263.220;Speed;Speed;FALSE;106;19;1;0.017
423;120;3;0.38419394700000004;2.749.997.312;78.55;10.0;12;39.761;40.632;23.446;23.446;1;20;-0.6846004044558013;Accuracy;Speed;FALSE;106;20;1;0.044
424;120;3;0.38419394700000004;2.652.662.791;51.26;10.0;14;37.559;48.205;18.324;18.324;1;21;0.2669348075229211;Speed;Speed;FALSE;106;21;1;0.055
425;120;3;0.38419394700000004;3.254.912.791;70.48;10.0;11;375.195;37.619;16.131;16.131;1;22;-10.241.326.176.858.300;Accuracy;Speed;FALSE;106;22;2;0.058
426;120;3;0.38419394700000004;262.672.479;57.76;10.0;12;534.495;62.762;17.607;17.607;1;23;0.5883902286758828;Speed;Speed;FALSE;106;23;2;-0.003
427;120;3;0.38419394700000004;4.075.223.958;129.57;10.0;12;411.485;47.931;24.168;24.168;1;24;-0.23780027542230353;Accuracy;Speed;FALSE;106;24;2;0.031
428;120;3;0.38419394700000004;3.322.896.552;65.62;10.0;17;482.915;83.999;18.319;18.319;1;25;29.582.464.652.956.000;Speed;Speed;FALSE;106;25;2;0.014
429;120;3;0.38419394700000004;4.090.490.476;93.15;10.0;14;46.178;67.408;19.039;19.039;1;26;204.142.425.448.306;Speed;Speed;FALSE;106;26;2;0.016
430;120;3;0.38419394700000004;2.909.610.119;52.94;10.0;14;36.891;52.837;1.392;1.392;1;27;0.19849685525786376;Speed;Speed;FALSE;106;27;3;0.063
431;120;3;0.38419394700000004;3.965.687.657;73.49;10.0;12;437.695;59.529;17.609;17.609;1;28;0.2875918149189035;Speed;Speed;FALSE;106;28;3;0.032
432;120;3;0.38419394700000004;49.99;102.92;10.0;11;47.342;52.566;19.772;19.772;1;29;0.958426407886139;Speed;Speed;FALSE;106;29;3;0.034
433;120;3;0.38419394700000004;2.538.186.047;49.17;10.0;14;373.955;50.723;16.871;16.871;1;30;0.21543908162557435;Speed;Speed;FALSE;106;30;3;0.058
434;120;3;0.38419394700000004;5.105.089.337;106.02;10.0;12;370.245;47.546;20.476;20.476;1;31;0.2245748711422687;Speed;Speed;FALSE;106;31;3;0.054
435;120;3;0.38419394700000004;57.89;130.45;10.0;12;449.325;61.589;43.852;43.852;1;32;-1.044.631.172.294.360;Accuracy;Speed;FALSE;106;32;4;-0.012
436;120;3;0.38419394700000004;1.567.950.521;48.67;10.0;12;42.539;60.807;15.415;15.415;1;33;-0.08101353151338608;Accuracy;Speed;FALSE;106;33;4;0.037
437;120;3;0.38419394700000004;324.072.973;61.61;20.0;20;68.959;68.959;0.0;0.0;0;34;10.802.297.152.384.200;Speed;Speed;FALSE;106;34;4;0.097
438;120;3;0.38419394700000004;2.590.239.186;57.47;10.0;11;4.367;50.493;1.465;1.465;1;35;-0.32263517088792903;Accuracy;Speed;FALSE;106;35;4;0.025
439;120;3;0.38419394700000004;2.170.142.433;67.72;10.0;10;370.165;38.711;1.321;1.321;1;36;-10.275.814.679.435.900;Accuracy;Speed;TRUE;106;36;4;0.064
440;80;3;0.38419394700000004;261.227.512;54.63;10.0;11;462.845;51.953;17.187;17.187;1;47;0.5555167269978943;Speed;Speed;TRUE;106;47;1;0.028
441;80;3;0.38419394700000004;3.874.063.953;76.3;10.0;11;37.784;40.993;13.094;13.094;1;48;11.932.364.651.572.600;Speed;Speed;FALSE;106;48;1;0.052
442;80;3;0.38419394700000004;2.345.850.153;60.64;10.0;11;3.514;3.617;1.653;1.653;1;49;0.21595721632122766;Speed;Speed;FALSE;106;49;1;0.064
443;80;3;0.38419394700000004;2.843.172.205;62.1;10.0;11;364.205;44.921;11.721;11.721;1;50;0.9997320281936292;Speed;Speed;FALSE;106;50;1;0.058
444;80;3;0.38419394700000004;5.058.432.432;128.52;10.0;10;452.545;4.754;16.511;16.511;1;51;1.000.098.080.492.170;Speed;Speed;FALSE;106;51;1;-0.135
445;80;3;0.38419394700000004;4.571.428.994;84.72;10.0;10;367.745;40.957;15.125;15.125;1;52;0.9083438424484515;Speed;Speed;FALSE;106;52;2;0.055
446;80;3;0.38419394700000004;3.939.662.614;104.96;10.0;11;33.604;35.851;27.469;27.469;1;53;-0.7368424757589244;Accuracy;Speed;FALSE;106;53;2;-0.059
447;80;3;0.38419394700000004;3.380.484.507;77.05;10.0;11;37.278;4.14;23.375;23.375;1;54;0.47889691588189953;Speed;Speed;FALSE;106;54;2;0.04
448;80;3;0.38419394700000004;2.340.981.928;69.21;10.0;12;35.551;43.201;17.209.999.999.999.900;17.209.999.999.999.900;1;55;0.9998683766688702;Speed;Speed;FALSE;106;55;2;0.052
449;80;3;0.38419394700000004;3.093.716.714;84.98;10.0;11;38.510.000.000.000.000;43.408;15.146;15.146;1;56;0.9956956353284246;Speed;Speed;FALSE;106;56;2;0.056
450;80;3;0.38419394700000004;3.460.344.907;87.59;5.0;9;22.099;41.366;12.165;22.666;3;57;10.795.900.571.181.200;Speed;Speed;FALSE;106;57;3;0.014
451;80;3;0.38419394700000004;338.059;60.79;10.0;10;32.536;33.374;11.727;11.727;1;58;-0.30465772989649886;Accuracy;Speed;FALSE;106;58;3;0.071
452;80;3;0.38419394700000004;3.294.543.767;76.32;10.0;11;407.925;43.987;18.586;18.586;1;59;12.286.946.975.629.600;Speed;Speed;FALSE;106;59;3;0.027
453;80;3;0.38419394700000004;1.622.929.712;64.32;10.0;11;343.915;35.427;11.044;11.044;1;60;0.47120816092883955;Speed;Speed;FALSE;106;60;3;0.076
454;80;3;0.38419394700000004;2.717.565.359;59.14;10.0;11;33.044;33.494;12.422;12.422;1;61;0.15279954760752423;Speed;Speed;FALSE;106;61;3;0.068
455;80;3;0.38419394700000004;3.707.299.465;94.53;10.0;11;409.005;46.141;16.511;16.511;1;62;0.9627961088661762;Speed;Speed;FALSE;106;62;4;0.007
456;80;3;0.38419394700000004;3.529.299.094;78.72;10.0;11;36.179;36.212;12.397;12.397;1;63;0.9232725670592311;Speed;Speed;FALSE;106;63;4;0.047
457;80;3;0.38419394700000004;1.972.563.253;71.19;10.0;11;37.268;39.367;0.8298;0.8298;1;64;0.6812523261488727;Speed;Speed;FALSE;106;64;4;0.071
458;80;3;0.38419394700000004;4.572.033.951;115.55;10.0;11;35.784;37.394;1.034;1.034;1;65;0.9997841797837385;Speed;Speed;FALSE;106;65;4;0.005
459;80;3;0.38419394700000004;2.791.454.829;88.44;10.0;10;34.528;34.960.000.000.000.000;15.147;15.147;1;66;-0.23110613146869363;Accuracy;Speed;TRUE;106;66;4;0.056
460;120;5;0.38419394700000004;5.797.893.939;108.12;10.0;11;355.325;37.716;16.846;16.846;1;77;0.6877794352981127;Speed;Speed;TRUE;106;77;1;0.053
461;120;5;0.38419394700000004;4.474.311.355;91.49;10.0;13;29.636;37.051;10.295;10.295;1;78;0.515536566061512;Speed;Speed;FALSE;106;78;1;0.096
462;120;5;0.38419394700000004;3.160.084.691;73.59;10.0;11;335.335;36.953;11.745;11.745;1;79;0.22699939688569393;Speed;Speed;FALSE;106;79;1;0.067
463;120;5;0.38419394700000004;4.301.556.777;94.81;10.0;10;29.906;29.962;0.8097;0.8097;1;80;-0.4956956566164704;Accuracy;Speed;FALSE;106;80;1;0.09
464;120;5;0.38419394700000004;4.249.536.424;123.28;10.0;11;34.779;38.388;11.013;11.013;1;81;0.9140656980298002;Speed;Speed;FALSE;106;81;1;0.074
465;120;5;0.38419394700000004;4.159.003.268;105.05;10.0;11;332.885;35.705;12.464;12.464;1;82;0.8036853176362678;Speed;Speed;FALSE;106;82;2;0.067
466;120;5;0.38419394700000004;4.021.201.954;90.84;10.0;12;348.535;39.018;16.101;16.101;1;83;0.42617606342665815;Speed;Speed;FALSE;106;83;2;0.066
467;120;5;0.38419394700000004;7.458.443.038;144.59;10.0;10;33.153;37.221;21.233;21.233;1;84;11.643.593.693.389.200;Speed;Speed;FALSE;106;84;2;0.031
468;120;5;0.38419394700000004;2.742.507.788;72.59;6.666.666.667;9;2.283.066.667;28.689;0.9558;13.203;2;85;-0.21404259594302155;Accuracy;Speed;FALSE;106;85;2;0.063
469;120;5;0.38419394700000004;4.593.715.068;104.93;10.0;14;390.435;46.734;21.233;21.233;1;86;21.031.496.079.012.300;Speed;Speed;FALSE;106;86;2;0.038
470;120;5;0.38419394700000004;7.188.928.803;128.36;10.0;13;322.715;41.819;21.223;21.223;1;87;21.704.303.756.937.500;Speed;Speed;FALSE;106;87;3;0.064
471;120;5;0.38419394700000004;5.742.144.404;93.9;10.0;12;295.245;35.788;13.928;13.928;1;88;0.999827178394528;Speed;Speed;FALSE;106;88;3;0.089
472;120;5;0.38419394700000004;4.704.969.697;96.24;10.0;11;32.274;32.369;12.474;12.474;1;89;0.056233099538849474;Speed;Speed;FALSE;106;89;3;0.081
473;120;5;0.38419394700000004;5.160.528.409;90.45;10.0;12;384.105;44.277;16.125;16.125;1;90;12.441.729.523.487.700;Speed;Speed;FALSE;106;90;3;0.046
474;120;5;0.38419394700000004;4.424.253.247;104.83;10.0;14;32.406;48.122;18.330.000.000.000.000;18.330.000.000.000.000;1;91;21.972.591.456.380.500;Speed;Speed;FALSE;106;91;3;0.06
475;120;5;0.38419394700000004;4.204.623.794;103.34;10.0;12;33.525;40.287;15.392;15.392;1;92;1.249.389.112.763.350;Speed;Speed;FALSE;106;92;4;0.071
476;120;5;0.38419394700000004;2.983.832.215;71.83;10.0;11;328.985;3.925;0.9554;0.9554;1;93;0.4204069083654277;Speed;Speed;FALSE;106;93;4;0.084
477;120;5;0.38419394700000004;6.030.067.278;116.64;10.0;12;346.515;45.054;19.775;19.775;1;94;10.002.633.432.217.500;Speed;Speed;FALSE;106;94;4;0.051
478;120;5;0.38419394700000004;5.395.439.446;99.96;10.0;11;315.175;37.489;11.004;11.004;1;95;10.002.090.154.098.300;Speed;Speed;FALSE;106;95;4;0.086
479;120;5;0.38419394700000004;5.188.235.484;103.82;10.0;11;33.786;37.139;11.756;11.756;1;96;10.143.838.712.044.000;Speed;Speed;TRUE;106;96;4;0.067
480;120;5;0.286344211;2.415.786.207;67.59;5.0;7;1.574.825;21.297;0.275;0.2993;3;107;-10.389.907.631.396.000;Accuracy;Speed;FALSE;107;107;1;0.072
481;120;5;0.286344211;4.651.652.318;159.96;5.0;6;1.637.125;26.225;0.3239;0.3726;3;108;0.999961671539758;Speed;Speed;FALSE;107;108;1;0.034
482;120;5;0.286344211;5.989.459.215;109.52;4.0;7;13.864;27.061;0.46395;0.9579;4;109;0.07287670924003786;Speed;Speed;FALSE;107;109;1;0.043
483;120;5;0.286344211;5.776.089.147;124.98;5.0;10;135.395;23.824;0.3969;0.5188;3;110;0.5756792146858049;Speed;Speed;FALSE;107;110;1;0.103
484;120;5;0.286344211;4.505.889.313;92.77;6.666.666.667;7;1.895.566.667;19.113;0.3718;0.3719;2;111;-1.573.809.502.578.440;Accuracy;Speed;FALSE;107;111;1;0.108
485;120;5;0.286344211;5.802.003.322;134.72;3.333.333.333;6;1.001.283.333;16.559;0.46;0.9567;5;112;0.08714153333244135;Speed;Speed;FALSE;107;112;2;0.042
486;120;5;0.286344211;5.010.035.144;111.29;4.0;9;127.298;23.427;0.517925;10.281;4;113;-0.16345019949895112;Accuracy;Speed;FALSE;107;113;2;0.028
487;120;5;0.286344211;4.563.835.125;104.16;4.0;9;112.584;20.871;0.46375;0.7390000000000001;4;114;-0.42050941410239895;Accuracy;Speed;FALSE;107;114;2;0.065
488;120;5;0.286344211;5.699.552.632;124.34;5.0;9;156.255;2.356;0.6654;11.774;3;115;0.11266179556186684;Speed;Speed;FALSE;107;115;2;0.048
489;120;5;0.286344211;5.039.447.761;110.83;6.666.666.667;16;1.846.233.333;40.044;0.7752;11.777;2;116;14.733.663.964.144.200;Speed;Speed;FALSE;107;116;2;0.083
490;120;5;0.286344211;600.602.807;140.16;6.666.666.667;16;20.135.333.330.000.000;41.334;0.7016;10.306;2;117;10.547.981.559.614.500;Speed;Speed;FALSE;107;117;3;0.05
491;120;5;0.286344211;5.762.600.671;119.16;4.0;6;120.846;20.005;0.57305;11.012;4;118;-0.5002269857617917;Accuracy;Speed;FALSE;107;118;3;0.05
492;120;5;0.286344211;6.013.023.333;137.25;4.0;6;120.652;20.263;0.535925;10.293;4;119;0.4642988006350742;Speed;Speed;TRUE;107;119;3;0.029
493;120;5;0.286344211;5.168.919.414;113.95;6.666.666.667;9;1.980.733.333;23.344;0.3736;0.3744;2;120;0.16347964499185574;Speed;Speed;FALSE;107;120;3;0.082
494;120;5;0.286344211;4.407.176.471;81.23;5.0;9;1.719.525;26.305;0.470266667;0.6655;3;121;-0.8055582025388274;Accuracy;Speed;FALSE;107;121;3;0.04
495;120;5;0.286344211;5.660.039.755;99.64;6.666.666.667;10;2.496.066.667;34.891;0.51805;0.664;2;122;1.326.020.507.750.400;Speed;Speed;FALSE;107;122;4;0.027
496;120;5;0.286344211;7.015.105.263;122.34;20.0;20;5.627.999.999.999.990;5.627.999.999.999.990;0.0;0.0;0;123;30.185.493.320.999.400;Speed;Speed;FALSE;107;123;4;0.11
497;120;5;0.286344211;2.901.490.842;59.54;20.0;20;62.992;62.992;0.0;0.0;0;124;22.013.798.434.551.600;Speed;Speed;FALSE;107;124;4;0.102
498;120;5;0.286344211;7.520.559.871;156.15;6.666.666.667;13;21.568.333.330.000.000;41.837;0.88285;14.669;2;125;18.114.874.042.373.600;Speed;Speed;FALSE;107;125;4;-0.079
499;120;5;0.286344211;2.963.974.359;64.85;20.0;20;62.565;62.565;0.0;0.0;0;126;23.739.346.462.317.600;Speed;Speed;FALSE;107;126;4;0.093
500;80;3;0.286344211;3.909.276.215;86.7;4.0;6;162.522;27.566;0.6584;12.402;4;17;-0.30450335025651165;Accuracy;Speed;FALSE;107;17;1;0.025
501;80;3;0.286344211;30.332.112.300.000.000;84.16;4.0;9;156.502;33.657;0.5732;11.048;4;18;0.7491625983198565;Speed;Speed;FALSE;107;18;1;0.028
