;Radius;Noise;IKINumber;MeanDeviation;MaxDeviation;MeanNrDigits;MaxNrDigits;MeanTimeTypingWindow;MaxTimeTypingWindow;MeanTrackingTime;MaxTrackingTime;TrackingWindowVisitCounter;TrialNumber;distance;prediction;label;is_test;SubjectNr;TrialNumber;Block;Score
878;120;5;0.39416947399999996;6.197.223.077;130.02;4.0;6;155.972;28.824;0.939175;1.47;4;95;0.2921551350652304;Speed;Speed;FALSE;111;95;4;0.027
879;120;5;0.39416947399999996;6.032.765.909;137.08;4.0;8;184.844;31.201;0.773325;10.290.000.000.000.000;4;96;0.9998127677943006;Speed;Speed;FALSE;111;96;4;0.021
880;120;3;0.382399459;2.641.718.905;61.52;5.0;8;2.059.975;34.045;11.504;14.663;3;107;-1.655.771.898.093.210;Accuracy;Speed;FALSE;112;107;1;0.032
881;120;3;0.382399459;2.139.946.927;41.91;6.666.666.667;14;25.695.666.669.999.900;53.536;0.956;11.022;2;108;-0.48331666292234965;Accuracy;Speed;FALSE;112;108;1;0.052
882;120;3;0.382399459;2.259.144.044;56.69;6.666.666.667;15;2.469.066.667;57.563;15.016;16.102;2;109;1.384.950.861.019.550;Speed;Speed;FALSE;112;109;1;0.043
883;120;3;0.382399459;3.157.102.397;94.93;6.666.666.667;13;30.937;5.275;241.505;35.083;2;110;0.5350693095223479;Speed;Speed;FALSE;112;110;1;0.018
884;120;3;0.382399459;2.685.062.814;84.68;6.666.666.667;17;2.848.633.333;68.128;16.123;18.312;2;111;2.836.456.686.315.150;Speed;Speed;FALSE;112;111;1;0.034
885;120;3;0.382399459;2.632.934.959;62.95;6.666.666.667;12;25.603;38.864;1.393;14.666;2;112;-0.08672957269083648;Accuracy;Speed;FALSE;112;112;2;0.043
886;120;3;0.382399459;3.568.894.505;80.52;5.0;9;2.222.225;42.361;1.805.366.667;19.745;3;113;-0.6245080362417011;Accuracy;Speed;FALSE;112;113;2;0.018
887;120;3;0.382399459;2.779.019.651;74.69;5.0;8;23.092;34.833;15.379.666.669.999.900;16.112;3;114;-13.286.493.181.471.000;Accuracy;Speed;FALSE;112;114;2;0.019
888;120;3;0.382399459;3.702.786.047;74.77;6.666.666.667;16;3.053.466.667;75.377;142.785;15.382;2;115;27.892.848.007.135.700;Speed;Speed;FALSE;112;115;2;0.02
889;120;3;0.382399459;3.927.973.742;79.67;6.666.666.667;11;31.358.333.330.000.000;52.432;204.995;23.412;2;116;0.1781044360989542;Speed;Speed;FALSE;112;116;2;0.021
890;120;3;0.382399459;3.282.623.327;82.33;5.0;9;2.723.725;39.057;17.341.333.330.000.000;19.028;3;117;-0.7301964745268149;Accuracy;Speed;FALSE;112;117;3;0.012
891;120;3;0.382399459;3.281.671.533;74.03;6.666.666.667;14;28.942.666.669.999.900;52.705;14.659;15.402;2;118;1.151.930.516.945.440;Speed;Speed;TRUE;112;118;3;0.033
892;120;3;0.382399459;2.956.791.878;65.99;6.666.666.667;11;27.349;41.326;15.373;18.296;2;119;-0.37772922264712727;Accuracy;Speed;FALSE;112;119;3;0.035
893;120;3;0.382399459;3.439.631.004;69.16;6.666.666.667;12;33.107;64.964;135.595;13.928;2;120;1.000.307.477.392.680;Speed;Speed;FALSE;112;120;3;0.026
894;120;3;0.382399459;4.159.890.351;87.04;6.666.666.667;14;32.853;71.281;135.585;13.940.000.000.000.000;2;121;2.600.025.671.847.780;Speed;Speed;FALSE;112;121;3;0.026
895;120;3;0.382399459;4.000.906;110.21;5.0;8;25.096;3.826;1.781.466.667;2.048;3;122;-0.5234896673701476;Accuracy;Speed;FALSE;112;122;4;0.014
896;120;3;0.382399459;2.771.906.926;79.47;5.0;9;2.365.275;41.843;1.417.666.667;17.562;3;123;-0.7530629207282485;Accuracy;Speed;FALSE;112;123;4;0.02
897;120;3;0.382399459;2.997.275.556;71.47;6.666.666.667;15;32.196;66.308;14.653;15.381;2;124;24.137.195.730.411.200;Speed;Speed;FALSE;112;124;4;0.026
898;120;3;0.382399459;21.998.040.200.000.000;60.42;6.666.666.667;12;27.776.333.330.000.000;51.712;150.365;20.496;2;125;0.4235260398498243;Speed;Speed;TRUE;112;125;4;0.035
899;120;3;0.382399459;3.843.545.045;104.34;6.666.666.667;14;30.945;67.792;175.655;21.215;2;126;2.491.390.951.174.020;Speed;Speed;FALSE;112;126;4;0.025
900;80;5;0.382399459;6.427.322.772;166.19;10.0;12;55.385;64.391;2.68;2.68;1;17;2.387.653.627.276.860;Speed;Speed;FALSE;112;17;1;-0.2
901;80;5;0.382399459;8.151.740.741;211.42;6.666.666.667;16;36.852.333.330.000.000;75.843;247.565;27.524;2;18;10.003.528.456.139.100;Speed;Speed;FALSE;112;18;1;-0.2
902;80;5;0.382399459;4.637.670.841;144.9;4.0;6;19.389;25.721;2.436.425;30.164;4;19;-0.564109837484566;Accuracy;Speed;FALSE;112;19;1;-0.141
903;80;5;0.382399459;3.157.549.195;72.64;4.0;6;21.693.599.999.999.900;24.436;16.827;19.149;4;20;-0.6091548235178704;Accuracy;Speed;FALSE;112;20;1;-0.002
904;80;5;0.382399459;5.698.686.028;138.31;4.0;8;24.548;4.437;2.148.475;24.714;4;21;0.8064363686269133;Speed;Speed;FALSE;112;21;1;-0.2
905;80;5;0.382399459;3.568.033.755;74.67;6.666.666.667;9;3.336.966.667;43.411;17.198;19.259;2;22;12.290.520.807.223.400;Speed;Speed;FALSE;112;22;2;0.011
906;80;5;0.382399459;3.663.732.301;81.32;5.0;9;2.277.425;31.499;14.231.333.330.000.000;20.616;3;23;0.8251355045658452;Speed;Speed;FALSE;112;23;2;0.022
907;80;5;0.382399459;4.179.724.584;79.29;5.0;9;2.648.425;47.633;20.617.666.669.999.900;23.369.999.999.999.900;3;24;0.999705634449589;Speed;Speed;FALSE;112;24;2;-0.01
908;80;5;0.382399459;5.496.735.099;101.81;6.666.666.667;11;31.295;49.931;185.715;19.931;2;25;2.152.997.881.230.600;Speed;Speed;FALSE;112;25;2;-0.2
909;80;5;0.382399459;5.321.533.217;156.09;4.0;6;22.333;31.641;166.895;1.723;4;26;0.999636020709718;Speed;Speed;FALSE;112;26;2;-0.2
910;80;5;0.382399459;4.119.250.799;87.52;4.0;6;233.562;48.087;2.215.675;30.897;4;27;10.001.862.873.578.800;Speed;Speed;FALSE;112;27;3;-0.034
911;80;5;0.382399459;4.254.326.984;141.08;4.0;6;24.189;37.035;20.166;31.869;4;28;0.6244776592591609;Speed;Speed;TRUE;112;28;3;-0.2
912;80;5;0.382399459;3.709.965.636;85.49;4.0;7;22.482;33.535;180.545;20.609;4;29;0.8565715368143524;Speed;Speed;FALSE;112;29;3;0.005
913;80;5;0.382399459;3.807.040.516;104.36;4.0;6;194.386;31.269;218.065;2.678;4;30;0.6917821406812529;Speed;Speed;FALSE;112;30;3;-0.01
914;80;5;0.382399459;4.693.473.373;149.03;5.0;6;2.447.275;2.977;20.274.666.669.999.900;22.315;3;31;-0.3072717555686795;Accuracy;Speed;FALSE;112;31;3;-0.103
915;80;5;0.382399459;4.986.343.558;103.46;5.0;8;2.433.075;42.262;2.062.766.667;20.632;3;32;12.016.285.196.588.600;Speed;Speed;FALSE;112;32;4;-0.004
916;80;5;0.382399459;2.856.783.939;99.55;4.0;6;180.856;23.512;2.356.375;34.323;4;33;1.068.402.151.698.290;Speed;Speed;FALSE;112;33;4;-0.008
917;80;5;0.382399459;3.160.914.336;79.71;3.333.333.333;5;1.749.783.333;23.666;16.901;21.282;5;34;-0.5211142108881036;Accuracy;Speed;FALSE;112;34;4;0.006
918;80;5;0.382399459;4.554.155.556;121.32;4.0;8;205.876;36.323;1.735.475;19.941;4;35;17.821.411.890.808.000;Speed;Speed;TRUE;112;35;4;-0.2
919;80;5;0.382399459;377.740.885;96.3;2.857.142.857;5;12.400.285.709.999.900;23.737;2.130.033.333;25.405;6;36;-0.45006404483888696;Accuracy;Speed;FALSE;112;36;4;-0.006
920;120;5;0.382399459;3.577.597.633;99.24;5.0;7;26.195;36.552;15.615;21.928;3;47;0.9973605622275544;Speed;Speed;FALSE;112;47;1;0.014
921;120;5;0.382399459;4.105.177.866;92.46;5.0;10;268.625;63.454;15.379.666.669.999.900;1.755;3;48;358.241.092.780.178;Speed;Speed;FALSE;112;48;1;0.004
922;120;5;0.382399459;5.914.976.546;165.7;5.0;7;2.242;30.802;2.040.866.667;23.895;3;49;10.002.395.168.837.700;Speed;Speed;FALSE;112;49;1;-0.028
923;120;5;0.382399459;4.730.040.968;97.95;5.0;7;2.622.125;38.055;2.241.766.667;26.307;3;50;0.5145170655484949;Speed;Speed;FALSE;112;50;1;0.009
924;120;5;0.382399459;3.004.139.875;67.1;5.0;7;2.397.725;39.317;17.109.999.999.999.900;21.216;3;51;-0.09070369221250851;Accuracy;Speed;FALSE;112;51;1;0.016
925;120;5;0.382399459;4.149.132.287;95.97;5.0;8;21.278;34.567;19.751.666.669.999.900;22.679;3;52;0.4550841145400343;Speed;Speed;FALSE;112;52;2;0.017
926;120;5;0.382399459;5.452.574.307;109.66;5.0;10;197.275;33.409;13.687.333.330.000.000;19.056;3;53;0.43329302160441563;Speed;Speed;FALSE;112;53;2;0.03
927;120;5;0.382399459;4.854.205.011;124.32;5.0;9;21.407;42.365;17.321.333.330.000.000;23.397;3;54;0.8541018849611458;Speed;Speed;FALSE;112;54;2;0.019
928;120;5;0.382399459;4.863.717.122;104.27;6.666.666.667;13;27.076;53.899;20.109;20.491;2;55;2.867.935.374.174.590;Speed;Speed;FALSE;112;55;2;0.029
929;120;5;0.382399459;5.710.064.182;138.41;6.666.666.667;11;3.446.233.333;54.415;15.745;16.095;2;56;12.805.161.491.831.500;Speed;Speed;FALSE;112;56;2;-0.054
930;120;5;0.382399459;5.109.766.004;110.69;5.0;9;2.203.125;42.847;1.829.666.667;21.225;3;57;14.336.790.785.680.200;Speed;Speed;FALSE;112;57;3;0.018
931;120;5;0.382399459;4.032.479.319;82.86;5.0;8;20.155;38.828;15.360.333.330.000.000;17.532;3;58;0.18427185721198802;Speed;Speed;TRUE;112;58;3;0.026
932;120;5;0.382399459;5.512.158.854;101.69;6.666.666.667;11;2.618.566.667;47.171;16.846;19.753;2;59;18.331.579.812.213.500;Speed;Speed;FALSE;112;59;3;0.036
933;120;5;0.382399459;5.764.968.153;158.38;6.666.666.667;12;3.420.633.333;70.755;12.832;14.656;2;60;23.583.762.485.325.300;Speed;Speed;FALSE;112;60;3;-0.031
934;120;5;0.382399459;4.321.421.642;148.79;5.0;7;2.792.075;40.331;17.826;21.923;3;61;17.526.038.287.365.100;Speed;Speed;FALSE;112;61;3;-0.019
935;120;5;0.382399459;4.644.991.213;123.68;4.0;6;215.426;30.974;2.032.025;2.487;4;62;0.004188349202603026;Speed;Speed;FALSE;112;62;4;0.006
936;120;5;0.382399459;5.407.062.016;144.27;5.0;12;2.606.225;5.71;20.737.333.330.000.000;26.315;3;63;10.001.298.649.059.100;Speed;Speed;FALSE;112;63;4;-0.004
937;120;5;0.382399459;388.825;92.75;4.0;6;228.382;36.258;190.375;2.634;4;64;0.533543553974353;Speed;Speed;FALSE;112;64;4;0.006
938;120;5;0.382399459;3.301.745.455;79.38;4.0;6;18.095.599.999.999.900;30.761;1.921.575;26.351;4;65;-0.5072423317224745;Accuracy;Speed;TRUE;112;65;4;0.0
939;120;5;0.382399459;4.965.090.726;136.19;4.0;7;19.291.599.999.999.900;30.801;150.325;25.613;4;66;0.05453219151065147;Speed;Speed;FALSE;112;66;4;-0.004
940;80;3;0.382399459;2.969.770.297;69.82;5.0;8;256.615;39.573;1.559.666.667;17.890.000.000.000.000;3;77;0.09934263161042856;Speed;Speed;FALSE;112;77;1;0.005
941;80;3;0.382399459;1.499.015.801;41.04;5.0;8;224.645;32.282;1.331.833.333;15.144;3;78;-0.6081850519787325;Accuracy;Speed;FALSE;112;78;1;0.024
942;80;3;0.382399459;2.689.233.996;68.83;5.0;9;21.913;35.361;17.447;1.996;3;79;-0.2488112701052264;Accuracy;Speed;FALSE;112;79;1;0.009
943;80;3;0.382399459;4.689.144.208;113.74;6.666.666.667;14;3.003.933.333;51.476;15.839;19.942;2;80;13.686.910.221.651.000;Speed;Speed;FALSE;112;80;1;-0.137
944;80;3;0.382399459;3.530.687.636;106.26;5.0;8;220.435;36.632;19.441;24.056;3;81;0.39581928144975687;Speed;Speed;FALSE;112;81;1;-0.023
945;80;3;0.382399459;2.062.651.111;44.85;4.0;6;17.289;27.268;132.585;14.455;4;82;-11.330.607.073.957.600;Accuracy;Speed;FALSE;112;82;2;0.019
946;80;3;0.382399459;2.016.328.165;46.65;6.666.666.667;13;2.693.666.667;44.915;137.595;13.766;2;83;-0.23088977216416084;Accuracy;Speed;FALSE;112;83;2;0.039
947;80;3;0.382399459;336.416;97.66;5.0;9;2.785.175;47.321;17.868.333.330.000.000;21.277;3;84;17.299.371.616.312.400;Speed;Speed;FALSE;112;84;2;-0.025
948;80;3;0.382399459;378.660.217;92.97;5.0;8;29.484;46.908;1.560.133.333;17.875;3;85;1.278.576.187.937.800;Speed;Speed;FALSE;112;85;2;-0.024
949;80;3;0.382399459;1.665.791.667;75.88;5.0;7;192.315;31.051;1.125.533.333;13.084;3;86;-14.788.385.223.568.000;Accuracy;Speed;FALSE;112;86;2;0.027
950;80;3;0.382399459;2.715.517.172;80.24;5.0;7;2.466.125;37.804;17.204.333.330.000.000;20.639;3;87;-0.10905676862451885;Accuracy;Speed;FALSE;112;87;3;0.015
951;80;3;0.382399459;2.752.385.167;65.85;5.0;11;195.305;40.686;18.344.333.330.000.000;21.323;3;88;0.09630862139934371;Speed;Speed;TRUE;112;88;3;0.022
952;80;3;0.382399459;3.218.517.778;63.67;5.0;8;2.196.375;3.178;1.674.833.333;19.948;3;89;-10.043.719.113.214.600;Accuracy;Speed;FALSE;112;89;3;0.02
953;80;3;0.382399459;2.568.859.524;60.17;5.0;7;2.121.425;30.548;12.643;15.853;3;90;-0.822281801236357;Accuracy;Speed;FALSE;112;90;3;0.028
954;80;3;0.382399459;2.648.090.517;61.33;4.0;8;17.087.599.999.999.900;33.076;1.618.625;18.576;4;91;-0.811196714546598;Accuracy;Speed;FALSE;112;91;3;0.015
955;80;3;0.382399459;2.140.870.259;76.19;4.0;7;19.581.400.000.000.000;34.966;1.410.825;16.492;4;92;-0.7441652820374477;Accuracy;Speed;FALSE;112;92;4;0.014
956;80;3;0.382399459;2.711.788.372;63.66;5.0;7;2.103.125;32.049;15.606;20.614;3;93;-0.8477442062752102;Accuracy;Speed;FALSE;112;93;4;0.023
957;80;3;0.382399459;2.126.787.449;59.76;5.0;8;25.523;37.528;1.377.933.333;15.156;3;94;-0.24783198338499923;Accuracy;Speed;FALSE;112;94;4;0.017
958;80;3;0.382399459;312.497.343;93.34;6.666.666.667;10;2.826.466.667;43.875;18.236;20.627;2;95;11.095.464.527.068.100;Speed;Speed;TRUE;112;95;4;0.021
959;80;3;0.382399459;2.533.226.453;86.21;6.666.666.667;12;3.612;69.237;134.345;14.459;2;96;3.310.885.346.828.710;Speed;Speed;FALSE;112;96;4;-0.002
960;80;3;0.387901155;2.543.588.764;75.51;4.0;6;22.784;25.944;6.974.025;113.053;4;107;-17.900.077.189.329.400;Accuracy;Accuracy;TRUE;201;107;1;0.129
961;80;3;0.387901155;2.196.819.005;53.1;4.0;6;19.130.200.000.000.000;24.521;4.630.575;66.522;4;108;-1.987.700.031.565.730;Accuracy;Accuracy;FALSE;201;108;1;0.135
962;80;3;0.387901155;3.011.372.043;68.51;10.0;12;44.139;54.764;61.669;61.669;1;109;-10.001.935.074.157.300;Accuracy;Accuracy;TRUE;201;109;1;0.143
963;80;3;0.387901155;2.840.885.584;59.46;5.0;7;2.559.125;2.998;1.010.693.333;187.055;3;110;-38.381.271.381.598.100;Accuracy;Accuracy;FALSE;201;110;1;0.128
964;80;3;0.387901155;3.580.825.444;134.35;5.0;8;2.178.425;36.875;68.436;14.838;3;111;-21.637.235.455.408.700;Accuracy;Accuracy;FALSE;201;111;1;-0.2
965;80;3;0.387901155;2.929.332.209;55.56;4.0;6;180.808;29.001;3.566.175;52.756;4;112;-23.602.584.916.669.600;Accuracy;Accuracy;FALSE;201;112;2;0.138
966;80;3;0.387901155;3.450.253.353;76.24;5.0;7;2.516;39.546;5.553.466.667;89.116;3;113;-2.059.857.558.310.180;Accuracy;Accuracy;FALSE;201;113;2;0.136
967;80;3;0.387901155;3.594.089.928;90.96;5.0;7;223.415;36.289;3.957.166.667;45.271;3;114;-1.351.194.261.552.770;Accuracy;Accuracy;FALSE;201;114;2;-0.039
968;80;3;0.387901155;3.209.372.828;75.39;4.0;8;185.758;32.316;42.009;58.932;4;115;-12.103.190.252.590.200;Accuracy;Accuracy;FALSE;201;115;2;0.136
969;80;3;0.387901155;2.575.933.022;77.12;4.0;8;227.366;34.077;272.985;37.045;4;116;-0.20332447948020282;Accuracy;Accuracy;FALSE;201;116;2;0.139
970;80;3;0.387901155;2.678.337.571;64.17;4.0;5;19.830.400.000.000.000;26.768;4.867.275;63.713;4;117;-23.654.979.041.008.800;Accuracy;Accuracy;FALSE;201;117;3;0.135
971;80;3;0.387901155;2.719.882.253;56.98;5.0;6;2.484;3.076;37.289.999.999.999.900;51.434;3;118;-21.778.658.419.323.400;Accuracy;Accuracy;FALSE;201;118;3;0.139
972;80;3;0.387901155;3.126.275.256;76.53;5.0;6;25.472;29.695;5.716.266.667;81.615;3;119;-24.620.922.896.319.200;Accuracy;Accuracy;FALSE;201;119;3;0.136
973;80;3;0.387901155;3.009.030.303;66.17;6.666.666.667;8;28.264;36.575;453.075;48.731;2;120;-218.644.201.747.748;Accuracy;Accuracy;FALSE;201;120;3;0.142
974;80;3;0.387901155;1.672.745.645;58.83;5.0;7;2.540.775;30.801;32.265.666.669.999.900;37.716;3;121;-0.9410167674769981;Accuracy;Accuracy;FALSE;201;121;3;0.14
975;80;3;0.387901155;3.145.457.851;64.83;5.0;9;22.679;36.854;50.528;69.241;3;122;-23.504.334.279.369.200;Accuracy;Accuracy;FALSE;201;122;4;0.138
976;80;3;0.387901155;3.177.960.057;92.17;2.857.142.857;4;14.971.571.430.000.000;22.430.000.000.000.000;287.085;43.892;6;123;-14.255.897.722.723.700;Accuracy;Accuracy;FALSE;201;123;4;0.033
977;80;3;0.387901155;3.724.322.702;72.95;4.0;7;16.639;2.678;297.475;39.992;4;124;-18.854.119.265.330.700;Accuracy;Accuracy;FALSE;201;124;4;0.14
978;80;3;0.387901155;2.829.462.867;74.03;4.0;6;16.091.799.999.999.900;26.808;39.464;56.946;4;125;-17.709.361.936.257.700;Accuracy;Accuracy;FALSE;201;125;4;0.138
979;80;3;0.387901155;3.597.485.337;120.29;4.0;7;18.632.799.999.999.900;35.778;4.817.225;74.689;4;126;-10.620.442.192.292.400;Accuracy;Accuracy;FALSE;201;126;4;-0.2
980;120;5;0.387901155;4.496.752.727;117.04;5.0;6;239.825;28.008;3.619.733.333;45.277;3;17;-12.224.375.805.797.100;Accuracy;Accuracy;TRUE;201;17;1;0.14
981;120;5;0.387901155;4.062.600.423;99.78;5.0;7;240.975;35.588;15.141.333.330.000.000;22.671;3;18;0.6996607533438978;Speed;Accuracy;FALSE;201;18;1;0.144
982;120;5;0.387901155;5.260.582.792;146.94;5.0;8;272.865;32.322;37.453;53.232;3;19;-0.5003371050121104;Accuracy;Accuracy;TRUE;201;19;1;-0.2
983;120;5;0.387901155;5.769.917.557;122.18;6.666.666.667;8;3.369.766.667;43.063;82.758;110.064;2;20;-5.452.380.738.059.630;Accuracy;Accuracy;FALSE;201;20;1;0.083
984;120;5;0.387901155;5.929.520.394;147.23;5.0;7;2.603.375;35.024;6.566.433.332.999.990;94.018;3;21;-1.613.016.439.514.260;Accuracy;Accuracy;FALSE;201;21;1;-0.2
985;120;5;0.387901155;7.605.794.072;158.11;4.0;9;2.059;36.121;3.690.325;83.955;4;22;-10.002.202.322.181.000;Accuracy;Accuracy;FALSE;201;22;2;-0.2
986;120;5;0.387901155;5.766.248.748;117.5;4.0;8;19.135.400.000.000.000;32.067;3.454.125;59.942;4;23;-25.267.989.639.008.200;Accuracy;Accuracy;FALSE;201;23;2;0.138
987;120;5;0.387901155;3.838.323.194;85.85;4.0;7;178.862;25.795;25.756;37.976;4;24;-1.000.001.157.482.080;Accuracy;Accuracy;FALSE;201;24;2;0.141
988;120;5;0.387901155;6.361.998.342;130.6;6.666.666.667;11;29.359.666.669.999.900;47.989.999.999.999.900;864.915;162.718;2;25;-600.954.346.905.285;Accuracy;Accuracy;FALSE;201;25;2;0.063
989;120;5;0.387901155;6.233.320.611;122.35;5.0;6;23.773;28.493;6.029.166.667;11.737;3;26;-6.833.775.120.316.600;Accuracy;Accuracy;FALSE;201;26;2;0.073
990;120;5;0.387901155;4.640.545.624;104.71;6.666.666.667;7;2.901.566.667;40.327;60.181;100.631;2;27;-2.659.049.076.776.440;Accuracy;Accuracy;FALSE;201;27;3;0.14
991;120;5;0.387901155;5.860.459.119;128.8;10.0;12;43.996;53.496;78.275;78.275;1;28;-2.991.520.223.650.130;Accuracy;Accuracy;FALSE;201;28;3;0.055
992;120;5;0.387901155;6.273.476.431;128.0;6.666.666.667;9;30.766;44.343;733.185;77.321;2;29;-3.833.735.358.674.230;Accuracy;Accuracy;FALSE;201;29;3;0.009
993;120;5;0.387901155;4.173.951.737;89.69;5.0;9;23.274;33.604;29.202;48.886;3;30;-0.7241503508338111;Accuracy;Accuracy;FALSE;201;30;3;0.141
994;120;5;0.387901155;516.701.636;122.51;6.666.666.667;8;3.241;47.764;27.777;33.581;2;31;0.924997427174037;Speed;Accuracy;FALSE;201;31;3;0.063
995;120;5;0.387901155;7.261.224.638;144.53;10.0;10;39.001;43.189;58.322;58.322;1;32;-0.9996380137577894;Accuracy;Accuracy;FALSE;201;32;4;-0.2
996;120;5;0.387901155;5.524.959.083;114.87;5.0;8;2.222;26.082;56.821.333.329.999.900;67.151;3;33;-4.004.120.613.181.560;Accuracy;Accuracy;FALSE;201;33;4;0.137
997;120;5;0.387901155;6.795.875.676;134.82;6.666.666.667;11;30.577.666.669.999.900;50.881;61.697;64.234;2;34;-0.9997992053277932;Accuracy;Accuracy;FALSE;201;34;4;-0.2
998;120;5;0.387901155;3.766.210.421;116.27;6.666.666.667;11;27.779;41.605;519.115;55.665;2;35;-0.650187784705078;Accuracy;Accuracy;FALSE;201;35;4;0.141
999;120;5;0.387901155;501.163.964;109.78;6.666.666.667;9;3.578.233.333;42.809;77.071;123.482;2;36;-3.903.553.681.211.980;Accuracy;Accuracy;FALSE;201;36;4;0.126
1000;80;5;0.387901155;5.031.409.615;144.4;3.333.333.333;6;18.332;27.005;78.915;154.822;5;47;-11.381.037.866.839.100;Accuracy;Accuracy;TRUE;201;47;1;-0.2
1001;80;5;0.387901155;3.269.735.897;94.81;5.0;6;21.469;23.987;9.388.733.333;204.141;3;48;-3.267.867.989.072.560;Accuracy;Accuracy;FALSE;201;48;1;-0.049
1002;80;5;0.387901155;4.930.120.619;149.36;6.666.666.667;11;2.677.666.667;48.492;213.455;366.436;2;49;-5.009.532.895.997.610;Accuracy;Accuracy;TRUE;201;49;1;-0.2
1003;80;5;0.387901155;3.794.992.416;105.2;4.0;6;19.074.400.000.000.000;22.723;88.584;245.274;4;50;-4.102.053.579.788.730;Accuracy;Accuracy;FALSE;201;50;1;-0.2
1004;80;5;0.387901155;637.886.875;126.96;6.666.666.667;9;27.269.666.669.999.900;34.791;152.608;247.994;2;51;-16.551.351.077.074.400;Accuracy;Accuracy;FALSE;201;51;1;-0.2
1005;80;5;0.387901155;5.675.804.154;192.01;5.0;10;24.416;39.644;5.823.233.332.999.990;9.728;3;52;-0.9998850841563451;Accuracy;Accuracy;FALSE;201;52;2;-0.2
1006;80;5;0.387901155;4.679.230.444;137.14;4.0;7;196.842;28.972;898.985;202.683;4;53;-2.231.905.336.625.100;Accuracy;Accuracy;FALSE;201;53;2;-0.2
1007;80;5;0.387901155;479.283;143.22;5.0;8;262.165;42.123;5.828.466.667.000.000;7.746;3;54;-0.3020156190818876;Accuracy;Accuracy;FALSE;201;54;2;-0.2
1008;80;5;0.387901155;4.240.985.047;117.83;6.666.666.667;8;30.348;37.815;503.285;5.06;2;55;0.345533745657962;Speed;Accuracy;FALSE;201;55;2;-0.2
1009;80;5;0.387901155;4.524.087.477;126.97;2.857.142.857;4;14.045;17.361;755.015;128.134;6;56;-2.034.251.506.857.340;Accuracy;Accuracy;FALSE;201;56;2;-0.2
1010;80;5;0.387901155;3.780.527.339;95.78;4.0;6;223.168;38.819.999.999.999.900;62.034;112.361;4;57;-17.987.506.446.732.700;Accuracy;Accuracy;FALSE;201;57;3;-0.178
1011;80;5;0.387901155;4.189.219.035;133.67;5.0;5;2.294.425;26.761;88.628;113.797;3;58;-2.474.454.447.205.820;Accuracy;Accuracy;FALSE;201;58;3;-0.2
1012;80;5;0.387901155;5.032.015.254;108.19;6.666.666.667;8;3.267.566.667;39.858;596.295;64.411;2;59;-15.766.266.035.767.100;Accuracy;Accuracy;FALSE;201;59;3;-0.2
1013;80;5;0.387901155;5.435.139.831;157.59;10.0;13;401.425;54.566;87.698;87.698;1;60;-10.000.144.968.612.600;Accuracy;Accuracy;FALSE;201;60;3;-0.2
1014;80;5;0.387901155;4.523.411.429;126.2;5.0;6;2.226.675;26.991;1.121.926.667;183.108;3;61;-3.550.448.795.496.490;Accuracy;Accuracy;FALSE;201;61;3;-0.2
1015;80;5;0.387901155;8.153.534.296;169.9;10.0;11;480.015;56.954;100.502;100.502;1;62;-10.003.405.465.881.600;Accuracy;Accuracy;FALSE;201;62;4;-0.2
1016;80;5;0.387901155;3.712.747.588;87.42;5.0;9;2.277.975;34.284;53.038;69.917;3;63;-12.376.450.789.520.600;Accuracy;Accuracy;FALSE;201;63;4;0.078
1017;80;5;0.387901155;4.119.792.683;106.17;5.0;11;2.221.625;43.365;1.002.543.333;174.626;3;64;-31.685.707.893.842.900;Accuracy;Accuracy;FALSE;201;64;4;-0.2
1018;80;5;0.387901155;360.198.743;107.29;5.0;7;2.692.025;40.561;6.007.033.333;86.377;3;65;-0.38205340721081604;Accuracy;Accuracy;FALSE;201;65;4;-0.18
1019;80;5;0.387901155;4.212.521.295;122.24;5.0;8;2.460.175;38.379;38.189;5.414;3;66;10.935.031.149.130.800;Speed;Accuracy;FALSE;201;66;4;-0.2
1020;120;3;0.387901155;2.204.259.003;53.25;4.0;7;19.798;30.009;5.436.625;109.442;4;77;-11.434.286.618.749.000;Accuracy;Accuracy;TRUE;201;77;1;0.123
1021;120;3;0.387901155;3.249.990.253;94.91;6.666.666.667;9;2.726.833.333;29.522;591.265;80.301;2;78;-22.999.472.700.455.700;Accuracy;Accuracy;FALSE;201;78;1;0.14
1022;120;3;0.387901155;3.810.198.664;90.89;6.666.666.667;10;3.219.166.667;43.891;70.309;10.122;2;79;-13.874.330.382.745.000;Accuracy;Accuracy;TRUE;201;79;1;0.138
1023;120;3;0.387901155;4.667.958.466;112.52;5.0;8;2.261.525;38.646;6.103.566.667.000.000;8.899;3;80;-39.600.788.246.406.600;Accuracy;Accuracy;FALSE;201;80;1;0.136
1024;120;3;0.387901155;4.394.054.313;94.47;5.0;6;2.134.525;22.761;6.270.466.667.000.000;116.616;3;81;-5.616.138.371.447.870;Accuracy;Accuracy;FALSE;201;81;1;0.136
1025;120;3;0.387901155;2.706.060.662;73.88;5.0;8;233.365;40.081;37.979;39.466;3;82;-0.5630363363293552;Accuracy;Accuracy;FALSE;201;82;2;0.14
1026;120;3;0.387901155;2.562.638.149;57.22;5.0;7;2.151.725;27.436;83.636;14.584.000.000.000.000;3;83;-0.9998662757369855;Accuracy;Accuracy;FALSE;201;83;2;0.132
